Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Brandon Clarke,Shared Games with David Roddy,Shared Games with Desmond Bane,Shared Games with Dillon Brooks,Shared Games with Ja Morant,Shared Games with Jacob Gilyard,Shared Games with Jake LaRavia,Shared Games with Jaren Jackson Jr.,Shared Games with John Konchar,Shared Games with Kennedy Chandler,Shared Games with Kenneth Lofton Jr.,Shared Games with Santi Aldama,Shared Games with Tyus Jones,Shared Games with Vince Williams Jr.,Shared Games with Xavier Tillman Sr.,Shared Games with Ziaire Williams,Brandon Clarke,Danny Green,David Roddy,Desmond Bane,Dillon Brooks,Ja Morant,Jacob Gilyard,Jake LaRavia,Jaren Jackson Jr.,John Konchar,Kennedy Chandler,Kenneth Lofton Jr.,Santi Aldama,Tyus Jones,Vince Williams Jr.,Xavier Tillman Sr.,Ziaire Williams,co_inf with Brandon Clarke,co_inf with Danny Green,co_inf with David Roddy,co_inf with Desmond Bane,co_inf with Dillon Brooks,co_inf with Ja Morant,co_inf with Jacob Gilyard,co_inf with Jake LaRavia,co_inf with Jaren Jackson Jr.,co_inf with John Konchar,co_inf with Kennedy Chandler,co_inf with Kenneth Lofton Jr.,co_inf with Santi Aldama,co_inf with Tyus Jones,co_inf with Vince Williams Jr.,co_inf with Xavier Tillman Sr.,co_inf with Ziaire Williams,Luke Kennard,Trae Young,co_inf with Luke Kennard,co_inf with Trae Young,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
30.0,27.0,2022-12-20,29-153,MEM,DEN,1.0,30.08333333333333,2.0,5.0,0.4,0.0,0.0,,0.0,0.0,,4.0,6.0,10.0,2.0,1.0,0.0,2.0,2.0,4.0,5.5,-8.0,5.0,2.0,0.4,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,10.0,61.0,3.8125,5.499999999999999,59.19999999999998,3.699999999999999,0.0376551580264942,L (-6),L (-6)
31.0,28.0,2022-12-23,29-156,MEM,PHO,1.0,22.25,3.0,5.0,0.6,0.0,0.0,,0.0,4.0,0.0,7.0,4.0,11.0,2.0,1.0,1.0,0.0,0.0,6.0,11.3,16.0,5.0,3.0,0.6,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,12.0,88.0,5.5,11.3,93.0,5.8125,0.0376551580264942,L (-14),L (-14)
32.0,29.0,2022-12-25,29-158,MEM,GSW,1.0,21.2,2.0,6.0,0.333,0.0,0.0,,2.0,2.0,1.0,7.0,7.0,14.0,1.0,0.0,1.0,0.0,2.0,6.0,10.2,2.0,6.0,2.0,0.3333333333333333,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,14.0,50.0,3.125,9.399999999999997,54.5,3.40625,0.0376551580264942,W (+25),W (+25)
33.0,30.0,2022-12-27,29-160,MEM,PHO,1.0,25.3,3.0,5.0,0.6,0.0,0.0,,0.0,0.0,,3.0,6.0,9.0,1.0,0.0,1.0,1.0,1.0,6.0,7.6,-13.0,5.0,3.0,0.6,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,11.0,59.0,3.6875,7.6,58.10000000000001,3.631250000000001,0.0376551580264942,L (-14),L (-14)
34.0,31.0,2022-12-29,29-162,MEM,TOR,1.0,32.266666666666666,7.0,11.0,0.636,0.0,0.0,,0.0,2.0,0.0,8.0,9.0,17.0,3.0,1.0,0.0,2.0,1.0,14.0,17.3,17.0,11.0,7.0,0.6363636363636364,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,20.0,87.0,5.4375,17.299999999999997,81.2,5.075,0.0376551580264942,L (-17),L (-17)
35.0,32.0,2022-12-31,29-164,MEM,NOP,1.0,27.166666666666668,4.0,6.0,0.667,0.0,0.0,,2.0,6.0,0.333,5.0,16.0,21.0,3.0,2.0,2.0,0.0,3.0,10.0,18.4,-1.0,6.0,4.0,0.6666666666666666,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,26.0,73.0,4.5625,17.599999999999998,76.9,4.80625,0.0376551580264942,W (+13),W (+13)
36.0,33.0,2023-01-01,29-165,MEM,SAC,1.0,34.483333333333334,5.0,12.0,0.417,0.0,0.0,,1.0,2.0,0.5,13.0,10.0,23.0,3.0,1.0,2.0,4.0,4.0,11.0,15.2,4.0,12.0,5.0,0.4166666666666667,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,22.0,67.0,4.1875,14.8,83.4,5.2125,0.0376551580264942,W (+15),W (+15)
37.0,34.0,2023-01-04,29-168,MEM,CHO,1.0,27.2,3.0,7.0,0.429,0.0,0.0,,3.0,7.0,0.429,4.0,11.0,15.0,2.0,1.0,2.0,2.0,1.0,9.0,11.2,24.0,7.0,3.0,0.4285714285714285,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,13.0,93.0,5.8125,9.999999999999998,96.10000000000002,6.006250000000001,0.0376551580264942,W (+10),W (+10)
38.0,35.0,2023-01-05,29-169,MEM,ORL,1.0,30.166666666666668,2.0,5.0,0.4,0.0,0.0,,0.0,1.0,0.0,1.0,5.0,6.0,0.0,1.0,0.0,2.0,5.0,4.0,0.1,-5.0,5.0,2.0,0.4,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,3.0,82.0,5.125,0.0999999999999996,89.89999999999999,5.61875,0.0376551580264942,W (+24),W (+24)
39.0,,2023-01-08,29-172,MEM,UTA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,,96.0,6.0,0.0,101.0,6.3125,0.0376551580264942,W (+8),W (+8)
40.0,36.0,2023-01-09,29-173,MEM,SAS,1.0,28.316666666666663,5.0,7.0,0.714,0.0,0.0,,3.0,11.0,0.273,4.0,11.0,15.0,4.0,1.0,0.0,2.0,0.0,13.0,14.8,11.0,7.0,5.0,0.7142857142857143,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,13.0,69.0,4.3125,13.600000000000003,80.2,5.0125,0.0376551580264942,W (+5),W (+5)
41.0,37.0,2023-01-11,29-175,MEM,SAS,1.0,32.516666666666666,5.0,7.0,0.714,0.0,0.0,,1.0,2.0,0.5,7.0,11.0,18.0,5.0,1.0,3.0,1.0,2.0,11.0,20.7,14.0,7.0,5.0,0.7142857142857143,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,28.0,63.0,3.9375,20.3,83.8,5.2375,0.0376551580264942,W (+8),W (+8)
42.0,38.0,2023-01-14,29-178,MEM,IND,1.0,22.15,4.0,4.0,1.0,0.0,0.0,,2.0,2.0,1.0,3.0,6.0,9.0,2.0,0.0,1.0,3.0,3.0,10.0,10.6,16.0,4.0,4.0,1.0,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,13.0,95.0,5.9375,9.799999999999995,99.2,6.2,0.0376551580264942,,
43.0,39.0,2023-01-16,29-180,MEM,PHO,1.0,24.116666666666667,4.0,5.0,0.8,0.0,0.0,,0.0,0.0,,5.0,4.0,9.0,2.0,0.0,0.0,1.0,3.0,8.0,10.0,17.0,5.0,4.0,0.8,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,13.0,101.0,6.3125,10.0,105.6,6.6,0.0376551580264942,W (+6),W (+6)
44.0,40.0,2023-01-18,29-182,MEM,CLE,1.0,28.45,6.0,8.0,0.75,0.0,0.0,,1.0,2.0,0.5,5.0,5.0,10.0,4.0,1.0,0.0,1.0,3.0,13.0,16.0,-8.0,8.0,6.0,0.75,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,17.0,57.0,3.5625,15.6,73.60000000000001,4.6000000000000005,0.0376551580264942,W (+18),W (+18)
45.0,41.0,2023-01-20,29-184,MEM,LAL,1.0,25.78333333333333,6.0,7.0,0.857,0.0,0.0,,4.0,9.0,0.444,8.0,9.0,17.0,2.0,0.0,1.0,1.0,2.0,16.0,20.1,-1.0,7.0,6.0,0.8571428571428571,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,19.0,60.0,3.75,18.5,62.09999999999999,3.881249999999999,0.0376551580264942,W (+30),W (+30)
46.0,42.0,2023-01-22,29-186,MEM,PHO,1.0,32.55,3.0,9.0,0.333,0.0,0.0,,4.0,7.0,0.571,8.0,8.0,16.0,2.0,3.0,0.0,3.0,2.0,10.0,12.3,1.0,9.0,3.0,0.3333333333333333,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,12.0,53.0,3.3125,10.699999999999992,63.30000000000001,3.9562500000000007,0.0376551580264942,W (+1),W (+1)
47.0,,2023-01-23,29-187,MEM,SAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,,58.0,3.625,0.0,68.99999999999999,4.312499999999999,0.0376551580264942,L (-1),L (-1)
48.0,,2023-01-25,29-189,MEM,GSW,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,,62.0,3.875,0.0,82.49999999999999,5.156249999999999,0.0376551580264942,L (-2),L (-2)
49.0,,2023-01-27,29-191,MEM,MIN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,,64.0,4.0,0.0,68.59999999999998,4.287499999999999,0.0376551580264942,L (-33),L (-33)
50.0,,2023-01-29,29-193,MEM,IND,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,,89.0,5.5625,0.0,96.9,6.05625,0.0376551580264942,L (-2),L (-2)
51.0,,2023-02-01,29-196,MEM,POR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,,71.0,4.4375,0.0,83.90000000000002,5.243750000000001,0.0376551580264942,L (-11),L (-11)
52.0,,2023-02-02,29-197,MEM,CLE,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,,83.0,5.1875,0.0,77.0,4.8125,0.0376551580264942,W (+12),W (+12)
53.0,,2023-02-05,29-200,MEM,TOR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,,83.0,5.1875,0.0,77.0,4.8125,0.0376551580264942,L (-10),L (-10)
54.0,,2023-02-07,29-202,MEM,CHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,,68.0,4.25,0.0,79.3,4.95625,0.0376551580264942,L (-15),L (-15)
55.0,,2023-02-10,29-205,MEM,MIN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,,100.0,6.25,0.0,104.3,6.51875,0.0376551580264942,L (-3),L (-3)
56.0,,2023-02-12,29-207,MEM,BOS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,,79.0,4.9375,0.0,76.2,4.7625,0.0376551580264942,W (+15),W (+15)
57.0,,2023-02-15,29-210,MEM,UTA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,,85.0,5.3125,0.0,86.89999999999998,5.431249999999999,0.0376551580264942,W (+21),W (+21)
58.0,,2023-02-23,29-218,MEM,PHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,,64.0,4.0,0.0,66.69999999999999,4.168749999999999,0.0376551580264942,L (-10),L (-10)
59.0,,2023-02-25,29-220,MEM,DEN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,,83.0,5.1875,0.0,81.39999999999998,5.087499999999999,0.0376551580264942,W (+6),W (+6)
60.0,,2023-02-28,29-223,MEM,LAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,,90.0,5.625,0.0,95.70000000000002,5.981250000000001,0.0376551580264942,L (-5),L (-5)
61.0,,2023-03-01,29-224,MEM,HOU,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,,105.0,6.5625,0.0,98.0,6.125,0.0376551580264942,W (+18),W (+18)
