Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Amir Coffey,Shared Games with Brandon Boston Jr.,Shared Games with Ivica Zubac,Shared Games with Jason Preston,Shared Games with John Wall,Shared Games with Kawhi Leonard,Shared Games with Marcus Morris,Shared Games with Moses Brown,Shared Games with Moussa Diabaté,Shared Games with Nicolas Batum,Shared Games with Norman Powell,Shared Games with Paul George,Shared Games with Reggie Jackson,Shared Games with Robert Covington,Shared Games with Terance Mann,Amir Coffey,Brandon Boston Jr.,Ivica Zubac,Jason Preston,John Wall,Kawhi Leonard,Marcus Morris,Moses Brown,Moussa Diabaté,Nicolas Batum,Norman Powell,Paul George,Reggie Jackson,Robert Covington,Terance Mann,Xavier Moon,co_inf with Amir Coffey,co_inf with Brandon Boston Jr.,co_inf with Ivica Zubac,co_inf with Jason Preston,co_inf with John Wall,co_inf with Kawhi Leonard,co_inf with Marcus Morris,co_inf with Moses Brown,co_inf with Moussa Diabaté,co_inf with Nicolas Batum,co_inf with Norman Powell,co_inf with Paul George,co_inf with Reggie Jackson,co_inf with Robert Covington,co_inf with Terance Mann,co_inf with Xavier Moon,Shared Games with Brandon Clarke,Shared Games with Danny Green,Shared Games with David Roddy,Shared Games with Desmond Bane,Shared Games with Dillon Brooks,Shared Games with Ja Morant,Shared Games with Jake LaRavia,Shared Games with Jaren Jackson Jr.,Shared Games with John Konchar,Shared Games with Kennedy Chandler,Shared Games with Kenneth Lofton Jr.,Shared Games with Santi Aldama,Shared Games with Tyus Jones,Shared Games with Vince Williams Jr.,Shared Games with Xavier Tillman Sr.,Shared Games with Ziaire Williams,Brandon Clarke,David Roddy,Desmond Bane,Dillon Brooks,Ja Morant,Jacob Gilyard,Jake LaRavia,Jaren Jackson Jr.,John Konchar,Kennedy Chandler,Kenneth Lofton Jr.,Santi Aldama,Steven Adams,Trae Young,Tyus Jones,Vince Williams Jr.,Xavier Tillman Sr.,Ziaire Williams,co_inf with Brandon Clarke,co_inf with David Roddy,co_inf with Desmond Bane,co_inf with Dillon Brooks,co_inf with Ja Morant,co_inf with Jake LaRavia,co_inf with Jaren Jackson Jr.,co_inf with John Konchar,co_inf with Kennedy Chandler,co_inf with Kenneth Lofton Jr.,co_inf with Santi Aldama,co_inf with Steven Adams,co_inf with Trae Young,co_inf with Tyus Jones,co_inf with Vince Williams Jr.,co_inf with Xavier Tillman Sr.,co_inf with Ziaire Williams,co_inf with Jacob Gilyard,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,10.0,2022-11-07,26-136,LAC,CLE,0,12.65,2.0,4.0,.500,2.0,4.0,.500,0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,6.0,5.6,-3,0.0,0.0,,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0,2,2,21,20,18,10,3,20,20,10,14,20,20,5,20,8,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,73.0,80.0,15.0,61.0,37.0,0.0357142857142857,0.3,0.3448275862068966,0.2465753424657534,0.1639344262295081,0.0857142857142857,0.3174603174603174,0.2777777777777778,0.2777777777777778,0.5833333333333334,0.2597402597402597,0.0,0.0,0.25,0.3333333333333333,0.3278688524590163,0.2162162162162162,0.0,31,4.0,77.0,2.4838709677419355,5.6000000000000005,75.3,2.429032258064516,13.0,3.4,0.5,0.6,-0.1,0.0283717534160842,0.684,0.704,0.102,0.8,2.2,W (+2),W (+2)
12.0,11.0,2022-11-09,26-138,LAC,LAL,1,24.916666666666668,5.0,9.0,.556,3.0,6.0,.500,0,0.0,,0.0,3.0,3.0,2.0,1.0,0.0,0.0,1.0,13.0,11.6,+9,3.0,2.0,0.6666666666666666,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0,2,2,21,20,18,10,3,20,20,10,14,20,20,5,20,8,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,73.0,80.0,15.0,61.0,37.0,0.0357142857142857,0.3,0.3448275862068966,0.2465753424657534,0.1639344262295081,0.0857142857142857,0.3174603174603174,0.2777777777777778,0.2777777777777778,0.5833333333333334,0.2597402597402597,0.0,0.0,0.25,0.3333333333333333,0.3278688524590163,0.2162162162162162,0.0,31,10.0,77.0,2.4838709677419355,11.599999999999996,77.50000000000001,2.5000000000000004,13.0,3.4,0.5,0.6,-0.1,0.0283717534160842,0.684,0.704,0.102,0.8,2.2,W (+13),W (+13)
13.0,12.0,2022-11-12,26-141,LAC,BRK,1,24.25,3.0,5.0,.600,2.0,4.0,.500,1,1.0,1.000,0.0,3.0,3.0,0.0,0.0,0.0,2.0,2.0,9.0,4.8,-16,1.0,1.0,1.0,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0,2,2,21,20,18,10,3,20,20,10,14,20,20,5,20,8,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,73.0,80.0,15.0,61.0,37.0,0.0357142857142857,0.3,0.3448275862068966,0.2465753424657534,0.1639344262295081,0.0857142857142857,0.3174603174603174,0.2777777777777778,0.2777777777777778,0.5833333333333334,0.2597402597402597,0.0,0.0,0.25,0.3333333333333333,0.3278688524590163,0.2162162162162162,0.0,31,4.0,71.0,2.290322580645161,4.4,80.39999999999998,2.593548387096773,13.0,3.4,0.5,0.6,-0.1,0.0283717534160842,0.684,0.704,0.102,0.8,2.2,L (-15),L (-15)
14.0,13.0,2022-11-14,26-143,LAC,HOU,1,27.566666666666663,3.0,6.0,.500,2.0,4.0,.500,0,0.0,,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,8.0,4.6,+7,2.0,1.0,0.5,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0,2,2,21,20,18,10,3,20,20,10,14,20,20,5,20,8,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,73.0,80.0,15.0,61.0,37.0,0.0357142857142857,0.3,0.3448275862068966,0.2465753424657534,0.1639344262295081,0.0857142857142857,0.3174603174603174,0.2777777777777778,0.2777777777777778,0.5833333333333334,0.2597402597402597,0.0,0.0,0.25,0.3333333333333333,0.3278688524590163,0.2162162162162162,0.0,31,3.0,63.0,2.032258064516129,4.6,42.79999999999999,1.3806451612903223,13.0,3.4,0.5,0.6,-0.1,0.0283717534160842,0.684,0.704,0.102,0.8,2.2,W (+16),W (+16)
15.0,14.0,2022-11-15,26-144,LAC,DAL,1,2.8833333333333333,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.9,+1,0.0,0.0,,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0,2,2,21,20,18,10,3,20,20,10,14,20,20,5,20,8,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,73.0,80.0,15.0,61.0,37.0,0.0357142857142857,0.3,0.3448275862068966,0.2465753424657534,0.1639344262295081,0.0857142857142857,0.3174603174603174,0.2777777777777778,0.2777777777777778,0.5833333333333334,0.2597402597402597,0.0,0.0,0.25,0.3333333333333333,0.3278688524590163,0.2162162162162162,0.0,31,2.0,67.0,2.161290322580645,0.9,68.7,2.2161290322580647,13.0,3.4,0.5,0.6,-0.1,0.0283717534160842,0.684,0.704,0.102,0.8,2.2,L (-2),L (-2)
16.0,,2022-11-17,26-146,LAC,DET,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0,2,2,21,20,18,10,3,20,20,10,14,20,20,5,20,8,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,73.0,80.0,15.0,61.0,37.0,0.0357142857142857,0.3,0.3448275862068966,0.2465753424657534,0.1639344262295081,0.0857142857142857,0.3174603174603174,0.2777777777777778,0.2777777777777778,0.5833333333333334,0.2597402597402597,0.0,0.0,0.25,0.3333333333333333,0.3278688524590163,0.2162162162162162,0.0,31,,89.0,2.870967741935484,0.0,85.9,2.770967741935484,13.0,3.4,0.5,0.6,-0.1,0.0283717534160842,0.684,0.704,0.102,0.8,2.2,W (+5),W (+5)
17.0,,2022-11-19,26-148,LAC,SAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0,2,2,21,20,18,10,3,20,20,10,14,20,20,5,20,8,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,73.0,80.0,15.0,61.0,37.0,0.0357142857142857,0.3,0.3448275862068966,0.2465753424657534,0.1639344262295081,0.0857142857142857,0.3174603174603174,0.2777777777777778,0.2777777777777778,0.5833333333333334,0.2597402597402597,0.0,0.0,0.25,0.3333333333333333,0.3278688524590163,0.2162162162162162,0.0,31,,64.0,2.064516129032258,0.0,75.89999999999999,2.4483870967741934,13.0,3.4,0.5,0.6,-0.1,0.0283717534160842,0.684,0.704,0.102,0.8,2.2,W (+22),W (+22)
18.0,,2022-11-21,26-150,LAC,UTA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0,2,2,21,20,18,10,3,20,20,10,14,20,20,5,20,8,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,73.0,80.0,15.0,61.0,37.0,0.0357142857142857,0.3,0.3448275862068966,0.2465753424657534,0.1639344262295081,0.0857142857142857,0.3174603174603174,0.2777777777777778,0.2777777777777778,0.5833333333333334,0.2597402597402597,0.0,0.0,0.25,0.3333333333333333,0.3278688524590163,0.2162162162162162,0.0,31,,78.0,2.5161290322580645,0.0,75.6,2.438709677419354,13.0,3.4,0.5,0.6,-0.1,0.0283717534160842,0.684,0.704,0.102,0.8,2.2,W (+7),W (+7)
19.0,,2022-11-23,26-152,LAC,GSW,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0,2,2,21,20,18,10,3,20,20,10,14,20,20,5,20,8,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,73.0,80.0,15.0,61.0,37.0,0.0357142857142857,0.3,0.3448275862068966,0.2465753424657534,0.1639344262295081,0.0857142857142857,0.3174603174603174,0.2777777777777778,0.2777777777777778,0.5833333333333334,0.2597402597402597,0.0,0.0,0.25,0.3333333333333333,0.3278688524590163,0.2162162162162162,0.0,31,,82.0,2.6451612903225805,0.0,84.10000000000001,2.712903225806452,13.0,3.4,0.5,0.6,-0.1,0.0283717534160842,0.684,0.704,0.102,0.8,2.2,L (-17),L (-17)
20.0,,2022-11-25,26-154,LAC,DEN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0,2,2,21,20,18,10,3,20,20,10,14,20,20,5,20,8,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,73.0,80.0,15.0,61.0,37.0,0.0357142857142857,0.3,0.3448275862068966,0.2465753424657534,0.1639344262295081,0.0857142857142857,0.3174603174603174,0.2777777777777778,0.2777777777777778,0.5833333333333334,0.2597402597402597,0.0,0.0,0.25,0.3333333333333333,0.3278688524590163,0.2162162162162162,0.0,31,,89.0,2.870967741935484,0.0,80.5,2.596774193548387,13.0,3.4,0.5,0.6,-0.1,0.0283717534160842,0.684,0.704,0.102,0.8,2.2,L (-10),L (-10)
21.0,,2022-11-27,26-156,LAC,IND,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0,2,2,21,20,18,10,3,20,20,10,14,20,20,5,20,8,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,73.0,80.0,15.0,61.0,37.0,0.0357142857142857,0.3,0.3448275862068966,0.2465753424657534,0.1639344262295081,0.0857142857142857,0.3174603174603174,0.2777777777777778,0.2777777777777778,0.5833333333333334,0.2597402597402597,0.0,0.0,0.25,0.3333333333333333,0.3278688524590163,0.2162162162162162,0.0,31,,55.0,1.7741935483870968,0.0,46.79999999999998,1.509677419354838,13.0,3.4,0.5,0.6,-0.1,0.0283717534160842,0.684,0.704,0.102,0.8,2.2,,
22.0,,2022-11-29,26-158,LAC,POR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0,2,2,21,20,18,10,3,20,20,10,14,20,20,5,20,8,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,73.0,80.0,15.0,61.0,37.0,0.0357142857142857,0.3,0.3448275862068966,0.2465753424657534,0.1639344262295081,0.0857142857142857,0.3174603174603174,0.2777777777777778,0.2777777777777778,0.5833333333333334,0.2597402597402597,0.0,0.0,0.25,0.3333333333333333,0.3278688524590163,0.2162162162162162,0.0,31,,94.0,3.032258064516129,0.0,75.70000000000002,2.441935483870968,13.0,3.4,0.5,0.6,-0.1,0.0283717534160842,0.684,0.704,0.102,0.8,2.2,W (+14),W (+14)
23.0,,2022-11-30,26-159,LAC,UTA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0,2,2,21,20,18,10,3,20,20,10,14,20,20,5,20,8,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,73.0,80.0,15.0,61.0,37.0,0.0357142857142857,0.3,0.3448275862068966,0.2465753424657534,0.1639344262295081,0.0857142857142857,0.3174603174603174,0.2777777777777778,0.2777777777777778,0.5833333333333334,0.2597402597402597,0.0,0.0,0.25,0.3333333333333333,0.3278688524590163,0.2162162162162162,0.0,31,,76.0,2.4516129032258065,0.0,92.5,2.9838709677419355,13.0,3.4,0.5,0.6,-0.1,0.0283717534160842,0.684,0.704,0.102,0.8,2.2,W (+6),W (+6)
24.0,,2022-12-03,26-162,LAC,SAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0,2,2,21,20,18,10,3,20,20,10,14,20,20,5,20,8,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,73.0,80.0,15.0,61.0,37.0,0.0357142857142857,0.3,0.3448275862068966,0.2465753424657534,0.1639344262295081,0.0857142857142857,0.3174603174603174,0.2777777777777778,0.2777777777777778,0.5833333333333334,0.2597402597402597,0.0,0.0,0.25,0.3333333333333333,0.3278688524590163,0.2162162162162162,0.0,31,,72.0,2.3225806451612905,0.0,72.19999999999999,2.329032258064516,13.0,3.4,0.5,0.6,-0.1,0.0283717534160842,0.684,0.704,0.102,0.8,2.2,L (-13),L (-13)
25.0,15.0,2022-12-05,26-164,LAC,CHO,0,20.03333333333333,3.0,5.0,.600,2.0,3.0,.667,1,1.0,1.000,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,9.0,8.7,+10,2.0,1.0,0.5,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0,2,2,21,20,18,10,3,20,20,10,14,20,20,5,20,8,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,73.0,80.0,15.0,61.0,37.0,0.0357142857142857,0.3,0.3448275862068966,0.2465753424657534,0.1639344262295081,0.0857142857142857,0.3174603174603174,0.2777777777777778,0.2777777777777778,0.5833333333333334,0.2597402597402597,0.0,0.0,0.25,0.3333333333333333,0.3278688524590163,0.2162162162162162,0.0,31,7.0,106.0,3.419354838709677,8.299999999999999,98.6,3.1806451612903226,13.0,3.4,0.5,0.6,-0.1,0.0283717534160842,0.684,0.704,0.102,0.8,2.2,L (-27),L (-27)
26.0,,2022-12-07,26-166,LAC,ORL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0,2,2,21,20,18,10,3,20,20,10,14,20,20,5,20,8,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,73.0,80.0,15.0,61.0,37.0,0.0357142857142857,0.3,0.3448275862068966,0.2465753424657534,0.1639344262295081,0.0857142857142857,0.3174603174603174,0.2777777777777778,0.2777777777777778,0.5833333333333334,0.2597402597402597,0.0,0.0,0.25,0.3333333333333333,0.3278688524590163,0.2162162162162162,0.0,31,,80.0,2.5806451612903225,0.0,79.0,2.548387096774193,13.0,3.4,0.5,0.6,-0.1,0.0283717534160842,0.684,0.704,0.102,0.8,2.2,W (+2),W (+2)
27.0,16.0,2022-12-08,26-167,LAC,MIA,0,24.3,3.0,7.0,.429,1.0,5.0,.200,0,0.0,,0.0,3.0,3.0,2.0,0.0,0.0,1.0,0.0,7.0,4.6,-5,2.0,2.0,1.0,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0,2,2,21,20,18,10,3,20,20,10,14,20,20,5,20,8,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,73.0,80.0,15.0,61.0,37.0,0.0357142857142857,0.3,0.3448275862068966,0.2465753424657534,0.1639344262295081,0.0857142857142857,0.3174603174603174,0.2777777777777778,0.2777777777777778,0.5833333333333334,0.2597402597402597,0.0,0.0,0.25,0.3333333333333333,0.3278688524590163,0.2162162162162162,0.0,31,4.0,112.0,3.612903225806452,4.6000000000000005,112.2,3.6193548387096777,13.0,3.4,0.5,0.6,-0.1,0.0283717534160842,0.684,0.704,0.102,0.8,2.2,L (-5),L (-5)
28.0,17.0,2022-12-10,26-169,LAC,WAS,0,24.3,3.0,7.0,.429,3.0,6.0,.500,1,1.0,1.000,0.0,3.0,3.0,5.0,1.0,1.0,2.0,1.0,10.0,10.0,+18,1.0,0.0,0.0,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0,2,2,21,20,18,10,3,20,20,10,14,20,20,5,20,8,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,73.0,80.0,15.0,61.0,37.0,0.0357142857142857,0.3,0.3448275862068966,0.2465753424657534,0.1639344262295081,0.0857142857142857,0.3174603174603174,0.2777777777777778,0.2777777777777778,0.5833333333333334,0.2597402597402597,0.0,0.0,0.25,0.3333333333333333,0.3278688524590163,0.2162162162162162,0.0,31,10.0,108.0,3.4838709677419355,9.6,110.1,3.551612903225806,13.0,3.4,0.5,0.6,-0.1,0.0283717534160842,0.684,0.704,0.102,0.8,2.2,L (-5),L (-5)
