Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Danny Green,Shared Games with David Roddy,Shared Games with Desmond Bane,Shared Games with Dillon Brooks,Shared Games with Ja Morant,Shared Games with Jacob Gilyard,Shared Games with Jake LaRavia,Shared Games with Jaren Jackson Jr.,Shared Games with John Konchar,Shared Games with Kennedy Chandler,Shared Games with Kenneth Lofton Jr.,Shared Games with Santi Aldama,Shared Games with Steven Adams,Shared Games with Tyus Jones,Shared Games with Vince Williams Jr.,Shared Games with Xavier Tillman Sr.,Shared Games with Ziaire Williams,Danny Green,David Roddy,Desmond Bane,Dillon Brooks,Ja Morant,Jacob Gilyard,Jake LaRavia,Jaren Jackson Jr.,John Konchar,Kennedy Chandler,Kenneth Lofton Jr.,Santi Aldama,Steven Adams,Tyus Jones,Vince Williams Jr.,Xavier Tillman Sr.,Ziaire Williams,co_inf with Danny Green,co_inf with David Roddy,co_inf with Desmond Bane,co_inf with Dillon Brooks,co_inf with Ja Morant,co_inf with Jacob Gilyard,co_inf with Jake LaRavia,co_inf with Jaren Jackson Jr.,co_inf with John Konchar,co_inf with Kennedy Chandler,co_inf with Kenneth Lofton Jr.,co_inf with Santi Aldama,co_inf with Steven Adams,co_inf with Tyus Jones,co_inf with Vince Williams Jr.,co_inf with Xavier Tillman Sr.,co_inf with Ziaire Williams,Shared Games with Luke Kennard,Luke Kennard,Trae Young,co_inf with Luke Kennard,co_inf with Trae Young,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,11.0,2022-11-07,26-049,MEM,BOS,1.0,30.666666666666668,5.0,8.0,0.625,0.0,2.0,0.0,0.0,0.0,,1.0,7.0,8.0,1.0,0.0,0.0,2.0,3.0,10.0,6.7,-6.0,6.0,5.0,0.8333333333333334,3,46,36,51,49,1,31,39,48,23,10,54,37,56,9,37,26,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.2727272727272727,0.6571428571428571,0.6206896551724138,0.6986301369863014,0.8032786885245902,1.0,0.8857142857142857,0.6190476190476191,0.6666666666666666,0.6388888888888888,0.4166666666666667,0.7012987012987013,0.8809523809523809,0.7,0.6,0.6065573770491803,0.7027027027027027,2,59.0,73.0,0.0338983050847457,0.0,18,9.0,72.0,4.0,6.699999999999999,74.19999999999999,4.122222222222222,20.0,4.5,2.5,0.8,1.8,0.0582038176697611,0.682,0.017,0.393,1.3,2.7,L (-3),L (-3)
12.0,12.0,2022-11-09,26-051,MEM,SAS,0.0,15.483333333333333,1.0,2.0,0.5,0.0,0.0,,4.0,5.0,0.8,1.0,3.0,4.0,2.0,0.0,0.0,3.0,4.0,6.0,3.0,-4.0,2.0,1.0,0.5,3,46,36,51,49,1,31,39,48,23,10,54,37,56,9,37,26,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.2727272727272727,0.6571428571428571,0.6206896551724138,0.6986301369863014,0.8032786885245902,1.0,0.8857142857142857,0.6190476190476191,0.6666666666666666,0.6388888888888888,0.4166666666666667,0.7012987012987013,0.8809523809523809,0.7,0.6,0.6065573770491803,0.7027027027027027,2,59.0,73.0,0.0338983050847457,0.0,18,2.0,85.0,4.722222222222222,1.4000000000000004,97.9,5.438888888888889,20.0,4.5,2.5,0.8,1.8,0.0582038176697611,0.682,0.017,0.393,1.3,2.7,W (+2),W (+2)
13.0,13.0,2022-11-11,26-053,MEM,MIN,0.0,19.433333333333334,6.0,6.0,1.0,0.0,0.0,,3.0,4.0,0.75,0.0,1.0,1.0,3.0,1.0,1.0,0.0,3.0,15.0,15.7,7.0,6.0,6.0,1.0,3,46,36,51,49,1,31,39,48,23,10,54,37,56,9,37,26,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.2727272727272727,0.6571428571428571,0.6206896551724138,0.6986301369863014,0.8032786885245902,1.0,0.8857142857142857,0.6190476190476191,0.6666666666666666,0.6388888888888888,0.4166666666666667,0.7012987012987013,0.8809523809523809,0.7,0.6,0.6065573770491803,0.7027027027027027,2,59.0,73.0,0.0338983050847457,0.0,18,11.0,64.0,3.555555555555556,14.499999999999996,75.9,4.216666666666667,20.0,4.5,2.5,0.8,1.8,0.0582038176697611,0.682,0.017,0.393,1.3,2.7,W (+11),W (+11)
14.0,14.0,2022-11-13,26-055,MEM,WAS,0.0,15.3,1.0,7.0,0.143,0.0,0.0,,2.0,4.0,0.5,3.0,2.0,5.0,0.0,0.0,1.0,1.0,2.0,4.0,0.3,-8.0,7.0,1.0,0.1428571428571428,3,46,36,51,49,1,31,39,48,23,10,54,37,56,9,37,26,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.2727272727272727,0.6571428571428571,0.6206896551724138,0.6986301369863014,0.8032786885245902,1.0,0.8857142857142857,0.6190476190476191,0.6666666666666666,0.6388888888888888,0.4166666666666667,0.7012987012987013,0.8809523809523809,0.7,0.6,0.6065573770491803,0.7027027027027027,2,59.0,73.0,0.0338983050847457,0.0,18,-2.0,68.0,3.7777777777777777,-0.4999999999999998,62.29999999999999,3.4611111111111104,20.0,4.5,2.5,0.8,1.8,0.0582038176697611,0.682,0.017,0.393,1.3,2.7,L (-10),L (-10)
15.0,15.0,2022-11-15,26-057,MEM,NOP,0.0,33.28333333333333,6.0,12.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,4.0,9.0,13.0,3.0,0.0,3.0,2.0,1.0,15.0,16.3,-12.0,11.0,5.0,0.4545454545454545,3,46,36,51,49,1,31,39,48,23,10,54,37,56,9,37,26,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.2727272727272727,0.6571428571428571,0.6206896551724138,0.6986301369863014,0.8032786885245902,1.0,0.8857142857142857,0.6190476190476191,0.6666666666666666,0.6388888888888888,0.4166666666666667,0.7012987012987013,0.8809523809523809,0.7,0.6,0.6065573770491803,0.7027027027027027,2,59.0,73.0,0.0338983050847457,0.0,18,18.0,51.0,2.833333333333333,15.500000000000004,54.1,3.0055555555555555,20.0,4.5,2.5,0.8,1.8,0.0582038176697611,0.682,0.017,0.393,1.3,2.7,L (-11),L (-11)
16.0,16.0,2022-11-18,26-060,MEM,OKC,0.0,22.7,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,,0.0,5.0,5.0,0.0,1.0,1.0,0.0,1.0,2.0,3.8,-4.0,2.0,1.0,0.5,3,46,36,51,49,1,31,39,48,23,10,54,37,56,9,37,26,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.2727272727272727,0.6571428571428571,0.6206896551724138,0.6986301369863014,0.8032786885245902,1.0,0.8857142857142857,0.6190476190476191,0.6666666666666666,0.6388888888888888,0.4166666666666667,0.7012987012987013,0.8809523809523809,0.7,0.6,0.6065573770491803,0.7027027027027027,2,59.0,73.0,0.0338983050847457,0.0,18,7.0,82.0,4.555555555555555,3.800000000000001,86.50000000000001,4.805555555555556,20.0,4.5,2.5,0.8,1.8,0.0582038176697611,0.682,0.017,0.393,1.3,2.7,W (+11),W (+11)
17.0,17.0,2022-11-20,26-062,MEM,BRK,0.0,16.716666666666665,1.0,4.0,0.25,0.0,0.0,,0.0,0.0,,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,0.6,-20.0,4.0,1.0,0.25,3,46,36,51,49,1,31,39,48,23,10,54,37,56,9,37,26,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.2727272727272727,0.6571428571428571,0.6206896551724138,0.6986301369863014,0.8032786885245902,1.0,0.8857142857142857,0.6190476190476191,0.6666666666666666,0.6388888888888888,0.4166666666666667,0.7012987012987013,0.8809523809523809,0.7,0.6,0.6065573770491803,0.7027027027027027,2,59.0,73.0,0.0338983050847457,0.0,18,1.0,63.0,3.5,0.5999999999999996,86.10000000000001,4.783333333333334,20.0,4.5,2.5,0.8,1.8,0.0582038176697611,0.682,0.017,0.393,1.3,2.7,L (-12),L (-12)
18.0,18.0,2022-11-22,26-064,MEM,SAC,0.0,17.95,3.0,5.0,0.6,0.0,0.0,,0.0,0.0,,1.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,6.0,6.4,-5.0,5.0,3.0,0.6,3,46,36,51,49,1,31,39,48,23,10,54,37,56,9,37,26,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.2727272727272727,0.6571428571428571,0.6206896551724138,0.6986301369863014,0.8032786885245902,1.0,0.8857142857142857,0.6190476190476191,0.6666666666666666,0.6388888888888888,0.4166666666666667,0.7012987012987013,0.8809523809523809,0.7,0.6,0.6065573770491803,0.7027027027027027,2,59.0,73.0,0.0338983050847457,0.0,18,6.0,72.0,4.0,6.4,73.19999999999999,4.066666666666666,20.0,4.5,2.5,0.8,1.8,0.0582038176697611,0.682,0.017,0.393,1.3,2.7,L (-4),L (-4)
19.0,19.0,2022-11-25,26-067,MEM,NOP,0.0,21.166666666666668,5.0,7.0,0.714,0.0,0.0,,2.0,2.0,1.0,1.0,9.0,10.0,1.0,0.0,1.0,1.0,3.0,12.0,11.7,9.0,7.0,5.0,0.7142857142857143,3,46,36,51,49,1,31,39,48,23,10,54,37,56,9,37,26,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.2727272727272727,0.6571428571428571,0.6206896551724138,0.6986301369863014,0.8032786885245902,1.0,0.8857142857142857,0.6190476190476191,0.6666666666666666,0.6388888888888888,0.4166666666666667,0.7012987012987013,0.8809523809523809,0.7,0.6,0.6065573770491803,0.7027027027027027,2,59.0,73.0,0.0338983050847457,0.0,18,14.0,68.0,3.7777777777777777,10.9,87.40000000000002,4.855555555555557,20.0,4.5,2.5,0.8,1.8,0.0582038176697611,0.682,0.017,0.393,1.3,2.7,W (+21),W (+21)
20.0,20.0,2022-11-27,26-069,MEM,NYK,0.0,16.783333333333335,3.0,7.0,0.429,0.0,0.0,,3.0,3.0,1.0,2.0,2.0,4.0,0.0,1.0,1.0,1.0,2.0,9.0,7.2,3.0,7.0,3.0,0.4285714285714285,3,46,36,51,49,1,31,39,48,23,10,54,37,56,9,37,26,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.2727272727272727,0.6571428571428571,0.6206896551724138,0.6986301369863014,0.8032786885245902,1.0,0.8857142857142857,0.6190476190476191,0.6666666666666666,0.6388888888888888,0.4166666666666667,0.7012987012987013,0.8809523809523809,0.7,0.6,0.6065573770491803,0.7027027027027027,2,59.0,73.0,0.0338983050847457,0.0,18,4.0,85.0,4.722222222222222,6.0,90.5,5.027777777777778,20.0,4.5,2.5,0.8,1.8,0.0582038176697611,0.682,0.017,0.393,1.3,2.7,W (+4),W (+4)
21.0,21.0,2022-11-30,26-072,MEM,MIN,0.0,15.666666666666666,2.0,5.0,0.4,0.0,0.0,,0.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,4.0,4.0,-0.7,-4.0,5.0,2.0,0.4,3,46,36,51,49,1,31,39,48,23,10,54,37,56,9,37,26,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.2727272727272727,0.6571428571428571,0.6206896551724138,0.6986301369863014,0.8032786885245902,1.0,0.8857142857142857,0.6190476190476191,0.6666666666666666,0.6388888888888888,0.4166666666666667,0.7012987012987013,0.8809523809523809,0.7,0.6,0.6065573770491803,0.7027027027027027,2,59.0,73.0,0.0338983050847457,0.0,18,-1.0,56.0,3.111111111111111,-0.6999999999999997,58.99999999999999,3.277777777777777,20.0,4.5,2.5,0.8,1.8,0.0582038176697611,0.682,0.017,0.393,1.3,2.7,,
22.0,22.0,2022-12-02,26-074,MEM,PHI,0.0,14.483333333333333,5.0,8.0,0.625,0.0,0.0,,0.0,0.0,,2.0,2.0,4.0,0.0,1.0,1.0,0.0,1.0,10.0,9.7,9.0,8.0,5.0,0.625,3,46,36,51,49,1,31,39,48,23,10,54,37,56,9,37,26,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.2727272727272727,0.6571428571428571,0.6206896551724138,0.6986301369863014,0.8032786885245902,1.0,0.8857142857142857,0.6190476190476191,0.6666666666666666,0.6388888888888888,0.4166666666666667,0.7012987012987013,0.8809523809523809,0.7,0.6,0.6065573770491803,0.7027027027027027,2,59.0,73.0,0.0338983050847457,0.0,18,8.0,86.0,4.777777777777778,9.7,81.6,4.533333333333333,20.0,4.5,2.5,0.8,1.8,0.0582038176697611,0.682,0.017,0.393,1.3,2.7,L (-8),L (-8)
23.0,23.0,2022-12-04,26-076,MEM,DET,1.0,29.816666666666663,6.0,9.0,0.667,0.0,0.0,,2.0,4.0,0.5,4.0,10.0,14.0,2.0,0.0,0.0,2.0,3.0,14.0,13.3,5.0,9.0,6.0,0.6666666666666666,3,46,36,51,49,1,31,39,48,23,10,54,37,56,9,37,26,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.2727272727272727,0.6571428571428571,0.6206896551724138,0.6986301369863014,0.8032786885245902,1.0,0.8857142857142857,0.6190476190476191,0.6666666666666666,0.6388888888888888,0.4166666666666667,0.7012987012987013,0.8809523809523809,0.7,0.6,0.6065573770491803,0.7027027027027027,2,59.0,73.0,0.0338983050847457,0.0,18,15.0,61.0,3.388888888888889,12.499999999999996,80.00000000000001,4.4444444444444455,20.0,4.5,2.5,0.8,1.8,0.0582038176697611,0.682,0.017,0.393,1.3,2.7,W (+8),W (+8)
24.0,24.0,2022-12-05,26-077,MEM,MIA,0.0,20.15,5.0,7.0,0.714,0.0,0.0,,1.0,1.0,1.0,0.0,4.0,4.0,0.0,1.0,0.0,3.0,2.0,11.0,6.5,10.0,7.0,5.0,0.7142857142857143,3,46,36,51,49,1,31,39,48,23,10,54,37,56,9,37,26,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.2727272727272727,0.6571428571428571,0.6206896551724138,0.6986301369863014,0.8032786885245902,1.0,0.8857142857142857,0.6190476190476191,0.6666666666666666,0.6388888888888888,0.4166666666666667,0.7012987012987013,0.8809523809523809,0.7,0.6,0.6065573770491803,0.7027027027027027,2,59.0,73.0,0.0338983050847457,0.0,18,5.0,67.0,3.7222222222222223,6.1,71.99999999999999,3.999999999999999,20.0,4.5,2.5,0.8,1.8,0.0582038176697611,0.682,0.017,0.393,1.3,2.7,W (+10),W (+10)
