Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Brandon Clarke,Shared Games with Danny Green,Shared Games with David Roddy,Shared Games with Desmond Bane,Shared Games with Dillon Brooks,Shared Games with Jacob Gilyard,Shared Games with Jake LaRavia,Shared Games with Jaren Jackson Jr.,Shared Games with John Konchar,Shared Games with Kennedy Chandler,Shared Games with Kenneth Lofton Jr.,Shared Games with Santi Aldama,Shared Games with Steven Adams,Shared Games with Tyus Jones,Shared Games with Vince Williams Jr.,Shared Games with Xavier Tillman Sr.,Shared Games with Ziaire Williams,Brandon Clarke,Danny Green,David Roddy,Desmond Bane,Dillon Brooks,Jacob Gilyard,Jake LaRavia,Jaren Jackson Jr.,John Konchar,Kennedy Chandler,Kenneth Lofton Jr.,Santi Aldama,Steven Adams,Tyus Jones,Vince Williams Jr.,Xavier Tillman Sr.,Ziaire Williams,co_inf with Brandon Clarke,co_inf with Danny Green,co_inf with David Roddy,co_inf with Desmond Bane,co_inf with Dillon Brooks,co_inf with Jacob Gilyard,co_inf with Jake LaRavia,co_inf with Jaren Jackson Jr.,co_inf with John Konchar,co_inf with Kennedy Chandler,co_inf with Kenneth Lofton Jr.,co_inf with Santi Aldama,co_inf with Steven Adams,co_inf with Tyus Jones,co_inf with Vince Williams Jr.,co_inf with Xavier Tillman Sr.,co_inf with Ziaire Williams,Shared Games with Luke Kennard,Luke Kennard,Trae Young,co_inf with Luke Kennard,co_inf with Trae Young,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
26.0,22.0,2022-12-09,23-121,MEM,DET,1.0,32.53333333333333,6.0,20.0,0.3,0.0,7.0,0.0,3.0,5.0,0.6,1.0,5.0,6.0,12.0,3.0,1.0,4.0,3.0,15.0,11.7,22.0,13.0,6.0,0.4615384615384615,49,2,50,42,55,1,30,47,52,23,15,57,37,60,10,43,26,56.0,11.0,70.0,58.0,73.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.875,0.1818181818181818,0.7142857142857143,0.7241379310344828,0.7534246575342466,1.0,0.8571428571428571,0.746031746031746,0.7222222222222222,0.6388888888888888,0.625,0.7402597402597403,0.8809523809523809,0.75,0.6666666666666666,0.7049180327868853,0.7027027027027027,10,59.0,73.0,0.1694915254237288,0.0,18,8.0,72.0,4.0,10.499999999999996,79.8,4.433333333333334,23.3,6.0,5.7,5.2,0.5,0.1664754354855533,0.557,0.247,0.409,3.8,3.4,W (+21),W (+21)
27.0,,2022-12-12,23-124,MEM,ATL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,49,2,50,42,55,1,30,47,52,23,15,57,37,60,10,43,26,56.0,11.0,70.0,58.0,73.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.875,0.1818181818181818,0.7142857142857143,0.7241379310344828,0.7534246575342466,1.0,0.8571428571428571,0.746031746031746,0.7222222222222222,0.6388888888888888,0.625,0.7402597402597403,0.8809523809523809,0.75,0.6666666666666666,0.7049180327868853,0.7027027027027027,10,59.0,73.0,0.1694915254237288,0.0,18,,116.0,6.444444444444445,0.0,116.8,6.488888888888889,23.3,6.0,5.7,5.2,0.5,0.1664754354855533,0.557,0.247,0.409,3.8,3.4,W (+11),W (+11)
28.0,23.0,2022-12-15,23-127,MEM,MIL,1.0,25.65,9.0,21.0,0.429,2.0,8.0,0.25,5.0,8.0,0.625,2.0,8.0,10.0,10.0,1.0,0.0,1.0,1.0,25.0,23.1,30.0,13.0,7.0,0.5384615384615384,49,2,50,42,55,1,30,47,52,23,15,57,37,60,10,43,26,56.0,11.0,70.0,58.0,73.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.875,0.1818181818181818,0.7142857142857143,0.7241379310344828,0.7534246575342466,1.0,0.8571428571428571,0.746031746031746,0.7222222222222222,0.6388888888888888,0.625,0.7402597402597403,0.8809523809523809,0.75,0.6666666666666666,0.7049180327868853,0.7027027027027027,10,59.0,73.0,0.1694915254237288,0.0,18,16.0,102.0,5.666666666666667,21.1,110.99999999999996,6.166666666666664,23.3,6.0,5.7,5.2,0.5,0.1664754354855533,0.557,0.247,0.409,3.8,3.4,W (+25),W (+25)
29.0,24.0,2022-12-17,23-129,MEM,OKC,1.0,16.016666666666666,3.0,10.0,0.3,0.0,3.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,2.0,0.0,0.0,2.0,1.0,6.0,0.3,-10.0,7.0,3.0,0.4285714285714285,49,2,50,42,55,1,30,47,52,23,15,57,37,60,10,43,26,56.0,11.0,70.0,58.0,73.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.875,0.1818181818181818,0.7142857142857143,0.7241379310344828,0.7534246575342466,1.0,0.8571428571428571,0.746031746031746,0.7222222222222222,0.6388888888888888,0.625,0.7402597402597403,0.8809523809523809,0.75,0.6666666666666666,0.7049180327868853,0.7027027027027027,10,59.0,73.0,0.1694915254237288,0.0,18,0.0,67.0,3.7222222222222223,0.2999999999999998,74.2,4.122222222222223,23.3,6.0,5.7,5.2,0.5,0.1664754354855533,0.557,0.247,0.409,3.8,3.4,W (+41),W (+41)
30.0,25.0,2022-12-20,23-132,MEM,DEN,1.0,38.06666666666667,12.0,26.0,0.462,3.0,6.0,0.5,8.0,10.0,0.8,0.0,1.0,1.0,10.0,0.0,0.0,7.0,2.0,35.0,20.3,-16.0,20.0,9.0,0.45,49,2,50,42,55,1,30,47,52,23,15,57,37,60,10,43,26,56.0,11.0,70.0,58.0,73.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.875,0.1818181818181818,0.7142857142857143,0.7241379310344828,0.7534246575342466,1.0,0.8571428571428571,0.746031746031746,0.7222222222222222,0.6388888888888888,0.625,0.7402597402597403,0.8809523809523809,0.75,0.6666666666666666,0.7049180327868853,0.7027027027027027,10,59.0,73.0,0.1694915254237288,0.0,18,3.0,68.0,3.7777777777777777,17.099999999999994,59.1,3.283333333333333,23.3,6.0,5.7,5.2,0.5,0.1664754354855533,0.557,0.247,0.409,3.8,3.4,L (-6),L (-6)
31.0,26.0,2022-12-23,23-135,MEM,PHO,1.0,28.0,4.0,14.0,0.286,0.0,2.0,0.0,4.0,6.0,0.667,2.0,3.0,5.0,11.0,0.0,0.0,3.0,1.0,12.0,9.6,27.0,12.0,4.0,0.3333333333333333,49,2,50,42,55,1,30,47,52,23,15,57,37,60,10,43,26,56.0,11.0,70.0,58.0,73.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.875,0.1818181818181818,0.7142857142857143,0.7241379310344828,0.7534246575342466,1.0,0.8571428571428571,0.746031746031746,0.7222222222222222,0.6388888888888888,0.625,0.7402597402597403,0.8809523809523809,0.75,0.6666666666666666,0.7049180327868853,0.7027027027027027,10,59.0,73.0,0.1694915254237288,0.0,18,5.0,95.0,5.277777777777778,8.000000000000002,96.3,5.35,23.3,6.0,5.7,5.2,0.5,0.1664754354855533,0.557,0.247,0.409,3.8,3.4,L (-14),L (-14)
32.0,27.0,2022-12-25,23-137,MEM,GSW,1.0,40.9,15.0,29.0,0.517,2.0,10.0,0.2,4.0,7.0,0.571,0.0,7.0,7.0,8.0,1.0,0.0,6.0,1.0,36.0,22.8,-7.0,19.0,13.0,0.6842105263157895,49,2,50,42,55,1,30,47,52,23,15,57,37,60,10,43,26,56.0,11.0,70.0,58.0,73.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.875,0.1818181818181818,0.7142857142857143,0.7241379310344828,0.7534246575342466,1.0,0.8571428571428571,0.746031746031746,0.7222222222222222,0.6388888888888888,0.625,0.7402597402597403,0.8809523809523809,0.75,0.6666666666666666,0.7049180327868853,0.7027027027027027,10,59.0,73.0,0.1694915254237288,0.0,18,10.0,54.0,3.0,21.200000000000006,56.5,3.138888888888889,23.3,6.0,5.7,5.2,0.5,0.1664754354855533,0.557,0.247,0.409,3.8,3.4,W (+25),W (+25)
33.0,28.0,2022-12-27,23-139,MEM,PHO,1.0,31.133333333333333,8.0,22.0,0.364,3.0,10.0,0.3,15.0,16.0,0.938,1.0,2.0,3.0,6.0,1.0,0.0,2.0,3.0,34.0,24.7,-23.0,12.0,5.0,0.4166666666666667,49,2,50,42,55,1,30,47,52,23,15,57,37,60,10,43,26,56.0,11.0,70.0,58.0,73.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.875,0.1818181818181818,0.7142857142857143,0.7241379310344828,0.7534246575342466,1.0,0.8571428571428571,0.746031746031746,0.7222222222222222,0.6388888888888888,0.625,0.7402597402597403,0.8809523809523809,0.75,0.6666666666666666,0.7049180327868853,0.7027027027027027,10,59.0,73.0,0.1694915254237288,0.0,18,4.0,66.0,3.6666666666666665,18.700000000000006,56.6,3.1444444444444444,23.3,6.0,5.7,5.2,0.5,0.1664754354855533,0.557,0.247,0.409,3.8,3.4,L (-14),L (-14)
34.0,29.0,2022-12-29,23-141,MEM,TOR,1.0,35.583333333333336,9.0,19.0,0.474,1.0,4.0,0.25,0.0,0.0,,0.0,4.0,4.0,17.0,0.0,1.0,3.0,1.0,19.0,19.7,21.0,15.0,8.0,0.5333333333333333,49,2,50,42,55,1,30,47,52,23,15,57,37,60,10,43,26,56.0,11.0,70.0,58.0,73.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.875,0.1818181818181818,0.7142857142857143,0.7241379310344828,0.7534246575342466,1.0,0.8571428571428571,0.746031746031746,0.7222222222222222,0.6388888888888888,0.625,0.7402597402597403,0.8809523809523809,0.75,0.6666666666666666,0.7049180327868853,0.7027027027027027,10,59.0,73.0,0.1694915254237288,0.0,18,19.0,88.0,4.888888888888889,19.70000000000001,85.8,4.766666666666667,23.3,6.0,5.7,5.2,0.5,0.1664754354855533,0.557,0.247,0.409,3.8,3.4,L (-17),L (-17)
35.0,30.0,2022-12-31,23-143,MEM,NOP,1.0,30.866666666666667,13.0,22.0,0.591,0.0,6.0,0.0,6.0,7.0,0.857,0.0,3.0,3.0,8.0,2.0,0.0,4.0,0.0,32.0,25.9,7.0,16.0,13.0,0.8125,49,2,50,42,55,1,30,47,52,23,15,57,37,60,10,43,26,56.0,11.0,70.0,58.0,73.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.875,0.1818181818181818,0.7142857142857143,0.7241379310344828,0.7534246575342466,1.0,0.8571428571428571,0.746031746031746,0.7222222222222222,0.6388888888888888,0.625,0.7402597402597403,0.8809523809523809,0.75,0.6666666666666666,0.7049180327868853,0.7027027027027027,10,59.0,73.0,0.1694915254237288,0.0,18,12.0,87.0,4.833333333333333,23.500000000000004,84.6,4.699999999999999,23.3,6.0,5.7,5.2,0.5,0.1664754354855533,0.557,0.247,0.409,3.8,3.4,W (+13),W (+13)
36.0,31.0,2023-01-01,23-144,MEM,SAC,1.0,32.78333333333333,13.0,23.0,0.565,1.0,5.0,0.2,8.0,10.0,0.8,0.0,7.0,7.0,5.0,1.0,1.0,3.0,4.0,35.0,26.0,8.0,18.0,12.0,0.6666666666666666,49,2,50,42,55,1,30,47,52,23,15,57,37,60,10,43,26,56.0,11.0,70.0,58.0,73.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.875,0.1818181818181818,0.7142857142857143,0.7241379310344828,0.7534246575342466,1.0,0.8571428571428571,0.746031746031746,0.7222222222222222,0.6388888888888888,0.625,0.7402597402597403,0.8809523809523809,0.75,0.6666666666666666,0.7049180327868853,0.7027027027027027,10,59.0,73.0,0.1694915254237288,0.0,18,13.0,76.0,4.222222222222222,22.800000000000008,75.60000000000001,4.2,23.3,6.0,5.7,5.2,0.5,0.1664754354855533,0.557,0.247,0.409,3.8,3.4,W (+15),W (+15)
37.0,32.0,2023-01-04,23-147,MEM,CHO,1.0,26.666666666666668,8.0,17.0,0.471,2.0,5.0,0.4,5.0,6.0,0.833,0.0,1.0,1.0,8.0,2.0,0.0,1.0,1.0,23.0,20.4,16.0,12.0,6.0,0.5,49,2,50,42,55,1,30,47,52,23,15,57,37,60,10,43,26,56.0,11.0,70.0,58.0,73.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.875,0.1818181818181818,0.7142857142857143,0.7241379310344828,0.7534246575342466,1.0,0.8571428571428571,0.746031746031746,0.7222222222222222,0.6388888888888888,0.625,0.7402597402597403,0.8809523809523809,0.75,0.6666666666666666,0.7049180327868853,0.7027027027027027,10,59.0,73.0,0.1694915254237288,0.0,18,10.0,96.0,5.333333333333333,18.40000000000001,88.3,4.905555555555555,23.3,6.0,5.7,5.2,0.5,0.1664754354855533,0.557,0.247,0.409,3.8,3.4,W (+10),W (+10)
38.0,33.0,2023-01-05,23-148,MEM,ORL,1.0,35.5,13.0,21.0,0.619,1.0,5.0,0.2,5.0,7.0,0.714,2.0,3.0,5.0,6.0,1.0,0.0,3.0,0.0,32.0,26.2,-8.0,16.0,12.0,0.75,49,2,50,42,55,1,30,47,52,23,15,57,37,60,10,43,26,56.0,11.0,70.0,58.0,73.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.875,0.1818181818181818,0.7142857142857143,0.7241379310344828,0.7534246575342466,1.0,0.8571428571428571,0.746031746031746,0.7222222222222222,0.6388888888888888,0.625,0.7402597402597403,0.8809523809523809,0.75,0.6666666666666666,0.7049180327868853,0.7027027027027027,10,59.0,73.0,0.1694915254237288,0.0,18,13.0,72.0,4.0,24.200000000000003,70.3,3.905555555555555,23.3,6.0,5.7,5.2,0.5,0.1664754354855533,0.557,0.247,0.409,3.8,3.4,W (+24),W (+24)
39.0,,2023-01-08,23-151,MEM,UTA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,49,2,50,42,55,1,30,47,52,23,15,57,37,60,10,43,26,56.0,11.0,70.0,58.0,73.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.875,0.1818181818181818,0.7142857142857143,0.7241379310344828,0.7534246575342466,1.0,0.8571428571428571,0.746031746031746,0.7222222222222222,0.6388888888888888,0.625,0.7402597402597403,0.8809523809523809,0.75,0.6666666666666666,0.7049180327868853,0.7027027027027027,10,59.0,73.0,0.1694915254237288,0.0,18,,96.0,5.333333333333333,0.0,109.4,6.077777777777778,23.3,6.0,5.7,5.2,0.5,0.1664754354855533,0.557,0.247,0.409,3.8,3.4,W (+8),W (+8)
40.0,,2023-01-09,23-152,MEM,SAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,49,2,50,42,55,1,30,47,52,23,15,57,37,60,10,43,26,56.0,11.0,70.0,58.0,73.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.875,0.1818181818181818,0.7142857142857143,0.7241379310344828,0.7534246575342466,1.0,0.8571428571428571,0.746031746031746,0.7222222222222222,0.6388888888888888,0.625,0.7402597402597403,0.8809523809523809,0.75,0.6666666666666666,0.7049180327868853,0.7027027027027027,10,59.0,73.0,0.1694915254237288,0.0,18,,82.0,4.555555555555555,0.0,92.6,5.144444444444444,23.3,6.0,5.7,5.2,0.5,0.1664754354855533,0.557,0.247,0.409,3.8,3.4,W (+5),W (+5)
41.0,34.0,2023-01-11,23-154,MEM,SAS,1.0,32.233333333333334,14.0,25.0,0.56,3.0,5.0,0.6,7.0,9.0,0.778,3.0,2.0,5.0,4.0,0.0,1.0,5.0,0.0,38.0,26.5,-3.0,20.0,11.0,0.55,49,2,50,42,55,1,30,47,52,23,15,57,37,60,10,43,26,56.0,11.0,70.0,58.0,73.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.875,0.1818181818181818,0.7142857142857143,0.7241379310344828,0.7534246575342466,1.0,0.8571428571428571,0.746031746031746,0.7222222222222222,0.6388888888888888,0.625,0.7402597402597403,0.8809523809523809,0.75,0.6666666666666666,0.7049180327868853,0.7027027027027027,10,59.0,73.0,0.1694915254237288,0.0,18,9.0,82.0,4.555555555555555,23.700000000000003,86.79999999999998,4.822222222222221,23.3,6.0,5.7,5.2,0.5,0.1664754354855533,0.557,0.247,0.409,3.8,3.4,W (+8),W (+8)
42.0,35.0,2023-01-14,23-157,MEM,IND,1.0,25.25,7.0,17.0,0.412,0.0,3.0,0.0,9.0,12.0,0.75,1.0,2.0,3.0,10.0,0.0,1.0,2.0,1.0,23.0,19.3,17.0,14.0,7.0,0.5,49,2,50,42,55,1,30,47,52,23,15,57,37,60,10,43,26,56.0,11.0,70.0,58.0,73.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.875,0.1818181818181818,0.7142857142857143,0.7241379310344828,0.7534246575342466,1.0,0.8571428571428571,0.746031746031746,0.7222222222222222,0.6388888888888888,0.625,0.7402597402597403,0.8809523809523809,0.75,0.6666666666666666,0.7049180327868853,0.7027027027027027,10,59.0,73.0,0.1694915254237288,0.0,18,6.0,102.0,5.666666666666667,15.700000000000006,93.29999999999998,5.183333333333333,23.3,6.0,5.7,5.2,0.5,0.1664754354855533,0.557,0.247,0.409,3.8,3.4,,
43.0,36.0,2023-01-16,23-159,MEM,PHO,1.0,27.23333333333333,11.0,20.0,0.55,5.0,8.0,0.625,2.0,2.0,1.0,0.0,2.0,2.0,7.0,1.0,0.0,1.0,1.0,29.0,24.5,14.0,12.0,6.0,0.5,49,2,50,42,55,1,30,47,52,23,15,57,37,60,10,43,26,56.0,11.0,70.0,58.0,73.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.875,0.1818181818181818,0.7142857142857143,0.7241379310344828,0.7534246575342466,1.0,0.8571428571428571,0.746031746031746,0.7222222222222222,0.6388888888888888,0.625,0.7402597402597403,0.8809523809523809,0.75,0.6666666666666666,0.7049180327868853,0.7027027027027027,10,59.0,73.0,0.1694915254237288,0.0,18,16.0,98.0,5.444444444444445,23.7,91.9,5.105555555555556,23.3,6.0,5.7,5.2,0.5,0.1664754354855533,0.557,0.247,0.409,3.8,3.4,W (+6),W (+6)
44.0,37.0,2023-01-18,23-161,MEM,CLE,1.0,32.65,9.0,19.0,0.474,0.0,3.0,0.0,6.0,9.0,0.667,0.0,2.0,2.0,8.0,1.0,0.0,1.0,1.0,24.0,18.9,-13.0,16.0,9.0,0.5625,49,2,50,42,55,1,30,47,52,23,15,57,37,60,10,43,26,56.0,11.0,70.0,58.0,73.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.875,0.1818181818181818,0.7142857142857143,0.7241379310344828,0.7534246575342466,1.0,0.8571428571428571,0.746031746031746,0.7222222222222222,0.6388888888888888,0.625,0.7402597402597403,0.8809523809523809,0.75,0.6666666666666666,0.7049180327868853,0.7027027027027027,10,59.0,73.0,0.1694915254237288,0.0,18,6.0,68.0,3.7777777777777777,16.500000000000007,72.69999999999999,4.038888888888888,23.3,6.0,5.7,5.2,0.5,0.1664754354855533,0.557,0.247,0.409,3.8,3.4,W (+18),W (+18)
45.0,38.0,2023-01-20,23-163,MEM,LAL,1.0,33.53333333333333,9.0,29.0,0.31,1.0,6.0,0.167,3.0,5.0,0.6,2.0,1.0,3.0,8.0,0.0,0.0,5.0,3.0,22.0,5.6,-6.0,23.0,8.0,0.3478260869565217,49,2,50,42,55,1,30,47,52,23,15,57,37,60,10,43,26,56.0,11.0,70.0,58.0,73.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.875,0.1818181818181818,0.7142857142857143,0.7241379310344828,0.7534246575342466,1.0,0.8571428571428571,0.746031746031746,0.7222222222222222,0.6388888888888888,0.625,0.7402597402597403,0.8809523809523809,0.75,0.6666666666666666,0.7049180327868853,0.7027027027027027,10,59.0,73.0,0.1694915254237288,0.0,18,-6.0,85.0,4.722222222222222,4.400000000000002,76.19999999999999,4.2333333333333325,23.3,6.0,5.7,5.2,0.5,0.1664754354855533,0.557,0.247,0.409,3.8,3.4,W (+30),W (+30)
46.0,39.0,2023-01-22,23-165,MEM,PHO,1.0,36.55,9.0,17.0,0.529,1.0,2.0,0.5,8.0,10.0,0.8,0.0,5.0,5.0,8.0,1.0,0.0,3.0,1.0,27.0,22.6,-1.0,15.0,8.0,0.5333333333333333,49,2,50,42,55,1,30,47,52,23,15,57,37,60,10,43,26,56.0,11.0,70.0,58.0,73.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.875,0.1818181818181818,0.7142857142857143,0.7241379310344828,0.7534246575342466,1.0,0.8571428571428571,0.746031746031746,0.7222222222222222,0.6388888888888888,0.625,0.7402597402597403,0.8809523809523809,0.75,0.6666666666666666,0.7049180327868853,0.7027027027027027,10,59.0,73.0,0.1694915254237288,0.0,18,11.0,54.0,3.0,19.40000000000001,54.6,3.033333333333333,23.3,6.0,5.7,5.2,0.5,0.1664754354855533,0.557,0.247,0.409,3.8,3.4,W (+1),W (+1)
47.0,,2023-01-23,23-166,MEM,SAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,49,2,50,42,55,1,30,47,52,23,15,57,37,60,10,43,26,56.0,11.0,70.0,58.0,73.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.875,0.1818181818181818,0.7142857142857143,0.7241379310344828,0.7534246575342466,1.0,0.8571428571428571,0.746031746031746,0.7222222222222222,0.6388888888888888,0.625,0.7402597402597403,0.8809523809523809,0.75,0.6666666666666666,0.7049180327868853,0.7027027027027027,10,59.0,73.0,0.1694915254237288,0.0,18,,58.0,3.2222222222222223,0.0,68.99999999999999,3.8333333333333326,23.3,6.0,5.7,5.2,0.5,0.1664754354855533,0.557,0.247,0.409,3.8,3.4,L (-1),L (-1)
48.0,40.0,2023-01-25,23-168,MEM,GSW,1.0,35.43333333333333,10.0,20.0,0.5,2.0,7.0,0.286,7.0,12.0,0.583,1.0,3.0,4.0,12.0,2.0,1.0,5.0,3.0,29.0,23.5,1.0,13.0,8.0,0.6153846153846154,49,2,50,42,55,1,30,47,52,23,15,57,37,60,10,43,26,56.0,11.0,70.0,58.0,73.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.875,0.1818181818181818,0.7142857142857143,0.7241379310344828,0.7534246575342466,1.0,0.8571428571428571,0.746031746031746,0.7222222222222222,0.6388888888888888,0.625,0.7402597402597403,0.8809523809523809,0.75,0.6666666666666666,0.7049180327868853,0.7027027027027027,10,59.0,73.0,0.1694915254237288,0.0,18,11.0,51.0,2.833333333333333,20.700000000000003,61.79999999999999,3.4333333333333327,23.3,6.0,5.7,5.2,0.5,0.1664754354855533,0.557,0.247,0.409,3.8,3.4,L (-2),L (-2)
49.0,41.0,2023-01-27,23-170,MEM,MIN,1.0,38.06666666666667,10.0,21.0,0.476,3.0,6.0,0.5,4.0,4.0,1.0,1.0,9.0,10.0,11.0,0.0,0.0,6.0,1.0,27.0,21.0,-2.0,15.0,7.0,0.4666666666666667,49,2,50,42,55,1,30,47,52,23,15,57,37,60,10,43,26,56.0,11.0,70.0,58.0,73.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.875,0.1818181818181818,0.7142857142857143,0.7241379310344828,0.7534246575342466,1.0,0.8571428571428571,0.746031746031746,0.7222222222222222,0.6388888888888888,0.625,0.7402597402597403,0.8809523809523809,0.75,0.6666666666666666,0.7049180327868853,0.7027027027027027,10,59.0,73.0,0.1694915254237288,0.0,18,17.0,47.0,2.611111111111111,19.399999999999995,49.19999999999999,2.7333333333333325,23.3,6.0,5.7,5.2,0.5,0.1664754354855533,0.557,0.247,0.409,3.8,3.4,L (-33),L (-33)
50.0,42.0,2023-01-29,23-172,MEM,IND,1.0,41.516666666666666,9.0,21.0,0.429,1.0,6.0,0.167,8.0,9.0,0.889,2.0,8.0,10.0,15.0,2.0,1.0,2.0,3.0,27.0,29.3,20.0,15.0,8.0,0.5333333333333333,49,2,50,42,55,1,30,47,52,23,15,57,37,60,10,43,26,56.0,11.0,70.0,58.0,73.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.875,0.1818181818181818,0.7142857142857143,0.7241379310344828,0.7534246575342466,1.0,0.8571428571428571,0.746031746031746,0.7222222222222222,0.6388888888888888,0.625,0.7402597402597403,0.8809523809523809,0.75,0.6666666666666666,0.7049180327868853,0.7027027027027027,10,59.0,73.0,0.1694915254237288,0.0,18,23.0,66.0,3.6666666666666665,26.100000000000005,70.8,3.933333333333333,23.3,6.0,5.7,5.2,0.5,0.1664754354855533,0.557,0.247,0.409,3.8,3.4,L (-2),L (-2)
51.0,43.0,2023-02-01,23-175,MEM,POR,1.0,34.36666666666667,8.0,16.0,0.5,3.0,7.0,0.429,13.0,18.0,0.722,2.0,7.0,9.0,12.0,1.0,0.0,5.0,2.0,32.0,29.1,-6.0,9.0,5.0,0.5555555555555556,49,2,50,42,55,1,30,47,52,23,15,57,37,60,10,43,26,56.0,11.0,70.0,58.0,73.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.875,0.1818181818181818,0.7142857142857143,0.7241379310344828,0.7534246575342466,1.0,0.8571428571428571,0.746031746031746,0.7222222222222222,0.6388888888888888,0.625,0.7402597402597403,0.8809523809523809,0.75,0.6666666666666666,0.7049180327868853,0.7027027027027027,10,59.0,73.0,0.1694915254237288,0.0,18,15.0,56.0,3.111111111111111,23.90000000000001,63.6,3.533333333333333,23.3,6.0,5.7,5.2,0.5,0.1664754354855533,0.557,0.247,0.409,3.8,3.4,L (-11),L (-11)
52.0,44.0,2023-02-02,23-176,MEM,CLE,1.0,30.35,9.0,20.0,0.45,0.0,1.0,0.0,6.0,6.0,1.0,3.0,5.0,8.0,8.0,1.0,1.0,3.0,5.0,24.0,19.5,-14.0,19.0,9.0,0.4736842105263157,49,2,50,42,55,1,30,47,52,23,15,57,37,60,10,43,26,56.0,11.0,70.0,58.0,73.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.875,0.1818181818181818,0.7142857142857143,0.7241379310344828,0.7534246575342466,1.0,0.8571428571428571,0.746031746031746,0.7222222222222222,0.6388888888888888,0.625,0.7402597402597403,0.8809523809523809,0.75,0.6666666666666666,0.7049180327868853,0.7027027027027027,10,59.0,73.0,0.1694915254237288,0.0,18,13.0,70.0,3.888888888888889,17.10000000000001,66.7,3.705555555555556,23.3,6.0,5.7,5.2,0.5,0.1664754354855533,0.557,0.247,0.409,3.8,3.4,W (+12),W (+12)
