Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Brandon Clarke,Shared Games with Danny Green,Shared Games with David Roddy,Shared Games with Desmond Bane,Shared Games with Dillon Brooks,Shared Games with Ja Morant,Shared Games with Jake LaRavia,Shared Games with John Konchar,Shared Games with Kennedy Chandler,Shared Games with Kenneth Lofton Jr.,Shared Games with Santi Aldama,Shared Games with Steven Adams,Shared Games with Tyus Jones,Shared Games with Vince Williams Jr.,Shared Games with Xavier Tillman Sr.,Shared Games with Ziaire Williams,Brandon Clarke,Danny Green,David Roddy,Desmond Bane,Dillon Brooks,Ja Morant,Jacob Gilyard,Jake LaRavia,John Konchar,Kennedy Chandler,Kenneth Lofton Jr.,Santi Aldama,Steven Adams,Tyus Jones,Vince Williams Jr.,Xavier Tillman Sr.,Ziaire Williams,co_inf with Brandon Clarke,co_inf with Danny Green,co_inf with David Roddy,co_inf with Desmond Bane,co_inf with Dillon Brooks,co_inf with Ja Morant,co_inf with Jacob Gilyard,co_inf with Jake LaRavia,co_inf with John Konchar,co_inf with Kennedy Chandler,co_inf with Kenneth Lofton Jr.,co_inf with Santi Aldama,co_inf with Steven Adams,co_inf with Tyus Jones,co_inf with Vince Williams Jr.,co_inf with Xavier Tillman Sr.,co_inf with Ziaire Williams,Shared Games with Luke Kennard,Luke Kennard,Trae Young,co_inf with Luke Kennard,co_inf with Trae Young,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
1.0,,2022-10-19,23-034,MEM,NYK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,,102.0,6.0,0.0,92.4,5.435294117647059,0.1223531866068634,W (+3),W (+3)
2.0,,2022-10-21,23-036,MEM,HOU,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,,88.0,5.176470588235294,0.0,105.8,6.223529411764706,0.1223531866068634,W (+7),W (+7)
3.0,,2022-10-22,23-037,MEM,DAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,,42.0,2.4705882352941178,0.0,47.1,2.7705882352941176,0.1223531866068634,L (-41),L (-41)
4.0,,2022-10-24,23-039,MEM,BRK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,,84.0,4.941176470588236,0.0,108.29999999999998,6.370588235294116,0.1223531866068634,W (+10),W (+10)
5.0,,2022-10-27,23-042,MEM,SAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,,103.0,6.0588235294117645,0.0,102.5,6.029411764705882,0.1223531866068634,W (+15),W (+15)
6.0,,2022-10-29,23-044,MEM,UTA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,,100.0,5.882352941176471,0.0,98.8,5.811764705882353,0.1223531866068634,L (-1),L (-1)
7.0,,2022-10-31,23-046,MEM,UTA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,,37.0,2.176470588235294,0.0,64.8,3.8117647058823527,0.1223531866068634,L (-16),L (-16)
8.0,,2022-11-02,23-048,MEM,POR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,,88.0,5.176470588235294,0.0,90.1,5.3,0.1223531866068634,W (+5),W (+5)
9.0,,2022-11-04,23-050,MEM,CHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,,110.0,6.470588235294118,0.0,111.8,6.576470588235294,0.1223531866068634,W (+31),W (+31)
10.0,,2022-11-06,23-052,MEM,WAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,,62.0,3.647058823529412,0.0,73.3,4.311764705882353,0.1223531866068634,W (+6),W (+6)
11.0,,2022-11-07,23-053,MEM,BOS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,,81.0,4.764705882352941,0.0,80.89999999999999,4.758823529411764,0.1223531866068634,L (-3),L (-3)
12.0,,2022-11-09,23-055,MEM,SAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,,87.0,5.117647058823529,0.0,99.3,5.841176470588235,0.1223531866068634,W (+2),W (+2)
13.0,,2022-11-11,23-057,MEM,MIN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,,75.0,4.411764705882353,0.0,90.39999999999998,5.317647058823528,0.1223531866068634,W (+11),W (+11)
14.0,,2022-11-13,23-059,MEM,WAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,,66.0,3.882352941176471,0.0,61.79999999999999,3.6352941176470575,0.1223531866068634,L (-10),L (-10)
15.0,1.0,2022-11-15,23-061,MEM,NOP,1.0,25.03333333333333,3.0,14.0,0.214,0.0,7.0,0.0,1.0,2.0,0.5,2.0,4.0,6.0,0.0,0.0,5.0,2.0,1.0,7.0,1.7,-6.0,7.0,3.0,0.4285714285714285,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,0.0,69.0,4.0588235294117645,1.3000000000000005,68.30000000000001,4.01764705882353,0.1223531866068634,L (-11),L (-11)
16.0,2.0,2022-11-18,23-064,MEM,OKC,1.0,24.9,7.0,16.0,0.438,3.0,6.0,0.5,8.0,11.0,0.727,5.0,7.0,12.0,0.0,2.0,3.0,2.0,2.0,25.0,22.3,9.0,10.0,4.0,0.4,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,13.0,76.0,4.470588235294118,19.1,71.19999999999999,4.188235294117646,0.1223531866068634,W (+11),W (+11)
17.0,,2022-11-20,23-066,MEM,BRK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,,64.0,3.764705882352941,0.0,86.7,5.1000000000000005,0.1223531866068634,L (-12),L (-12)
