Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Brandon Clarke,Shared Games with Danny Green,Shared Games with David Roddy,Shared Games with Desmond Bane,Shared Games with Dillon Brooks,Shared Games with Ja Morant,Shared Games with Jake LaRavia,Shared Games with John Konchar,Shared Games with Kennedy Chandler,Shared Games with Kenneth Lofton Jr.,Shared Games with Santi Aldama,Shared Games with Steven Adams,Shared Games with Tyus Jones,Shared Games with Vince Williams Jr.,Shared Games with Xavier Tillman Sr.,Shared Games with Ziaire Williams,Brandon Clarke,Danny Green,David Roddy,Desmond Bane,Dillon Brooks,Ja Morant,Jacob Gilyard,Jake LaRavia,John Konchar,Kennedy Chandler,Kenneth Lofton Jr.,Santi Aldama,Steven Adams,Tyus Jones,Vince Williams Jr.,Xavier Tillman Sr.,Ziaire Williams,co_inf with Brandon Clarke,co_inf with Danny Green,co_inf with David Roddy,co_inf with Desmond Bane,co_inf with Dillon Brooks,co_inf with Ja Morant,co_inf with Jacob Gilyard,co_inf with Jake LaRavia,co_inf with John Konchar,co_inf with Kennedy Chandler,co_inf with Kenneth Lofton Jr.,co_inf with Santi Aldama,co_inf with Steven Adams,co_inf with Tyus Jones,co_inf with Vince Williams Jr.,co_inf with Xavier Tillman Sr.,co_inf with Ziaire Williams,Shared Games with Luke Kennard,Luke Kennard,Trae Young,co_inf with Luke Kennard,co_inf with Trae Young,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
18.0,3.0,2022-11-22,23-068,MEM,SAC,1.0,27.466666666666665,8.0,14.0,0.571,1.0,5.0,0.2,5.0,7.0,0.714,0.0,3.0,3.0,1.0,2.0,5.0,0.0,4.0,22.0,20.1,15.0,9.0,7.0,0.7777777777777778,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,12.0,66.0,3.882352941176471,18.1,61.49999999999999,3.617647058823529,0.1223531866068634,L (-4),L (-4)
19.0,4.0,2022-11-25,23-071,MEM,NOP,1.0,21.8,6.0,7.0,0.857,2.0,3.0,0.667,6.0,7.0,0.857,0.0,4.0,4.0,0.0,1.0,3.0,1.0,4.0,20.0,18.8,18.0,4.0,4.0,1.0,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,13.0,69.0,4.0588235294117645,16.399999999999995,81.90000000000002,4.817647058823531,0.1223531866068634,W (+21),W (+21)
20.0,5.0,2022-11-27,23-073,MEM,NYK,1.0,30.3,8.0,19.0,0.421,3.0,8.0,0.375,2.0,2.0,1.0,2.0,3.0,5.0,0.0,1.0,0.0,0.0,2.0,21.0,13.4,0.0,11.0,5.0,0.4545454545454545,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,6.0,83.0,4.882352941176471,12.599999999999996,83.89999999999999,4.935294117647058,0.1223531866068634,W (+4),W (+4)
21.0,6.0,2022-11-30,23-076,MEM,MIN,1.0,24.78333333333333,5.0,10.0,0.5,1.0,4.0,0.25,5.0,6.0,0.833,4.0,7.0,11.0,0.0,0.0,2.0,4.0,5.0,16.0,10.9,-4.0,6.0,4.0,0.6666666666666666,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,9.0,46.0,2.7058823529411766,8.9,49.39999999999999,2.905882352941176,0.1223531866068634,,
22.0,7.0,2022-12-02,23-078,MEM,PHI,1.0,26.2,7.0,12.0,0.583,2.0,5.0,0.4,6.0,7.0,0.857,3.0,6.0,9.0,0.0,1.0,4.0,3.0,5.0,22.0,18.7,-2.0,7.0,5.0,0.7142857142857143,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,14.0,80.0,4.705882352941177,16.3,75.0,4.411764705882353,0.1223531866068634,L (-8),L (-8)
23.0,8.0,2022-12-04,23-080,MEM,DET,1.0,29.816666666666663,7.0,13.0,0.538,2.0,4.0,0.5,6.0,7.0,0.857,3.0,0.0,3.0,0.0,0.0,1.0,2.0,2.0,22.0,15.3,5.0,9.0,5.0,0.5555555555555556,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,4.0,72.0,4.235294117647059,12.9,79.60000000000001,4.682352941176471,0.1223531866068634,W (+8),W (+8)
24.0,,2022-12-05,23-081,MEM,MIA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,,72.0,4.235294117647059,0.0,78.1,4.594117647058823,0.1223531866068634,W (+10),W (+10)
25.0,9.0,2022-12-07,23-083,MEM,OKC,1.0,25.75,5.0,9.0,0.556,2.0,4.0,0.5,0.0,0.0,,0.0,3.0,3.0,1.0,2.0,5.0,1.0,2.0,12.0,13.0,12.0,5.0,3.0,0.6,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,13.0,100.0,5.882352941176471,12.999999999999996,104.4,6.141176470588236,0.1223531866068634,W (+8),W (+8)
26.0,10.0,2022-12-09,23-085,MEM,DET,1.0,29.616666666666667,8.0,12.0,0.667,3.0,5.0,0.6,1.0,4.0,0.25,1.0,4.0,5.0,0.0,2.0,4.0,2.0,3.0,20.0,17.1,7.0,7.0,5.0,0.7142857142857143,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,13.0,67.0,3.941176470588236,16.7,73.6,4.329411764705882,0.1223531866068634,W (+21),W (+21)
27.0,11.0,2022-12-12,23-088,MEM,ATL,1.0,23.6,6.0,11.0,0.545,1.0,4.0,0.25,2.0,2.0,1.0,0.0,7.0,7.0,2.0,0.0,8.0,2.0,2.0,15.0,16.0,25.0,7.0,5.0,0.7142857142857143,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,17.0,99.0,5.823529411764706,15.2,101.59999999999998,5.976470588235293,0.1223531866068634,W (+11),W (+11)
28.0,12.0,2022-12-15,23-091,MEM,MIL,1.0,12.883333333333333,1.0,2.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,5.0,6.0,2.0,0.0,0.0,0.0,4.0,4.0,4.6,16.0,1.0,0.0,0.0,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,8.0,110.0,6.470588235294118,4.199999999999999,127.9,7.523529411764706,0.1223531866068634,W (+25),W (+25)
29.0,13.0,2022-12-17,23-093,MEM,OKC,1.0,28.4,3.0,8.0,0.375,2.0,6.0,0.333,8.0,10.0,0.8,3.0,5.0,8.0,1.0,0.0,0.0,1.0,1.0,16.0,13.7,-3.0,2.0,1.0,0.5,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,6.0,61.0,3.588235294117647,10.499999999999996,64.0,3.764705882352941,0.1223531866068634,W (+41),W (+41)
