Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Brandon Clarke,Shared Games with David Roddy,Shared Games with Desmond Bane,Shared Games with Dillon Brooks,Shared Games with Ja Morant,Shared Games with Jake LaRavia,Shared Games with Jaren Jackson Jr.,Shared Games with John Konchar,Shared Games with Kenneth Lofton Jr.,Shared Games with Santi Aldama,Shared Games with Steven Adams,Shared Games with Tyus Jones,Shared Games with Vince Williams Jr.,Shared Games with Xavier Tillman Sr.,Shared Games with Ziaire Williams,Brandon Clarke,Danny Green,David Roddy,Desmond Bane,Dillon Brooks,Ja Morant,Jacob Gilyard,Jake LaRavia,Jaren Jackson Jr.,John Konchar,Kenneth Lofton Jr.,Santi Aldama,Steven Adams,Tyus Jones,Vince Williams Jr.,Xavier Tillman Sr.,Ziaire Williams,co_inf with Brandon Clarke,co_inf with Danny Green,co_inf with David Roddy,co_inf with Desmond Bane,co_inf with Dillon Brooks,co_inf with Ja Morant,co_inf with Jacob Gilyard,co_inf with Jake LaRavia,co_inf with Jaren Jackson Jr.,co_inf with John Konchar,co_inf with Kenneth Lofton Jr.,co_inf with Santi Aldama,co_inf with Steven Adams,co_inf with Tyus Jones,co_inf with Vince Williams Jr.,co_inf with Xavier Tillman Sr.,co_inf with Ziaire Williams,Shared Games with Luke Kennard,Luke Kennard,Trae Young,co_inf with Luke Kennard,co_inf with Trae Young,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
27.0,11.0,2022-12-12,20-087,MEM,ATL,0,22.83333333333333,4.0,5.0,.800,0.0,1.0,.000,0,0.0,,0.0,6.0,6.0,7.0,1.0,1.0,4.0,0.0,8.0,10.5,+4,4.0,4.0,1.0,23,35,24,34,23,21,27,31,20,32,20,35,14,31,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.4107142857142857,0.0,0.5,0.4137931034482758,0.4657534246575342,0.3770491803278688,0.0,0.6,0.4285714285714285,0.4305555555555556,0.8333333333333334,0.4155844155844156,0.4761904761904761,0.4375,0.9333333333333332,0.5081967213114754,0.4864864864864865,10,59.0,73.0,0.1694915254237288,0.0,16,14.0,102.0,6.375,10.499999999999996,106.29999999999998,6.643749999999999,10.6,0.3,-2.7,-3.3,0.6,0.00813601752373,0.44,0.181,0.157,0.0,-0.1,W (+11),W (+11)
28.0,12.0,2022-12-15,20-090,MEM,MIL,0,12.0,1.0,3.0,.333,0.0,0.0,,0,0.0,,0.0,1.0,1.0,5.0,1.0,0.0,1.0,2.0,2.0,3.3,-5,3.0,1.0,0.3333333333333333,23,35,24,34,23,21,27,31,20,32,20,35,14,31,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.4107142857142857,0.0,0.5,0.4137931034482758,0.4657534246575342,0.3770491803278688,0.0,0.6,0.4285714285714285,0.4305555555555556,0.8333333333333334,0.4155844155844156,0.4761904761904761,0.4375,0.9333333333333332,0.5081967213114754,0.4864864864864865,10,59.0,73.0,0.1694915254237288,0.0,16,5.0,113.0,7.0625,3.3,128.8,8.05,10.6,0.3,-2.7,-3.3,0.6,0.00813601752373,0.44,0.181,0.157,0.0,-0.1,W (+25),W (+25)
29.0,13.0,2022-12-17,20-092,MEM,OKC,0,4.566666666666666,1.0,2.0,.500,0.0,0.0,,0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.7,+2,2.0,1.0,0.5,23,35,24,34,23,21,27,31,20,32,20,35,14,31,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.4107142857142857,0.0,0.5,0.4137931034482758,0.4657534246575342,0.3770491803278688,0.0,0.6,0.4285714285714285,0.4305555555555556,0.8333333333333334,0.4155844155844156,0.4761904761904761,0.4375,0.9333333333333332,0.5081967213114754,0.4864864864864865,10,59.0,73.0,0.1694915254237288,0.0,16,1.0,66.0,4.125,1.6999999999999995,72.8,4.55,10.6,0.3,-2.7,-3.3,0.6,0.00813601752373,0.44,0.181,0.157,0.0,-0.1,W (+41),W (+41)
30.0,14.0,2022-12-20,20-095,MEM,DEN,0,1.8666666666666667,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,+4,0.0,0.0,,23,35,24,34,23,21,27,31,20,32,20,35,14,31,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.4107142857142857,0.0,0.5,0.4137931034482758,0.4657534246575342,0.3770491803278688,0.0,0.6,0.4285714285714285,0.4305555555555556,0.8333333333333334,0.4155844155844156,0.4761904761904761,0.4375,0.9333333333333332,0.5081967213114754,0.4864864864864865,10,59.0,73.0,0.1694915254237288,0.0,16,1.0,70.0,4.375,0.3,75.89999999999999,4.74375,10.6,0.3,-2.7,-3.3,0.6,0.00813601752373,0.44,0.181,0.157,0.0,-0.1,L (-6),L (-6)
31.0,,2022-12-23,20-098,MEM,PHO,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,23,35,24,34,23,21,27,31,20,32,20,35,14,31,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.4107142857142857,0.0,0.5,0.4137931034482758,0.4657534246575342,0.3770491803278688,0.0,0.6,0.4285714285714285,0.4305555555555556,0.8333333333333334,0.4155844155844156,0.4761904761904761,0.4375,0.9333333333333332,0.5081967213114754,0.4864864864864865,10,59.0,73.0,0.1694915254237288,0.0,16,,100.0,6.25,0.0,104.3,6.51875,10.6,0.3,-2.7,-3.3,0.6,0.00813601752373,0.44,0.181,0.157,0.0,-0.1,L (-14),L (-14)
32.0,,2022-12-25,20-100,MEM,GSW,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,23,35,24,34,23,21,27,31,20,32,20,35,14,31,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.4107142857142857,0.0,0.5,0.4137931034482758,0.4657534246575342,0.3770491803278688,0.0,0.6,0.4285714285714285,0.4305555555555556,0.8333333333333334,0.4155844155844156,0.4761904761904761,0.4375,0.9333333333333332,0.5081967213114754,0.4864864864864865,10,59.0,73.0,0.1694915254237288,0.0,16,,64.0,4.0,0.0,77.7,4.85625,10.6,0.3,-2.7,-3.3,0.6,0.00813601752373,0.44,0.181,0.157,0.0,-0.1,W (+25),W (+25)
33.0,15.0,2022-12-27,20-102,MEM,PHO,0,7.2,2.0,3.0,.667,0.0,0.0,,1,2.0,.500,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,4.0,+7,3.0,2.0,0.6666666666666666,23,35,24,34,23,21,27,31,20,32,20,35,14,31,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.4107142857142857,0.0,0.5,0.4137931034482758,0.4657534246575342,0.3770491803278688,0.0,0.6,0.4285714285714285,0.4305555555555556,0.8333333333333334,0.4155844155844156,0.4761904761904761,0.4375,0.9333333333333332,0.5081967213114754,0.4864864864864865,10,59.0,73.0,0.1694915254237288,0.0,16,1.0,69.0,4.3125,3.6000000000000005,71.7,4.48125,10.6,0.3,-2.7,-3.3,0.6,0.00813601752373,0.44,0.181,0.157,0.0,-0.1,L (-14),L (-14)
34.0,,2022-12-29,20-104,MEM,TOR,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,23,35,24,34,23,21,27,31,20,32,20,35,14,31,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.4107142857142857,0.0,0.5,0.4137931034482758,0.4657534246575342,0.3770491803278688,0.0,0.6,0.4285714285714285,0.4305555555555556,0.8333333333333334,0.4155844155844156,0.4761904761904761,0.4375,0.9333333333333332,0.5081967213114754,0.4864864864864865,10,59.0,73.0,0.1694915254237288,0.0,16,,107.0,6.6875,0.0,105.5,6.59375,10.6,0.3,-2.7,-3.3,0.6,0.00813601752373,0.44,0.181,0.157,0.0,-0.1,L (-17),L (-17)
35.0,16.0,2022-12-31,20-106,MEM,NOP,0,1.4833333333333334,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,0.0,0.0,,23,35,24,34,23,21,27,31,20,32,20,35,14,31,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.4107142857142857,0.0,0.5,0.4137931034482758,0.4657534246575342,0.3770491803278688,0.0,0.6,0.4285714285714285,0.4305555555555556,0.8333333333333334,0.4155844155844156,0.4761904761904761,0.4375,0.9333333333333332,0.5081967213114754,0.4864864864864865,10,59.0,73.0,0.1694915254237288,0.0,16,0.0,99.0,6.1875,0.0,108.1,6.75625,10.6,0.3,-2.7,-3.3,0.6,0.00813601752373,0.44,0.181,0.157,0.0,-0.1,W (+13),W (+13)
36.0,17.0,2023-01-01,20-107,MEM,SAC,0,14.05,2.0,3.0,.667,0.0,0.0,,0,0.0,,0.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,4.0,5.3,+4,3.0,2.0,0.6666666666666666,23,35,24,34,23,21,27,31,20,32,20,35,14,31,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.4107142857142857,0.0,0.5,0.4137931034482758,0.4657534246575342,0.3770491803278688,0.0,0.6,0.4285714285714285,0.4305555555555556,0.8333333333333334,0.4155844155844156,0.4761904761904761,0.4375,0.9333333333333332,0.5081967213114754,0.4864864864864865,10,59.0,73.0,0.1694915254237288,0.0,16,6.0,83.0,5.1875,5.3,93.1,5.81875,10.6,0.3,-2.7,-3.3,0.6,0.00813601752373,0.44,0.181,0.157,0.0,-0.1,W (+15),W (+15)
37.0,18.0,2023-01-04,20-110,MEM,CHO,0,6.566666666666666,1.0,2.0,.500,0.0,0.0,,1,2.0,.500,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0,2.3,-10,2.0,1.0,0.5,23,35,24,34,23,21,27,31,20,32,20,35,14,31,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.4107142857142857,0.0,0.5,0.4137931034482758,0.4657534246575342,0.3770491803278688,0.0,0.6,0.4285714285714285,0.4305555555555556,0.8333333333333334,0.4155844155844156,0.4761904761904761,0.4375,0.9333333333333332,0.5081967213114754,0.4864864864864865,10,59.0,73.0,0.1694915254237288,0.0,16,1.0,105.0,6.5625,1.9,104.8,6.55,10.6,0.3,-2.7,-3.3,0.6,0.00813601752373,0.44,0.181,0.157,0.0,-0.1,W (+10),W (+10)
38.0,,2023-01-05,20-111,MEM,ORL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,23,35,24,34,23,21,27,31,20,32,20,35,14,31,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.4107142857142857,0.0,0.5,0.4137931034482758,0.4657534246575342,0.3770491803278688,0.0,0.6,0.4285714285714285,0.4305555555555556,0.8333333333333334,0.4155844155844156,0.4761904761904761,0.4375,0.9333333333333332,0.5081967213114754,0.4864864864864865,10,59.0,73.0,0.1694915254237288,0.0,16,,85.0,5.3125,0.0,94.5,5.90625,10.6,0.3,-2.7,-3.3,0.6,0.00813601752373,0.44,0.181,0.157,0.0,-0.1,W (+24),W (+24)
39.0,19.0,2023-01-08,20-114,MEM,UTA,0,14.016666666666667,1.0,2.0,.500,0.0,0.0,,0,0.0,,1.0,0.0,1.0,4.0,1.0,0.0,1.0,2.0,2.0,3.7,0,2.0,1.0,0.5,23,35,24,34,23,21,27,31,20,32,20,35,14,31,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.4107142857142857,0.0,0.5,0.4137931034482758,0.4657534246575342,0.3770491803278688,0.0,0.6,0.4285714285714285,0.4305555555555556,0.8333333333333334,0.4155844155844156,0.4761904761904761,0.4375,0.9333333333333332,0.5081967213114754,0.4864864864864865,10,59.0,73.0,0.1694915254237288,0.0,16,5.0,91.0,5.6875,3.7,105.70000000000002,6.606250000000001,10.6,0.3,-2.7,-3.3,0.6,0.00813601752373,0.44,0.181,0.157,0.0,-0.1,W (+8),W (+8)
40.0,20.0,2023-01-09,20-115,MEM,SAS,0,12.966666666666669,1.0,4.0,.250,0.0,1.0,.000,0,0.0,,0.0,2.0,2.0,4.0,0.0,0.0,0.0,2.0,2.0,2.2,-6,3.0,1.0,0.3333333333333333,23,35,24,34,23,21,27,31,20,32,20,35,14,31,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.4107142857142857,0.0,0.5,0.4137931034482758,0.4657534246575342,0.3770491803278688,0.0,0.6,0.4285714285714285,0.4305555555555556,0.8333333333333334,0.4155844155844156,0.4761904761904761,0.4375,0.9333333333333332,0.5081967213114754,0.4864864864864865,10,59.0,73.0,0.1694915254237288,0.0,16,4.0,78.0,4.875,2.2,90.4,5.65,10.6,0.3,-2.7,-3.3,0.6,0.00813601752373,0.44,0.181,0.157,0.0,-0.1,W (+5),W (+5)
41.0,,2023-01-11,20-117,MEM,SAS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,23,35,24,34,23,21,27,31,20,32,20,35,14,31,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.4107142857142857,0.0,0.5,0.4137931034482758,0.4657534246575342,0.3770491803278688,0.0,0.6,0.4285714285714285,0.4305555555555556,0.8333333333333334,0.4155844155844156,0.4761904761904761,0.4375,0.9333333333333332,0.5081967213114754,0.4864864864864865,10,59.0,73.0,0.1694915254237288,0.0,16,,91.0,5.6875,0.0,110.5,6.90625,10.6,0.3,-2.7,-3.3,0.6,0.00813601752373,0.44,0.181,0.157,0.0,-0.1,W (+8),W (+8)
42.0,21.0,2023-01-14,20-120,MEM,IND,0,6.366666666666666,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,-16,1.0,0.0,0.0,23,35,24,34,23,21,27,31,20,32,20,35,14,31,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.4107142857142857,0.0,0.5,0.4137931034482758,0.4657534246575342,0.3770491803278688,0.0,0.6,0.4285714285714285,0.4305555555555556,0.8333333333333334,0.4155844155844156,0.4761904761904761,0.4375,0.9333333333333332,0.5081967213114754,0.4864864864864865,10,59.0,73.0,0.1694915254237288,0.0,16,-1.0,109.0,6.8125,-0.7,109.7,6.85625,10.6,0.3,-2.7,-3.3,0.6,0.00813601752373,0.44,0.181,0.157,0.0,-0.1,,
43.0,22.0,2023-01-16,20-122,MEM,PHO,0,4.716666666666667,1.0,2.0,.500,0.0,0.0,,0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.4,-2,2.0,1.0,0.5,23,35,24,34,23,21,27,31,20,32,20,35,14,31,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.4107142857142857,0.0,0.5,0.4137931034482758,0.4657534246575342,0.3770491803278688,0.0,0.6,0.4285714285714285,0.4305555555555556,0.8333333333333334,0.4155844155844156,0.4761904761904761,0.4375,0.9333333333333332,0.5081967213114754,0.4864864864864865,10,59.0,73.0,0.1694915254237288,0.0,16,2.0,112.0,7.0,2.4,113.2,7.075,10.6,0.3,-2.7,-3.3,0.6,0.00813601752373,0.44,0.181,0.157,0.0,-0.1,W (+6),W (+6)
44.0,,2023-01-18,20-124,MEM,CLE,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,23,35,24,34,23,21,27,31,20,32,20,35,14,31,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.4107142857142857,0.0,0.5,0.4137931034482758,0.4657534246575342,0.3770491803278688,0.0,0.6,0.4285714285714285,0.4305555555555556,0.8333333333333334,0.4155844155844156,0.4761904761904761,0.4375,0.9333333333333332,0.5081967213114754,0.4864864864864865,10,59.0,73.0,0.1694915254237288,0.0,16,,74.0,4.625,0.0,89.2,5.575,10.6,0.3,-2.7,-3.3,0.6,0.00813601752373,0.44,0.181,0.157,0.0,-0.1,W (+18),W (+18)
45.0,,2023-01-20,20-126,MEM,LAL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,23,35,24,34,23,21,27,31,20,32,20,35,14,31,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.4107142857142857,0.0,0.5,0.4137931034482758,0.4657534246575342,0.3770491803278688,0.0,0.6,0.4285714285714285,0.4305555555555556,0.8333333333333334,0.4155844155844156,0.4761904761904761,0.4375,0.9333333333333332,0.5081967213114754,0.4864864864864865,10,59.0,73.0,0.1694915254237288,0.0,16,,79.0,4.9375,0.0,80.6,5.0375,10.6,0.3,-2.7,-3.3,0.6,0.00813601752373,0.44,0.181,0.157,0.0,-0.1,W (+30),W (+30)
46.0,,2023-01-22,20-128,MEM,PHO,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,23,35,24,34,23,21,27,31,20,32,20,35,14,31,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.4107142857142857,0.0,0.5,0.4137931034482758,0.4657534246575342,0.3770491803278688,0.0,0.6,0.4285714285714285,0.4305555555555556,0.8333333333333334,0.4155844155844156,0.4761904761904761,0.4375,0.9333333333333332,0.5081967213114754,0.4864864864864865,10,59.0,73.0,0.1694915254237288,0.0,16,,65.0,4.0625,0.0,74.0,4.625,10.6,0.3,-2.7,-3.3,0.6,0.00813601752373,0.44,0.181,0.157,0.0,-0.1,W (+1),W (+1)
47.0,23.0,2023-01-23,20-129,MEM,SAC,0,5.45,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.7,-12,0.0,0.0,,23,35,24,34,23,21,27,31,20,32,20,35,14,31,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.4107142857142857,0.0,0.5,0.4137931034482758,0.4657534246575342,0.3770491803278688,0.0,0.6,0.4285714285714285,0.4305555555555556,0.8333333333333334,0.4155844155844156,0.4761904761904761,0.4375,0.9333333333333332,0.5081967213114754,0.4864864864864865,10,59.0,73.0,0.1694915254237288,0.0,16,-2.0,60.0,3.75,-1.7,70.69999999999999,4.418749999999999,10.6,0.3,-2.7,-3.3,0.6,0.00813601752373,0.44,0.181,0.157,0.0,-0.1,L (-1),L (-1)
48.0,,2023-01-25,20-131,MEM,GSW,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,23,35,24,34,23,21,27,31,20,32,20,35,14,31,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.4107142857142857,0.0,0.5,0.4137931034482758,0.4657534246575342,0.3770491803278688,0.0,0.6,0.4285714285714285,0.4305555555555556,0.8333333333333334,0.4155844155844156,0.4761904761904761,0.4375,0.9333333333333332,0.5081967213114754,0.4864864864864865,10,59.0,73.0,0.1694915254237288,0.0,16,,62.0,3.875,0.0,82.49999999999999,5.156249999999999,10.6,0.3,-2.7,-3.3,0.6,0.00813601752373,0.44,0.181,0.157,0.0,-0.1,L (-2),L (-2)
49.0,,2023-01-27,20-133,MEM,MIN,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,23,35,24,34,23,21,27,31,20,32,20,35,14,31,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.4107142857142857,0.0,0.5,0.4137931034482758,0.4657534246575342,0.3770491803278688,0.0,0.6,0.4285714285714285,0.4305555555555556,0.8333333333333334,0.4155844155844156,0.4761904761904761,0.4375,0.9333333333333332,0.5081967213114754,0.4864864864864865,10,59.0,73.0,0.1694915254237288,0.0,16,,64.0,4.0,0.0,68.59999999999998,4.287499999999999,10.6,0.3,-2.7,-3.3,0.6,0.00813601752373,0.44,0.181,0.157,0.0,-0.1,L (-33),L (-33)
50.0,,2023-01-29,20-135,MEM,IND,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,23,35,24,34,23,21,27,31,20,32,20,35,14,31,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.4107142857142857,0.0,0.5,0.4137931034482758,0.4657534246575342,0.3770491803278688,0.0,0.6,0.4285714285714285,0.4305555555555556,0.8333333333333334,0.4155844155844156,0.4761904761904761,0.4375,0.9333333333333332,0.5081967213114754,0.4864864864864865,10,59.0,73.0,0.1694915254237288,0.0,16,,89.0,5.5625,0.0,96.9,6.05625,10.6,0.3,-2.7,-3.3,0.6,0.00813601752373,0.44,0.181,0.157,0.0,-0.1,L (-2),L (-2)
51.0,,2023-02-01,20-138,MEM,POR,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,23,35,24,34,23,21,27,31,20,32,20,35,14,31,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.4107142857142857,0.0,0.5,0.4137931034482758,0.4657534246575342,0.3770491803278688,0.0,0.6,0.4285714285714285,0.4305555555555556,0.8333333333333334,0.4155844155844156,0.4761904761904761,0.4375,0.9333333333333332,0.5081967213114754,0.4864864864864865,10,59.0,73.0,0.1694915254237288,0.0,16,,71.0,4.4375,0.0,87.50000000000001,5.468750000000001,10.6,0.3,-2.7,-3.3,0.6,0.00813601752373,0.44,0.181,0.157,0.0,-0.1,L (-11),L (-11)
52.0,,2023-02-02,20-139,MEM,CLE,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,23,35,24,34,23,21,27,31,20,32,20,35,14,31,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.4107142857142857,0.0,0.5,0.4137931034482758,0.4657534246575342,0.3770491803278688,0.0,0.6,0.4285714285714285,0.4305555555555556,0.8333333333333334,0.4155844155844156,0.4761904761904761,0.4375,0.9333333333333332,0.5081967213114754,0.4864864864864865,10,59.0,73.0,0.1694915254237288,0.0,16,,83.0,5.1875,0.0,83.8,5.2375,10.6,0.3,-2.7,-3.3,0.6,0.00813601752373,0.44,0.181,0.157,0.0,-0.1,W (+12),W (+12)
53.0,,2023-02-05,20-142,MEM,TOR,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,23,35,24,34,23,21,27,31,20,32,20,35,14,31,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.4107142857142857,0.0,0.5,0.4137931034482758,0.4657534246575342,0.3770491803278688,0.0,0.6,0.4285714285714285,0.4305555555555556,0.8333333333333334,0.4155844155844156,0.4761904761904761,0.4375,0.9333333333333332,0.5081967213114754,0.4864864864864865,10,59.0,73.0,0.1694915254237288,0.0,16,,83.0,5.1875,0.0,77.9,4.86875,10.6,0.3,-2.7,-3.3,0.6,0.00813601752373,0.44,0.181,0.157,0.0,-0.1,L (-10),L (-10)
54.0,,2023-02-07,20-144,MEM,CHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,23,35,24,34,23,21,27,31,20,32,20,35,14,31,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.4107142857142857,0.0,0.5,0.4137931034482758,0.4657534246575342,0.3770491803278688,0.0,0.6,0.4285714285714285,0.4305555555555556,0.8333333333333334,0.4155844155844156,0.4761904761904761,0.4375,0.9333333333333332,0.5081967213114754,0.4864864864864865,10,59.0,73.0,0.1694915254237288,0.0,16,,68.0,4.25,0.0,76.2,4.7625,10.6,0.3,-2.7,-3.3,0.6,0.00813601752373,0.44,0.181,0.157,0.0,-0.1,L (-15),L (-15)
