Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Brandon Clarke,Shared Games with Danny Green,Shared Games with Desmond Bane,Shared Games with Dillon Brooks,Shared Games with Ja Morant,Shared Games with Jacob Gilyard,Shared Games with Jake LaRavia,Shared Games with Jaren Jackson Jr.,Shared Games with John Konchar,Shared Games with Kennedy Chandler,Shared Games with Kenneth Lofton Jr.,Shared Games with Santi Aldama,Shared Games with Steven Adams,Shared Games with Tyus Jones,Shared Games with Vince Williams Jr.,Shared Games with Xavier Tillman Sr.,Shared Games with Ziaire Williams,Brandon Clarke,Danny Green,Desmond Bane,Dillon Brooks,Ja Morant,Jacob Gilyard,Jake LaRavia,Jaren Jackson Jr.,John Konchar,Kennedy Chandler,Kenneth Lofton Jr.,Santi Aldama,Steven Adams,Tyus Jones,Vince Williams Jr.,Xavier Tillman Sr.,Ziaire Williams,co_inf with Brandon Clarke,co_inf with Danny Green,co_inf with Desmond Bane,co_inf with Dillon Brooks,co_inf with Ja Morant,co_inf with Jacob Gilyard,co_inf with Jake LaRavia,co_inf with Jaren Jackson Jr.,co_inf with John Konchar,co_inf with Kennedy Chandler,co_inf with Kenneth Lofton Jr.,co_inf with Santi Aldama,co_inf with Steven Adams,co_inf with Tyus Jones,co_inf with Vince Williams Jr.,co_inf with Xavier Tillman Sr.,co_inf with Ziaire Williams,Shared Games with Luke Kennard,Luke Kennard,Trae Young,co_inf with Luke Kennard,co_inf with Trae Young,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,11.0,2022-11-07,21-225,MEM,BOS,0,4.75,0.0,1.0,.000,0.0,0.0,,0,0.0,,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,-15,1.0,0.0,0.0,46,1,46,61,50,1,35,51,61,35,24,65,35,68,15,54,28,56.0,11.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.8214285714285714,0.0909090909090909,0.7931034482758621,0.8356164383561644,0.819672131147541,1.0,1.0,0.8095238095238095,0.8472222222222222,0.9722222222222222,1.0,0.8441558441558441,0.8333333333333334,0.85,1.0,0.8852459016393442,0.7567567567567568,21,59.0,73.0,0.3559322033898305,0.0,18,1.0,80.0,4.444444444444445,0.7,80.19999999999999,4.455555555555555,8.8,1.1,-3.9,-3.2,-0.7,0.0486074893084385,0.519,0.505,0.155,-0.6,-0.3,L (-3),L (-3)
12.0,12.0,2022-11-09,21-227,MEM,SAS,0,9.05,3.0,6.0,.500,0.0,2.0,.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,2.9,0,4.0,3.0,0.75,46,1,46,61,50,1,35,51,61,35,24,65,35,68,15,54,28,56.0,11.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.8214285714285714,0.0909090909090909,0.7931034482758621,0.8356164383561644,0.819672131147541,1.0,1.0,0.8095238095238095,0.8472222222222222,0.9722222222222222,1.0,0.8441558441558441,0.8333333333333334,0.85,1.0,0.8852459016393442,0.7567567567567568,21,59.0,73.0,0.3559322033898305,0.0,18,1.0,86.0,4.777777777777778,2.900000000000001,96.4,5.355555555555556,8.8,1.1,-3.9,-3.2,-0.7,0.0486074893084385,0.519,0.505,0.155,-0.6,-0.3,W (+2),W (+2)
13.0,13.0,2022-11-11,21-229,MEM,MIN,0,6.2,2.0,2.0,1.000,1.0,1.0,1.000,0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,6.1,+5,1.0,1.0,1.0,46,1,46,61,50,1,35,51,61,35,24,65,35,68,15,54,28,56.0,11.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.8214285714285714,0.0909090909090909,0.7931034482758621,0.8356164383561644,0.819672131147541,1.0,1.0,0.8095238095238095,0.8472222222222222,0.9722222222222222,1.0,0.8441558441558441,0.8333333333333334,0.85,1.0,0.8852459016393442,0.7567567567567568,21,59.0,73.0,0.3559322033898305,0.0,18,6.0,69.0,3.8333333333333335,6.1,84.3,4.683333333333334,8.8,1.1,-3.9,-3.2,-0.7,0.0486074893084385,0.519,0.505,0.155,-0.6,-0.3,W (+11),W (+11)
14.0,14.0,2022-11-13,21-231,MEM,WAS,0,27.666666666666668,5.0,11.0,.455,0.0,3.0,.000,1,2.0,.500,1.0,4.0,5.0,0.0,0.0,1.0,1.0,0.0,11.0,6.5,-24,8.0,5.0,0.625,46,1,46,61,50,1,35,51,61,35,24,65,35,68,15,54,28,56.0,11.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.8214285714285714,0.0909090909090909,0.7931034482758621,0.8356164383561644,0.819672131147541,1.0,1.0,0.8095238095238095,0.8472222222222222,0.9722222222222222,1.0,0.8441558441558441,0.8333333333333334,0.85,1.0,0.8852459016393442,0.7567567567567568,21,59.0,73.0,0.3559322033898305,0.0,18,3.0,63.0,3.5,6.099999999999999,55.7,3.094444444444445,8.8,1.1,-3.9,-3.2,-0.7,0.0486074893084385,0.519,0.505,0.155,-0.6,-0.3,L (-10),L (-10)
15.0,15.0,2022-11-15,21-233,MEM,NOP,0,14.5,1.0,3.0,.333,1.0,2.0,.500,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,1.9,-16,1.0,0.0,0.0,46,1,46,61,50,1,35,51,61,35,24,65,35,68,15,54,28,56.0,11.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.8214285714285714,0.0909090909090909,0.7931034482758621,0.8356164383561644,0.819672131147541,1.0,1.0,0.8095238095238095,0.8472222222222222,0.9722222222222222,1.0,0.8441558441558441,0.8333333333333334,0.85,1.0,0.8852459016393442,0.7567567567567568,21,59.0,73.0,0.3559322033898305,0.0,18,2.0,67.0,3.7222222222222223,1.9,67.7,3.761111111111111,8.8,1.1,-3.9,-3.2,-0.7,0.0486074893084385,0.519,0.505,0.155,-0.6,-0.3,L (-11),L (-11)
16.0,16.0,2022-11-18,21-236,MEM,OKC,0,15.0,1.0,3.0,.333,0.0,2.0,.000,2,3.0,.667,2.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,4.0,1.2,-8,1.0,1.0,1.0,46,1,46,61,50,1,35,51,61,35,24,65,35,68,15,54,28,56.0,11.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.8214285714285714,0.0909090909090909,0.7931034482758621,0.8356164383561644,0.819672131147541,1.0,1.0,0.8095238095238095,0.8472222222222222,0.9722222222222222,1.0,0.8441558441558441,0.8333333333333334,0.85,1.0,0.8852459016393442,0.7567567567567568,21,59.0,73.0,0.3559322033898305,0.0,18,-1.0,90.0,5.0,0.4000000000000008,89.9,4.9944444444444445,8.8,1.1,-3.9,-3.2,-0.7,0.0486074893084385,0.519,0.505,0.155,-0.6,-0.3,W (+11),W (+11)
17.0,17.0,2022-11-20,21-238,MEM,BRK,0,24.28333333333333,3.0,8.0,.375,1.0,3.0,.333,2,2.0,1.000,1.0,3.0,4.0,1.0,0.0,0.0,0.0,4.0,9.0,5.3,-12,5.0,2.0,0.4,46,1,46,61,50,1,35,51,61,35,24,65,35,68,15,54,28,56.0,11.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.8214285714285714,0.0909090909090909,0.7931034482758621,0.8356164383561644,0.819672131147541,1.0,1.0,0.8095238095238095,0.8472222222222222,0.9722222222222222,1.0,0.8441558441558441,0.8333333333333334,0.85,1.0,0.8852459016393442,0.7567567567567568,21,59.0,73.0,0.3559322033898305,0.0,18,4.0,60.0,3.333333333333333,4.499999999999998,82.2,4.566666666666666,8.8,1.1,-3.9,-3.2,-0.7,0.0486074893084385,0.519,0.505,0.155,-0.6,-0.3,L (-12),L (-12)
18.0,18.0,2022-11-22,21-240,MEM,SAC,0,14.85,1.0,3.0,.333,1.0,3.0,.333,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,0.5,-16,0.0,0.0,,46,1,46,61,50,1,35,51,61,35,24,65,35,68,15,54,28,56.0,11.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.8214285714285714,0.0909090909090909,0.7931034482758621,0.8356164383561644,0.819672131147541,1.0,1.0,0.8095238095238095,0.8472222222222222,0.9722222222222222,1.0,0.8441558441558441,0.8333333333333334,0.85,1.0,0.8852459016393442,0.7567567567567568,21,59.0,73.0,0.3559322033898305,0.0,18,1.0,77.0,4.277777777777778,0.5000000000000004,79.1,4.394444444444444,8.8,1.1,-3.9,-3.2,-0.7,0.0486074893084385,0.519,0.505,0.155,-0.6,-0.3,L (-4),L (-4)
19.0,19.0,2022-11-25,21-243,MEM,NOP,0,24.48333333333333,4.0,11.0,.364,2.0,5.0,.400,1,1.0,1.000,0.0,2.0,2.0,0.0,0.0,0.0,2.0,3.0,11.0,2.3,0,6.0,2.0,0.3333333333333333,46,1,46,61,50,1,35,51,61,35,24,65,35,68,15,54,28,56.0,11.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.8214285714285714,0.0909090909090909,0.7931034482758621,0.8356164383561644,0.819672131147541,1.0,1.0,0.8095238095238095,0.8472222222222222,0.9722222222222222,1.0,0.8441558441558441,0.8333333333333334,0.85,1.0,0.8852459016393442,0.7567567567567568,21,59.0,73.0,0.3559322033898305,0.0,18,-1.0,83.0,4.611111111111111,1.9,96.40000000000002,5.355555555555557,8.8,1.1,-3.9,-3.2,-0.7,0.0486074893084385,0.519,0.505,0.155,-0.6,-0.3,W (+21),W (+21)
20.0,20.0,2022-11-27,21-245,MEM,NYK,0,12.55,2.0,4.0,.500,2.0,4.0,.500,0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0,3.9,+6,0.0,0.0,,46,1,46,61,50,1,35,51,61,35,24,65,35,68,15,54,28,56.0,11.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.8214285714285714,0.0909090909090909,0.7931034482758621,0.8356164383561644,0.819672131147541,1.0,1.0,0.8095238095238095,0.8472222222222222,0.9722222222222222,1.0,0.8441558441558441,0.8333333333333334,0.85,1.0,0.8852459016393442,0.7567567567567568,21,59.0,73.0,0.3559322033898305,0.0,18,3.0,86.0,4.777777777777778,3.9,92.59999999999998,5.144444444444443,8.8,1.1,-3.9,-3.2,-0.7,0.0486074893084385,0.519,0.505,0.155,-0.6,-0.3,W (+4),W (+4)
21.0,21.0,2022-11-30,21-248,MEM,MIN,0,25.05,5.0,8.0,.625,3.0,4.0,.750,0,0.0,,0.0,5.0,5.0,0.0,1.0,0.0,2.0,0.0,13.0,9.9,+13,4.0,2.0,0.5,46,1,46,61,50,1,35,51,61,35,24,65,35,68,15,54,28,56.0,11.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.8214285714285714,0.0909090909090909,0.7931034482758621,0.8356164383561644,0.819672131147541,1.0,1.0,0.8095238095238095,0.8472222222222222,0.9722222222222222,1.0,0.8441558441558441,0.8333333333333334,0.85,1.0,0.8852459016393442,0.7567567567567568,21,59.0,73.0,0.3559322033898305,0.0,18,9.0,46.0,2.555555555555556,9.9,48.39999999999999,2.688888888888888,8.8,1.1,-3.9,-3.2,-0.7,0.0486074893084385,0.519,0.505,0.155,-0.6,-0.3,,
22.0,22.0,2022-12-02,21-250,MEM,PHI,0,24.966666666666665,3.0,5.0,.600,1.0,3.0,.333,0,1.0,.000,0.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0,7.0,4.5,+16,2.0,2.0,1.0,46,1,46,61,50,1,35,51,61,35,24,65,35,68,15,54,28,56.0,11.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.8214285714285714,0.0909090909090909,0.7931034482758621,0.8356164383561644,0.819672131147541,1.0,1.0,0.8095238095238095,0.8472222222222222,0.9722222222222222,1.0,0.8441558441558441,0.8333333333333334,0.85,1.0,0.8852459016393442,0.7567567567567568,21,59.0,73.0,0.3559322033898305,0.0,18,4.0,90.0,5.0,4.499999999999998,86.80000000000001,4.822222222222223,8.8,1.1,-3.9,-3.2,-0.7,0.0486074893084385,0.519,0.505,0.155,-0.6,-0.3,L (-8),L (-8)
23.0,23.0,2022-12-04,21-252,MEM,DET,0,24.03333333333333,1.0,5.0,.200,1.0,3.0,.333,1,2.0,.500,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,0.1,-11,2.0,0.0,0.0,46,1,46,61,50,1,35,51,61,35,24,65,35,68,15,54,28,56.0,11.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.8214285714285714,0.0909090909090909,0.7931034482758621,0.8356164383561644,0.819672131147541,1.0,1.0,0.8095238095238095,0.8472222222222222,0.9722222222222222,1.0,0.8441558441558441,0.8333333333333334,0.85,1.0,0.8852459016393442,0.7567567567567568,21,59.0,73.0,0.3559322033898305,0.0,18,-2.0,78.0,4.333333333333333,-0.2999999999999997,92.8,5.155555555555555,8.8,1.1,-3.9,-3.2,-0.7,0.0486074893084385,0.519,0.505,0.155,-0.6,-0.3,W (+8),W (+8)
24.0,24.0,2022-12-05,21-253,MEM,MIA,1,33.61666666666667,2.0,8.0,.250,0.0,3.0,.000,2,2.0,1.000,1.0,4.0,5.0,2.0,0.0,2.0,0.0,1.0,6.0,5.5,+6,5.0,2.0,0.4,46,1,46,61,50,1,35,51,61,35,24,65,35,68,15,54,28,56.0,11.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.8214285714285714,0.0909090909090909,0.7931034482758621,0.8356164383561644,0.819672131147541,1.0,1.0,0.8095238095238095,0.8472222222222222,0.9722222222222222,1.0,0.8441558441558441,0.8333333333333334,0.85,1.0,0.8852459016393442,0.7567567567567568,21,59.0,73.0,0.3559322033898305,0.0,18,5.0,67.0,3.7222222222222223,4.7,73.39999999999999,4.0777777777777775,8.8,1.1,-3.9,-3.2,-0.7,0.0486074893084385,0.519,0.505,0.155,-0.6,-0.3,W (+10),W (+10)
25.0,25.0,2022-12-07,21-255,MEM,OKC,0,15.183333333333334,3.0,5.0,.600,2.0,4.0,.500,0,0.0,,0.0,1.0,1.0,3.0,0.0,0.0,2.0,1.0,8.0,5.7,+6,1.0,1.0,1.0,46,1,46,61,50,1,35,51,61,35,24,65,35,68,15,54,28,56.0,11.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.8214285714285714,0.0909090909090909,0.7931034482758621,0.8356164383561644,0.819672131147541,1.0,1.0,0.8095238095238095,0.8472222222222222,0.9722222222222222,1.0,0.8441558441558441,0.8333333333333334,0.85,1.0,0.8852459016393442,0.7567567567567568,21,59.0,73.0,0.3559322033898305,0.0,18,5.0,108.0,6.0,5.699999999999999,111.7,6.205555555555556,8.8,1.1,-3.9,-3.2,-0.7,0.0486074893084385,0.519,0.505,0.155,-0.6,-0.3,W (+8),W (+8)
