,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,2016-17,20.0,Did Not Play (injury—foot),Did Not Play (injury—foot),Did Not Play (injury—foot),Did Not Play (injury—foot),Did Not Play (injury—foot),Did Not Play (injury—foot),Did Not Play (injury—foot),Did Not Play (injury—foot),Did Not Play (injury—foot),Did Not Play (injury—foot),Did Not Play (injury—foot),Did Not Play (injury—foot),Did Not Play (injury—foot),Did Not Play (injury—foot),Did Not Play (injury—foot),Did Not Play (injury—foot),Did Not Play (injury—foot),Did Not Play (injury—foot),Did Not Play (injury—foot),Did Not Play (injury—foot),Did Not Play (injury—foot),Did Not Play (injury—foot),Did Not Play (injury—foot),Did Not Play (injury—foot),Did Not Play (injury—foot),Did Not Play (injury—foot),Did Not Play (injury—foot),Did Not Play (injury—foot)
1,2017-18,21.0,PHI,NBA,PG,81,81,33.7,6.7,12.3,.545,0.0,0.1,.000,6.7,12.2,.551,.545,2.4,4.2,.560,1.8,6.3,8.1,8.2,1.7,0.9,3.4,2.6,15.8
2,2018-19,22.0,PHI,NBA,PG,79,79,34.2,6.8,12.2,.563,0.0,0.1,.000,6.8,12.1,.566,.563,3.3,5.4,.600,2.2,6.6,8.8,7.7,1.4,0.8,3.5,2.6,16.9
3,2019-20,23.0,PHI,NBA,PG,57,57,35.4,6.6,11.4,.580,0.0,0.1,.286,6.5,11.2,.583,.581,3.2,5.2,.621,2.0,5.8,7.8,8.0,2.1,0.6,3.5,3.3,16.4
4,2020-21,24.0,PHI,NBA,PG,58,58,32.4,5.6,10.1,.557,0.1,0.2,.300,5.6,9.9,.562,.560,3.0,4.9,.613,1.6,5.6,7.2,6.9,1.6,0.6,3.0,2.9,14.3
5,2021-22,25.0,Did Not Play (holdout/back injury),Did Not Play (holdout/back injury),Did Not Play (holdout/back injury),Did Not Play (holdout/back injury),Did Not Play (holdout/back injury),Did Not Play (holdout/back injury),Did Not Play (holdout/back injury),Did Not Play (holdout/back injury),Did Not Play (holdout/back injury),Did Not Play (holdout/back injury),Did Not Play (holdout/back injury),Did Not Play (holdout/back injury),Did Not Play (holdout/back injury),Did Not Play (holdout/back injury),Did Not Play (holdout/back injury),Did Not Play (holdout/back injury),Did Not Play (holdout/back injury),Did Not Play (holdout/back injury),Did Not Play (holdout/back injury),Did Not Play (holdout/back injury),Did Not Play (holdout/back injury),Did Not Play (holdout/back injury),Did Not Play (holdout/back injury),Did Not Play (holdout/back injury),Did Not Play (holdout/back injury),Did Not Play (holdout/back injury),Did Not Play (holdout/back injury),Did Not Play (holdout/back injury)
6,2022-23,26.0,BRK,NBA,PG,42,33,26.3,3.2,5.6,.566,0.0,0.0,.000,3.2,5.5,.571,.566,0.6,1.4,.439,1.0,5.3,6.3,6.1,1.3,0.6,2.3,3.3,6.9
7,2023-24,27.0,BRK,NBA,PG,1,1,23.0,2.0,6.0,.333,0.0,0.0,,2.0,6.0,.333,.333,0.0,0.0,,1.0,9.0,10.0,9.0,0.0,1.0,2.0,2.0,4.0
8,Career,,,NBA,,318,309,32.9,6.0,10.8,.560,0.0,0.1,.139,6.0,10.7,.564,.560,2.6,4.4,.591,1.8,6.1,7.8,7.5,1.6,0.7,3.2,2.9,14.7
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,4 seasons,,PHI,NBA,,275,275,33.9,6.5,11.6,.560,0.0,0.1,.147,6.5,11.5,.564,.560,2.9,4.9,.597,1.9,6.2,8.1,7.7,1.7,0.7,3.4,2.8,15.9
11,2 seasons,,BRK,NBA,,43,34,26.2,3.1,5.6,.560,0.0,0.0,.000,3.1,5.6,.565,.560,0.6,1.3,.439,1.0,5.4,6.3,6.2,1.3,0.6,2.3,3.3,6.9
