,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,2018-19,20.0,MIN,NBA,SG,74.0,52.0,23.7,2.6,6.9,0.386,0.8,2.9,0.279,1.8,4.0,0.464,0.445,1.6,2.2,0.728,0.6,2.4,2.9,1.2,1.2,0.4,0.9,2.2,7.7
1,2019-20,21.0,MIN,NBA,SG,62.0,28.0,25.0,2.7,6.4,0.427,0.7,2.5,0.266,2.1,3.9,0.529,0.479,2.5,3.1,0.796,1.4,2.9,4.3,1.6,1.1,0.4,1.4,2.2,8.6
2,2020-21,22.0,MIN,NBA,SG,59.0,37.0,20.3,1.7,4.3,0.402,0.5,1.8,0.269,1.2,2.5,0.5,0.459,1.4,1.8,0.769,1.1,1.6,2.6,1.1,0.9,0.5,0.7,2.1,5.4
3,2021-22,23.0,MIN,NBA,SG,49.0,6.0,10.5,0.9,2.1,0.404,0.3,1.0,0.298,0.6,1.2,0.491,0.471,0.7,1.0,0.686,0.6,0.8,1.4,0.5,0.5,0.2,0.5,1.1,2.7
4,2022-23,24.0,PHO,NBA,SG,72.0,26.0,18.8,2.3,5.8,0.391,0.9,2.7,0.335,1.3,3.0,0.442,0.471,1.9,2.7,0.724,1.5,2.0,3.5,1.5,0.8,0.5,0.9,1.6,7.3
5,2023-24,25.0,PHO,NBA,SG,2.0,2.0,32.0,5.0,7.0,0.714,1.5,2.5,0.6,3.5,4.5,0.778,0.821,2.0,2.0,1.0,4.0,2.5,6.5,2.0,0.5,0.5,1.5,2.0,13.5
6,Career,,,NBA,,318.0,151.0,20.2,2.1,5.3,0.403,0.7,2.3,0.293,1.5,3.0,0.486,0.466,1.7,2.2,0.75,1.1,2.0,3.1,1.2,0.9,0.4,0.9,1.9,6.6
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,4 seasons,,MIN,NBA,,244.0,123.0,20.6,2.1,5.2,0.403,0.6,2.1,0.275,1.5,3.0,0.495,0.46,1.6,2.1,0.758,0.9,2.0,2.9,1.1,1.0,0.4,0.9,2.0,6.4
9,2 seasons,,PHO,NBA,,74.0,28.0,19.1,2.3,5.8,0.402,0.9,2.7,0.342,1.4,3.1,0.456,0.482,1.9,2.6,0.73,1.6,2.0,3.6,1.5,0.8,0.5,0.9,1.6,7.5
