,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
0,1948-49,19.0,CHS,BAA,,4.0,,,0.3,0.5,0.5,0.3,0.5,0.5,,0.0,1.0,0.8
1,1949-50,20.0,DNN,NBA,,31.0,,,0.5,1.5,0.354,0.4,0.9,0.48100000000000004,,0.3,0.5,1.5
2,Career,,,TOT,,35.0,,,0.5,1.4,0.36,0.4,0.8,0.483,,0.2,0.6,1.4
3,,,,NBA,,31.0,,,0.5,1.5,0.354,0.4,0.9,0.48100000000000004,,0.3,0.5,1.5
4,,,,BAA,,4.0,,,0.3,0.5,0.5,0.3,0.5,0.5,,0.0,1.0,0.8
5,,,,,,,,,,,,,,,,,,
6,1 season,,DNN,NBA,,31.0,,,0.5,1.5,0.354,0.4,0.9,0.48100000000000004,,0.3,0.5,1.5
7,1 season,,CHS,BAA,,4.0,,,0.3,0.5,0.5,0.3,0.5,0.5,,0.0,1.0,0.8
