,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
0,1946-47,30.0,PIT,BAA,,7,,,0.4,1.3,0.333,0.0,0.0,,,0.0,1.4,0.9
1,Career,,,BAA,,7,,,0.4,1.3,0.333,0.0,0.0,,,0.0,1.4,0.9
