,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,2019-20,19.0,OKC,NBA,PF,61.0,9.0,18.5,2.0,5.2,0.394,0.8,2.3,0.348,1.2,2.9,0.432,0.472,0.7,1.0,0.694,0.5,3.5,4.0,0.7,0.4,0.7,0.7,0.9,5.6
1,2020-21,20.0,OKC,NBA,PF,55.0,55.0,31.2,5.0,12.5,0.396,1.5,5.2,0.29,3.5,7.3,0.47,0.456,2.3,3.2,0.702,0.9,6.3,7.2,1.8,0.5,0.5,2.2,1.1,13.7
2,2021-22,21.0,OKC,NBA,PF,69.0,53.0,27.9,4.0,9.4,0.422,1.2,3.9,0.297,2.8,5.5,0.511,0.484,1.7,2.5,0.688,1.0,5.3,6.3,1.4,0.8,1.0,1.3,1.0,10.8
3,2022-23,22.0,TOT,NBA,C,43.0,1.0,14.3,1.9,4.3,0.454,0.5,1.2,0.377,1.5,3.0,0.485,0.508,0.9,1.6,0.543,0.8,2.4,3.2,0.9,0.5,0.8,0.6,1.0,5.2
4,2022-23,22.0,OKC,NBA,C,36.0,1.0,15.4,2.0,4.4,0.449,0.5,1.3,0.4,1.5,3.1,0.469,0.506,1.0,1.8,0.554,0.8,2.6,3.4,0.9,0.5,0.8,0.6,1.0,5.4
5,2022-23,22.0,PHO,NBA,C,7.0,0.0,8.7,1.7,3.6,0.48,0.3,1.1,0.25,1.4,2.4,0.588,0.52,0.3,0.7,0.4,0.7,1.6,2.3,0.9,0.4,0.7,0.7,1.3,4.0
6,Career,,,NBA,,228.0,118.0,23.6,3.3,8.1,0.411,1.0,3.3,0.31,2.3,4.8,0.48,0.474,1.4,2.1,0.673,0.8,4.5,5.3,1.2,0.6,0.7,1.2,1.0,9.1
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,4 seasons,,OKC,NBA,,221.0,118.0,24.1,3.4,8.2,0.41,1.0,3.4,0.31,2.3,4.9,0.478,0.473,1.5,2.1,0.676,0.8,4.6,5.4,1.2,0.6,0.7,1.3,1.0,9.2
9,1 season,,PHO,NBA,,7.0,0.0,8.7,1.7,3.6,0.48,0.3,1.1,0.25,1.4,2.4,0.588,0.52,0.3,0.7,0.4,0.7,1.6,2.3,0.9,0.4,0.7,0.7,1.3,4.0
