,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,2022-23,21.0,OKC,NBA,SG,75,62,30.3,5.5,10.6,0.521,1.0,2.7,0.356,4.5,7.9,0.579,0.567,2.1,2.5,0.812,1.1,3.4,4.5,3.3,1.4,0.5,1.6,2.5,14.1
1,2023-24,22.0,OKC,NBA,SG,1,1,32.0,5.0,11.0,0.455,2.0,6.0,0.333,3.0,5.0,0.6,0.545,4.0,4.0,1.0,0.0,3.0,3.0,5.0,1.0,0.0,2.0,3.0,16.0
2,Career,,,NBA,,76,63,30.4,5.5,10.6,0.52,1.0,2.8,0.355,4.5,7.8,0.579,0.567,2.1,2.6,0.815,1.1,3.4,4.5,3.3,1.4,0.5,1.6,2.6,14.1
