,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,2008-09,20.0,OKC,NBA,PG,82.0,65.0,32.5,5.3,13.4,0.398,0.4,1.6,0.271,4.9,11.8,0.415,0.414,4.3,5.2,0.815,2.2,2.7,4.9,5.3,1.3,0.2,3.3,2.3,15.3
1,2009-10,21.0,OKC,NBA,PG,82.0,82.0,34.3,5.9,14.1,0.418,0.3,1.3,0.221,5.6,12.9,0.438,0.428,4.0,5.1,0.78,1.7,3.1,4.9,8.0,1.3,0.4,3.3,2.5,16.1
2,2010-11,22.0,OKC,NBA,PG,82.0,82.0,34.7,7.5,17.0,0.442,0.4,1.3,0.33,7.1,15.7,0.451,0.454,6.5,7.7,0.842,1.5,3.1,4.6,8.2,1.9,0.4,3.9,2.5,21.9
3,2011-12,23.0,OKC,NBA,PG,66.0,66.0,35.3,8.8,19.2,0.457,0.9,3.0,0.316,7.8,16.2,0.482,0.481,5.2,6.3,0.823,1.5,3.1,4.6,5.5,1.7,0.3,3.6,2.2,23.6
4,2012-13,24.0,OKC,NBA,PG,82.0,82.0,34.9,8.2,18.7,0.438,1.2,3.7,0.323,7.0,15.1,0.466,0.47,5.6,7.0,0.8,1.4,3.9,5.2,7.4,1.8,0.3,3.3,2.3,23.2
5,2013-14,25.0,OKC,NBA,PG,46.0,46.0,30.7,7.5,17.2,0.437,1.5,4.7,0.318,6.0,12.5,0.482,0.48,5.3,6.4,0.826,1.2,4.5,5.7,6.9,1.9,0.2,3.8,2.3,21.8
6,2014-15,26.0,OKC,NBA,PG,67.0,67.0,34.4,9.4,22.0,0.426,1.3,4.3,0.299,8.1,17.7,0.457,0.455,8.1,9.8,0.835,1.9,5.4,7.3,8.6,2.1,0.2,4.4,2.7,28.1
7,2015-16,27.0,OKC,NBA,PG,80.0,80.0,34.4,8.2,18.1,0.454,1.3,4.3,0.296,6.9,13.8,0.503,0.489,5.8,7.2,0.812,1.8,6.0,7.8,10.4,2.0,0.3,4.3,2.5,23.5
8,2016-17,28.0,OKC,NBA,PG,81.0,81.0,34.6,10.2,24.0,0.425,2.5,7.2,0.343,7.7,16.8,0.459,0.476,8.8,10.4,0.845,1.7,9.0,10.7,10.4,1.6,0.4,5.4,2.3,31.6
9,2017-18,29.0,OKC,NBA,PG,80.0,80.0,36.4,9.5,21.1,0.449,1.2,4.1,0.298,8.3,17.0,0.485,0.477,5.2,7.1,0.737,1.9,8.2,10.1,10.3,1.8,0.3,4.8,2.5,25.4
10,2018-19,30.0,OKC,NBA,PG,73.0,73.0,36.0,8.6,20.2,0.428,1.6,5.6,0.29,7.0,14.5,0.481,0.468,4.1,6.2,0.656,1.5,9.6,11.1,10.7,1.9,0.5,4.5,3.4,22.9
11,2019-20,31.0,HOU,NBA,PG,57.0,57.0,35.9,10.6,22.5,0.472,1.0,3.7,0.258,9.6,18.7,0.514,0.493,5.1,6.7,0.763,1.8,6.2,7.9,7.0,1.6,0.4,4.5,3.5,27.2
12,2020-21,32.0,WAS,NBA,PG,65.0,65.0,36.4,8.4,19.0,0.439,1.3,4.2,0.315,7.0,14.8,0.475,0.474,4.2,6.4,0.656,1.7,9.9,11.5,11.7,1.4,0.4,4.8,2.9,22.2
13,2021-22,33.0,LAL,NBA,PG,78.0,78.0,34.3,7.0,15.8,0.444,1.0,3.4,0.298,6.0,12.4,0.485,0.476,3.4,5.1,0.667,1.4,6.0,7.4,7.1,1.0,0.3,3.8,3.0,18.5
14,2022-23,34.0,TOT,NBA,PG,73.0,24.0,29.1,5.9,13.6,0.436,1.2,3.9,0.311,4.7,9.7,0.487,0.481,2.8,4.3,0.656,1.2,4.6,5.8,7.5,1.0,0.5,3.5,2.2,15.9
15,2022-23,34.0,LAL,NBA,PG,52.0,3.0,28.7,5.8,14.0,0.417,1.2,4.1,0.296,4.6,9.9,0.467,0.46,3.0,4.6,0.655,1.1,5.0,6.2,7.5,1.0,0.4,3.5,2.3,15.9
16,2022-23,34.0,LAC,NBA,PG,21.0,21.0,30.2,6.1,12.5,0.489,1.2,3.5,0.356,4.9,9.0,0.54,0.538,2.4,3.6,0.658,1.4,3.4,4.9,7.6,1.1,0.5,3.4,2.0,15.8
17,2023-24,35.0,LAC,NBA,PG,1.0,1.0,29.0,5.0,8.0,0.625,1.0,2.0,0.5,4.0,6.0,0.667,0.688,0.0,0.0,,2.0,3.0,5.0,13.0,0.0,0.0,3.0,3.0,11.0
18,Career,,,NBA,,1095.0,1029.0,34.3,8.0,18.3,0.438,1.1,3.7,0.305,6.9,14.6,0.471,0.469,5.2,6.7,0.778,1.6,5.7,7.3,8.4,1.6,0.3,4.1,2.6,22.3
19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,11 seasons,,OKC,NBA,,821.0,804.0,34.5,8.1,18.6,0.434,1.1,3.6,0.308,6.9,14.9,0.465,0.465,5.7,7.1,0.801,1.7,5.3,7.0,8.4,1.8,0.3,4.1,2.5,23.0
21,2 seasons,,LAL,NBA,,130.0,81.0,32.1,6.6,15.1,0.434,1.1,3.7,0.297,5.5,11.4,0.478,0.47,3.2,4.9,0.662,1.3,5.6,6.9,7.2,1.0,0.3,3.7,2.7,17.4
22,1 season,,WAS,NBA,,65.0,65.0,36.4,8.4,19.0,0.439,1.3,4.2,0.315,7.0,14.8,0.475,0.474,4.2,6.4,0.656,1.7,9.9,11.5,11.7,1.4,0.4,4.8,2.9,22.2
23,1 season,,HOU,NBA,,57.0,57.0,35.9,10.6,22.5,0.472,1.0,3.7,0.258,9.6,18.7,0.514,0.493,5.1,6.7,0.763,1.8,6.2,7.9,7.0,1.6,0.4,4.5,3.5,27.2
24,2 seasons,,LAC,NBA,,22.0,22.0,30.2,6.0,12.3,0.493,1.2,3.4,0.36,4.8,8.9,0.544,0.543,2.3,3.5,0.658,1.5,3.4,4.9,7.9,1.0,0.5,3.4,2.0,15.6
