,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1985-86,23.0,SEA,NBA,SF,3,0,4.7,0.3,1.3,.250,0.0,0.0,,0.3,1.3,.250,.250,0.3,1.3,.250,1.0,0.0,1.0,0.3,0.0,0.0,1.0,0.7,1.0
1,1986-87,24.0,Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France)
2,1987-88,25.0,Did Not Play (waived—waived by the Atlanta Hawks and then by the Phoenix Suns),Did Not Play (waived—waived by the Atlanta Hawks and then by the Phoenix Suns),Did Not Play (waived—waived by the Atlanta Hawks and then by the Phoenix Suns),Did Not Play (waived—waived by the Atlanta Hawks and then by the Phoenix Suns),Did Not Play (waived—waived by the Atlanta Hawks and then by the Phoenix Suns),Did Not Play (waived—waived by the Atlanta Hawks and then by the Phoenix Suns),Did Not Play (waived—waived by the Atlanta Hawks and then by the Phoenix Suns),Did Not Play (waived—waived by the Atlanta Hawks and then by the Phoenix Suns),Did Not Play (waived—waived by the Atlanta Hawks and then by the Phoenix Suns),Did Not Play (waived—waived by the Atlanta Hawks and then by the Phoenix Suns),Did Not Play (waived—waived by the Atlanta Hawks and then by the Phoenix Suns),Did Not Play (waived—waived by the Atlanta Hawks and then by the Phoenix Suns),Did Not Play (waived—waived by the Atlanta Hawks and then by the Phoenix Suns),Did Not Play (waived—waived by the Atlanta Hawks and then by the Phoenix Suns),Did Not Play (waived—waived by the Atlanta Hawks and then by the Phoenix Suns),Did Not Play (waived—waived by the Atlanta Hawks and then by the Phoenix Suns),Did Not Play (waived—waived by the Atlanta Hawks and then by the Phoenix Suns),Did Not Play (waived—waived by the Atlanta Hawks and then by the Phoenix Suns),Did Not Play (waived—waived by the Atlanta Hawks and then by the Phoenix Suns),Did Not Play (waived—waived by the Atlanta Hawks and then by the Phoenix Suns),Did Not Play (waived—waived by the Atlanta Hawks and then by the Phoenix Suns),Did Not Play (waived—waived by the Atlanta Hawks and then by the Phoenix Suns),Did Not Play (waived—waived by the Atlanta Hawks and then by the Phoenix Suns),Did Not Play (waived—waived by the Atlanta Hawks and then by the Phoenix Suns),Did Not Play (waived—waived by the Atlanta Hawks and then by the Phoenix Suns),Did Not Play (waived—waived by the Atlanta Hawks and then by the Phoenix Suns),Did Not Play (waived—waived by the Atlanta Hawks and then by the Phoenix Suns),Did Not Play (waived—waived by the Atlanta Hawks and then by the Phoenix Suns)
3,1988-89,26.0,Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain)
4,1989-90,27.0,Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain)
5,1990-91,28.0,Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA)
6,1991-92,29.0,Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy)
7,1992-93,30.0,TOT,NBA,"PF,SF",19,0,4.0,1.0,2.1,.487,0.0,0.1,.000,1.0,1.9,.514,.487,0.2,0.2,.750,0.4,0.6,1.0,0.2,0.1,0.1,0.4,0.6,2.2
8,1992-93,30.0,PHO,NBA,PF,10,0,3.5,1.1,1.8,.611,0.0,0.1,.000,1.1,1.7,.647,.611,0.0,0.0,,0.2,0.6,0.8,0.1,0.1,0.1,0.5,0.7,2.2
9,1992-93,30.0,LAC,NBA,SF,1,0,1.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1992-93,30.0,MIL,NBA,SF,3,0,8.3,1.3,3.7,.364,0.0,0.0,,1.3,3.7,.364,.364,1.0,1.3,.750,1.0,1.0,2.0,0.7,0.3,0.0,0.7,1.3,3.7
11,1992-93,30.0,ATL,NBA,PF,5,0,3.0,0.8,1.8,.444,0.0,0.2,.000,0.8,1.6,.500,.444,0.0,0.0,,0.4,0.6,1.0,0.0,0.0,0.2,0.0,0.0,1.6
12,Career,,,NBA,,22,0,4.1,0.9,2.0,.465,0.0,0.1,.000,0.9,1.9,.488,.465,0.2,0.4,.500,0.5,0.5,1.0,0.2,0.1,0.1,0.5,0.6,2.0
13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1 season,,PHO,NBA,,10,0,3.5,1.1,1.8,.611,0.0,0.1,.000,1.1,1.7,.647,.611,0.0,0.0,,0.2,0.6,0.8,0.1,0.1,0.1,0.5,0.7,2.2
15,1 season,,ATL,NBA,,5,0,3.0,0.8,1.8,.444,0.0,0.2,.000,0.8,1.6,.500,.444,0.0,0.0,,0.4,0.6,1.0,0.0,0.0,0.2,0.0,0.0,1.6
16,1 season,,MIL,NBA,,3,0,8.3,1.3,3.7,.364,0.0,0.0,,1.3,3.7,.364,.364,1.0,1.3,.750,1.0,1.0,2.0,0.7,0.3,0.0,0.7,1.3,3.7
17,1 season,,SEA,NBA,,3,0,4.7,0.3,1.3,.250,0.0,0.0,,0.3,1.3,.250,.250,0.3,1.3,.250,1.0,0.0,1.0,0.3,0.0,0.0,1.0,0.7,1.0
18,1 season,,LAC,NBA,,1,0,1.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
