,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,2017-18,22.0,PHO,NBA,SG,21,1,11.5,1.0,3.6,.289,0.5,1.8,.289,0.5,1.8,.289,.362,0.4,0.6,.667,0.1,1.8,1.9,0.6,0.5,0.1,0.5,0.8,3.0
1,2018-19,23.0,IND,NBA,SG,10,0,4.7,0.5,1.2,.417,0.2,0.4,.500,0.3,0.8,.375,.500,0.0,0.0,,0.2,0.4,0.6,0.3,0.1,0.0,0.1,0.3,1.2
2,2019-20,24.0,Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League)
3,2020-21,25.0,Did Not Play (other pro league—Taiwan),Did Not Play (other pro league—Taiwan),Did Not Play (other pro league—Taiwan),Did Not Play (other pro league—Taiwan),Did Not Play (other pro league—Taiwan),Did Not Play (other pro league—Taiwan),Did Not Play (other pro league—Taiwan),Did Not Play (other pro league—Taiwan),Did Not Play (other pro league—Taiwan),Did Not Play (other pro league—Taiwan),Did Not Play (other pro league—Taiwan),Did Not Play (other pro league—Taiwan),Did Not Play (other pro league—Taiwan),Did Not Play (other pro league—Taiwan),Did Not Play (other pro league—Taiwan),Did Not Play (other pro league—Taiwan),Did Not Play (other pro league—Taiwan),Did Not Play (other pro league—Taiwan),Did Not Play (other pro league—Taiwan),Did Not Play (other pro league—Taiwan),Did Not Play (other pro league—Taiwan),Did Not Play (other pro league—Taiwan),Did Not Play (other pro league—Taiwan),Did Not Play (other pro league—Taiwan),Did Not Play (other pro league—Taiwan),Did Not Play (other pro league—Taiwan),Did Not Play (other pro league—Taiwan),Did Not Play (other pro league—Taiwan)
4,2021-22,26.0,DEN,NBA,SG,48,5,13.9,1.7,3.4,.503,0.8,1.8,.430,0.9,1.6,.587,.618,0.2,0.3,.667,0.3,2.0,2.3,1.1,0.5,0.2,0.3,1.3,4.4
5,2022-23,27.0,TOT,NBA,SG,43,1,8.0,0.7,2.0,.333,0.4,1.1,.370,0.3,0.9,.289,.435,0.4,0.6,.667,0.2,1.1,1.4,0.5,0.3,0.1,0.5,0.9,2.1
6,2022-23,27.0,DEN,NBA,SG,35,1,9.0,0.7,2.3,.313,0.5,1.3,.364,0.3,1.0,.250,.413,0.4,0.6,.750,0.3,1.3,1.6,0.5,0.4,0.1,0.6,1.0,2.3
7,2022-23,27.0,LAL,NBA,SG,8,0,3.4,0.4,0.5,.750,0.1,0.3,.500,0.3,0.3,1.000,.875,0.1,0.5,.250,0.1,0.4,0.5,0.5,0.3,0.0,0.0,0.4,1.0
8,Career,,,NBA,,122,7,10.6,1.1,2.7,.408,0.5,1.4,.385,0.6,1.3,.434,.509,0.3,0.4,.667,0.2,1.5,1.7,0.8,0.4,0.1,0.4,1.0,3.1
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2 seasons,,DEN,NBA,,83,6,11.8,1.3,2.9,.440,0.6,1.6,.408,0.6,1.3,.477,.550,0.3,0.4,.714,0.3,1.7,2.0,0.9,0.4,0.2,0.4,1.2,3.5
11,1 season,,PHO,NBA,,21,1,11.5,1.0,3.6,.289,0.5,1.8,.289,0.5,1.8,.289,.362,0.4,0.6,.667,0.1,1.8,1.9,0.6,0.5,0.1,0.5,0.8,3.0
12,1 season,,IND,NBA,,10,0,4.7,0.5,1.2,.417,0.2,0.4,.500,0.3,0.8,.375,.500,0.0,0.0,,0.2,0.4,0.6,0.3,0.1,0.0,0.1,0.3,1.2
13,1 season,,LAL,NBA,,8,0,3.4,0.4,0.5,.750,0.1,0.3,.500,0.3,0.3,1.000,.875,0.1,0.5,.250,0.1,0.4,0.5,0.5,0.3,0.0,0.0,0.4,1.0
