,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
0,1960-61,22.0,CIN,NBA,SG,73.0,,16.6,2.5,6.2,0.401,0.5,0.7,0.654,1.2,2.4,1.7,5.4
1,1961-62,23.0,CHP,NBA,SG,77.0,,25.9,4.7,11.4,0.413,0.9,1.3,0.6890000000000001,2.1,3.2,2.4,10.4
2,Career,,,NBA,,150.0,,21.3,3.6,8.9,0.409,0.7,1.0,0.677,1.7,2.8,2.1,8.0
3,,,,,,,,,,,,,,,,,,
4,1 season,,CHP,NBA,,77.0,,25.9,4.7,11.4,0.413,0.9,1.3,0.6890000000000001,2.1,3.2,2.4,10.4
5,1 season,,CIN,NBA,,73.0,,16.6,2.5,6.2,0.401,0.5,0.7,0.654,1.2,2.4,1.7,5.4
