,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,2018-19,21.0,TOT,NBA,PF,14,3,10.6,1.8,3.4,.532,0.0,0.2,.000,1.8,3.1,.568,.532,0.3,0.9,.333,1.1,2.4,3.4,0.4,0.6,0.6,0.6,1.6,3.9
1,2018-19,21.0,DAL,NBA,PF,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2018-19,21.0,PHO,NBA,PF,13,3,11.3,1.9,3.6,.532,0.0,0.2,.000,1.9,3.4,.568,.532,0.3,0.9,.333,1.2,2.5,3.7,0.4,0.7,0.6,0.7,1.8,4.2
3,2019-20,22.0,Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League),Did Not Play (other pro league—G-League)
4,2020-21,23.0,HOU,NBA,C,2,0,9.5,1.0,2.0,.500,0.0,0.5,.000,1.0,1.5,.667,.500,0.0,1.0,.000,1.0,1.0,2.0,0.0,0.0,1.0,1.5,1.5,2.0
5,Career,,,NBA,,16,3,10.4,1.7,3.2,.529,0.0,0.3,.000,1.7,2.9,.574,.529,0.3,0.9,.286,1.1,2.2,3.3,0.3,0.6,0.6,0.8,1.6,3.6
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1 season,,PHO,NBA,,13,3,11.3,1.9,3.6,.532,0.0,0.2,.000,1.9,3.4,.568,.532,0.3,0.9,.333,1.2,2.5,3.7,0.4,0.7,0.6,0.7,1.8,4.2
8,1 season,,HOU,NBA,,2,0,9.5,1.0,2.0,.500,0.0,0.5,.000,1.0,1.5,.667,.500,0.0,1.0,.000,1.0,1.0,2.0,0.0,0.0,1.0,1.5,1.5,2.0
9,1 season,,DAL,NBA,,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
