,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
0,1948-49,25.0,PRO,BAA,,20.0,,,1.9,5.6,0.33299999999999996,1.7,2.4,0.723,,0.7,3.4,5.4
1,1949-50,26.0,DNN,NBA,,62.0,,,4.5,12.3,0.361,2.8,4.1,0.6829999999999999,,1.6,4.3,11.7
2,Career,,,TOT,,82.0,,,3.8,10.7,0.358,2.5,3.6,0.6890000000000001,,1.4,4.1,10.1
3,,,,NBA,,62.0,,,4.5,12.3,0.361,2.8,4.1,0.6829999999999999,,1.6,4.3,11.7
4,,,,BAA,,20.0,,,1.9,5.6,0.33299999999999996,1.7,2.4,0.723,,0.7,3.4,5.4
5,,,,,,,,,,,,,,,,,,
6,1 season,,DNN,NBA,,62.0,,,4.5,12.3,0.361,2.8,4.1,0.6829999999999999,,1.6,4.3,11.7
7,1 season,,PRO,BAA,,20.0,,,1.9,5.6,0.33299999999999996,1.7,2.4,0.723,,0.7,3.4,5.4
