,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,2019-20,26.0,GSW,NBA,SG,13.0,6.0,20.9,2.2,4.8,0.46,0.6,1.8,0.348,1.6,3.1,0.525,0.524,0.2,0.4,0.6,0.7,3.3,4.0,2.0,1.0,0.4,1.2,2.3,5.3
1,2020-21,27.0,GSW,NBA,SG,53.0,16.0,20.9,2.3,3.9,0.579,0.7,1.7,0.402,1.6,2.2,0.718,0.667,0.4,0.6,0.71,0.5,3.9,4.4,2.8,0.8,0.5,1.2,2.1,5.7
2,2021-22,28.0,GSW,NBA,SF,73.0,6.0,13.6,1.6,3.2,0.489,0.4,1.2,0.322,1.2,2.0,0.588,0.549,0.5,1.0,0.571,0.4,2.0,2.4,1.7,0.7,0.2,0.9,1.6,4.1
3,2022-23,29.0,TOT,NBA,SF,52.0,9.0,13.5,1.2,2.8,0.448,0.2,0.8,0.186,1.1,1.9,0.56,0.476,0.4,0.5,0.792,0.5,1.8,2.4,1.3,0.3,0.2,0.7,1.5,3.0
4,2022-23,29.0,LAL,NBA,SF,30.0,7.0,12.2,1.1,2.2,0.5,0.1,0.7,0.2,1.0,1.5,0.63,0.53,0.4,0.5,0.733,0.5,1.6,2.0,0.8,0.3,0.2,0.6,1.5,2.7
5,2022-23,29.0,UTA,NBA,SF,22.0,2.0,15.2,1.4,3.5,0.403,0.2,1.0,0.174,1.2,2.5,0.5,0.429,0.4,0.4,0.889,0.6,2.2,2.9,1.8,0.3,0.1,0.8,1.5,3.4
6,Career,,,NBA,,191.0,37.0,16.1,1.7,3.4,0.506,0.4,1.3,0.331,1.3,2.1,0.612,0.568,0.4,0.7,0.646,0.5,2.6,3.1,1.9,0.6,0.3,0.9,1.8,4.3
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,3 seasons,,GSW,NBA,,139.0,28.0,17.1,1.9,3.6,0.523,0.5,1.5,0.361,1.4,2.2,0.63,0.595,0.5,0.8,0.613,0.5,2.8,3.3,2.2,0.7,0.3,1.0,1.8,4.8
9,1 season,,LAL,NBA,,30.0,7.0,12.2,1.1,2.2,0.5,0.1,0.7,0.2,1.0,1.5,0.63,0.53,0.4,0.5,0.733,0.5,1.6,2.0,0.8,0.3,0.2,0.6,1.5,2.7
10,1 season,,UTA,NBA,,22.0,2.0,15.2,1.4,3.5,0.403,0.2,1.0,0.174,1.2,2.5,0.5,0.429,0.4,0.4,0.889,0.6,2.2,2.9,1.8,0.3,0.1,0.8,1.5,3.4
