,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,2017-18,22.0,CLE,NBA,SF,61.0,12.0,11.0,1.5,3.0,0.484,0.5,1.4,0.368,1.0,1.6,0.586,0.57,0.4,0.8,0.565,0.3,1.7,2.0,0.7,0.4,0.0,0.5,1.3,3.9
1,2018-19,23.0,CLE,NBA,SF,76.0,75.0,32.2,4.7,11.1,0.427,1.7,4.9,0.348,3.0,6.2,0.489,0.504,1.9,2.4,0.779,0.6,4.1,4.7,2.6,0.8,0.1,1.5,2.6,13.0
2,2019-20,24.0,CLE,NBA,SF,65.0,65.0,29.4,4.1,9.4,0.437,1.9,4.9,0.383,2.2,4.4,0.497,0.538,1.0,1.4,0.67,0.6,3.0,3.6,2.4,0.8,0.2,1.4,2.5,11.0
3,2020-21,25.0,CLE,NBA,SF,59.0,26.0,25.6,3.7,9.9,0.374,1.7,5.5,0.306,2.0,4.4,0.458,0.458,1.3,1.6,0.8,0.6,2.8,3.4,2.9,0.9,0.2,1.4,2.0,10.4
4,2021-22,26.0,CLE,NBA,SF,66.0,3.0,22.2,3.7,8.7,0.432,1.9,5.4,0.357,1.8,3.2,0.559,0.544,1.3,2.0,0.664,0.4,1.8,2.2,2.0,0.8,0.2,1.0,1.9,10.7
5,2022-23,27.0,CLE,NBA,SF,77.0,2.0,20.1,3.1,6.9,0.451,1.5,4.1,0.372,1.6,2.8,0.564,0.56,1.0,1.4,0.694,0.3,2.0,2.3,1.5,0.5,0.1,0.7,1.6,8.7
6,2023-24,28.0,SAS,NBA,SF,1.0,0.0,22.0,5.0,10.0,0.5,2.0,6.0,0.333,3.0,4.0,0.75,0.6,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,12.0
7,Career,,,NBA,,405.0,183.0,23.6,3.5,8.2,0.427,1.6,4.4,0.353,2.0,3.8,0.512,0.522,1.2,1.6,0.715,0.5,2.6,3.0,2.0,0.7,0.2,1.1,2.0,9.8
8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,6 seasons,,CLE,NBA,,404.0,183.0,23.6,3.5,8.2,0.427,1.6,4.4,0.353,2.0,3.8,0.512,0.521,1.2,1.6,0.715,0.5,2.6,3.0,2.0,0.7,0.1,1.1,2.0,9.7
10,1 season,,SAS,NBA,,1.0,0.0,22.0,5.0,10.0,0.5,2.0,6.0,0.333,3.0,4.0,0.75,0.6,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,12.0
