,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,2020-21,22.0,ORL,NBA,PF,45,19,25.2,3.0,7.2,0.417,1.1,3.1,0.348,1.9,4.1,0.47,0.492,0.7,0.9,0.75,0.9,3.1,4.0,2.2,1.1,0.5,0.8,1.1,7.8
1,2021-22,23.0,ORL,NBA,PF,70,20,25.0,3.1,8.2,0.376,1.7,5.3,0.318,1.4,2.9,0.48,0.478,0.8,0.9,0.846,0.7,4.3,5.0,1.7,1.4,0.6,0.8,1.4,8.6
2,2022-23,24.0,ORL,NBA,SF,27,8,19.2,1.6,4.5,0.352,1.0,3.2,0.302,0.6,1.3,0.472,0.459,0.6,0.8,0.762,1.0,2.6,3.6,1.4,0.7,0.4,0.6,1.5,4.7
3,2023-24,25.0,ORL,NBA,SF,1,0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Career,,,NBA,,143,47,23.8,2.8,7.1,0.386,1.3,4.2,0.322,1.4,3.0,0.475,0.48,0.7,0.9,0.802,0.8,3.6,4.4,1.8,1.1,0.5,0.8,1.3,7.6
