,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1995-96,22.0,PHO,NBA,SF,82.0,72.0,39.2,5.7,11.9,0.47600000000000003,0.7,2.3,0.32799999999999996,4.9,9.6,0.511,0.508,3.0,3.9,0.7490000000000001,1.7,2.9,4.6,3.5,1.0,0.4,1.6,2.4,15.0
1,1996-97,23.0,TOT,NBA,SF,83.0,54.0,33.6,5.7,12.9,0.444,1.2,3.4,0.361,4.5,9.5,0.473,0.491,2.4,3.0,0.8079999999999999,1.1,3.4,4.5,2.7,0.8,0.3,2.0,1.7,15.0
2,1996-97,23.0,PHO,NBA,SF,27.0,18.0,29.5,5.2,11.0,0.475,0.5,2.0,0.255,4.7,9.0,0.525,0.498,2.1,2.6,0.812,1.3,3.2,4.4,2.5,0.7,0.1,1.6,1.6,13.0
3,1996-97,23.0,DAL,NBA,SF,56.0,36.0,35.6,6.0,13.8,0.43200000000000005,1.6,4.0,0.387,4.4,9.8,0.45,0.488,2.5,3.1,0.807,1.0,3.5,4.5,2.8,0.9,0.4,2.1,1.7,16.0
4,1997-98,24.0,DAL,NBA,SF,82.0,82.0,41.4,8.2,18.4,0.449,1.1,3.0,0.35700000000000004,7.2,15.4,0.466,0.47700000000000004,4.0,5.1,0.784,1.8,3.5,5.3,4.9,1.6,0.4,2.7,2.0,21.5
5,1998-99,25.0,DAL,NBA,SF,50.0,50.0,41.0,7.8,17.5,0.444,0.9,2.7,0.331,6.9,14.8,0.465,0.47,3.7,4.5,0.823,1.4,3.9,5.3,4.4,1.3,0.3,2.1,1.9,20.2
6,1999-00,26.0,DAL,NBA,SF,82.0,82.0,42.2,9.1,20.0,0.457,1.2,3.0,0.401,7.9,16.9,0.467,0.48700000000000004,3.2,3.9,0.82,1.5,4.8,6.3,5.3,1.3,0.4,2.4,2.1,22.6
7,2000-01,27.0,DAL,NBA,SF,82.0,82.0,42.0,8.7,18.9,0.45799999999999996,1.1,3.2,0.34600000000000003,7.6,15.7,0.48100000000000004,0.48700000000000004,3.1,4.0,0.775,1.3,3.9,5.2,4.4,1.4,0.4,2.3,2.1,21.5
8,2001-02,28.0,DAL,NBA,SF,69.0,69.0,39.9,8.2,17.8,0.46299999999999997,1.1,3.2,0.33899999999999997,7.1,14.6,0.491,0.494,3.0,3.6,0.8370000000000001,1.3,3.9,5.2,3.3,0.9,0.4,1.7,2.1,20.6
9,2002-03,29.0,DAL,NBA,SF,69.0,69.0,38.3,7.3,17.3,0.425,1.7,4.7,0.37,5.6,12.6,0.445,0.475,2.9,3.3,0.861,1.6,4.3,5.8,3.0,1.1,0.3,1.7,1.5,19.3
10,2003-04,30.0,DAL,NBA,SG,72.0,72.0,38.6,7.1,16.1,0.44299999999999995,2.1,5.1,0.405,5.1,11.0,0.461,0.508,2.3,2.7,0.85,1.1,3.4,4.5,2.9,1.2,0.5,1.2,1.6,18.6
11,2004-05,31.0,DAL,NBA,SG,64.0,64.0,36.8,6.0,14.2,0.42700000000000005,1.8,4.5,0.40700000000000003,4.2,9.7,0.436,0.491,1.8,2.1,0.831,0.7,3.4,4.1,2.6,0.8,0.3,0.9,1.9,15.7
12,2005-06,32.0,SAS,NBA,SG,77.0,18.0,26.5,3.7,9.0,0.41200000000000003,1.4,3.6,0.39399999999999996,2.3,5.4,0.423,0.491,1.3,1.5,0.852,0.4,2.8,3.2,1.5,0.5,0.1,0.8,1.3,10.1
13,2006-07,33.0,SAS,NBA,SF,82.0,16.0,22.2,3.3,8.1,0.41200000000000003,1.3,3.5,0.364,2.1,4.6,0.44799999999999995,0.49,1.1,1.2,0.9179999999999999,0.4,2.3,2.7,1.3,0.4,0.2,0.6,0.9,9.0
14,2007-08,34.0,SAS,NBA,SG,82.0,61.0,26.9,3.8,9.3,0.414,1.6,4.4,0.37,2.2,4.9,0.45299999999999996,0.501,0.8,1.0,0.8,0.3,2.8,3.1,1.4,0.4,0.1,0.7,1.1,10.1
15,2008-09,35.0,SAS,NBA,SF,81.0,77.0,28.8,3.7,8.5,0.43700000000000006,1.6,3.9,0.41100000000000003,2.1,4.6,0.45899999999999996,0.532,0.6,0.8,0.823,0.3,3.0,3.3,1.4,0.5,0.2,0.8,1.0,9.7
16,2009-10,36.0,TOT,NBA,SF,46.0,7.0,15.4,1.8,4.0,0.44,0.7,1.8,0.39,1.1,2.2,0.48,0.527,0.2,0.3,0.5329999999999999,0.1,1.4,1.5,0.9,0.2,0.1,0.5,0.7,4.4
17,2009-10,36.0,SAS,NBA,SF,25.0,6.0,15.8,1.5,3.9,0.381,0.5,1.6,0.317,1.0,2.2,0.429,0.44799999999999995,0.2,0.4,0.667,0.2,1.3,1.5,0.8,0.2,0.2,0.5,0.5,3.7
18,2009-10,36.0,BOS,NBA,SF,21.0,1.0,15.0,2.1,4.1,0.506,0.9,2.0,0.46299999999999997,1.2,2.2,0.5429999999999999,0.615,0.1,0.3,0.33299999999999996,0.0,1.5,1.6,1.1,0.2,0.1,0.4,1.0,5.2
19,Career,,,NBA,,1103.0,875.0,34.4,6.1,13.7,0.444,1.3,3.5,0.375,4.8,10.2,0.467,0.49200000000000005,2.2,2.7,0.8109999999999999,1.0,3.3,4.4,2.9,0.9,0.3,1.5,1.6,15.7
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,9 seasons,,DAL,NBA,,626.0,606.0,39.7,7.7,17.3,0.446,1.4,3.7,0.376,6.3,13.6,0.466,0.48700000000000004,3.0,3.6,0.815,1.3,3.9,5.2,3.8,1.2,0.4,1.9,1.9,19.8
22,5 seasons,,SAS,NBA,,347.0,178.0,25.3,3.5,8.4,0.41700000000000004,1.4,3.7,0.382,2.1,4.7,0.445,0.502,0.9,1.0,0.8490000000000001,0.4,2.6,3.0,1.4,0.4,0.2,0.7,1.0,9.3
23,2 seasons,,PHO,NBA,,109.0,90.0,36.8,5.6,11.7,0.47600000000000003,0.7,2.2,0.311,4.9,9.5,0.515,0.505,2.7,3.6,0.76,1.6,2.9,4.5,3.3,0.9,0.3,1.6,2.2,14.5
24,1 season,,BOS,NBA,,21.0,1.0,15.0,2.1,4.1,0.506,0.9,2.0,0.46299999999999997,1.2,2.2,0.5429999999999999,0.615,0.1,0.3,0.33299999999999996,0.0,1.5,1.6,1.1,0.2,0.1,0.4,1.0,5.2
