,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,2019-20,21.0,ATL,NBA,C,56.0,13.0,12.7,1.8,3.6,0.518,0.1,0.7,0.135,1.8,2.9,0.605,0.53,0.5,0.9,0.569,1.2,2.3,3.5,0.9,0.3,0.3,0.8,1.9,4.3
1,2020-21,22.0,ATL,NBA,C,33.0,0.0,6.8,0.5,1.3,0.409,0.0,0.1,0.0,0.5,1.3,0.429,0.409,0.5,0.7,0.682,0.5,1.9,2.4,0.3,0.1,0.1,0.6,0.7,1.5
2,2021-22,23.0,TOT,NBA,C,30.0,0.0,5.1,1.2,1.8,0.655,0.0,0.1,0.5,1.2,1.8,0.66,0.664,0.5,0.8,0.625,0.6,1.2,1.8,0.2,0.0,0.4,0.5,0.8,2.9
3,2021-22,23.0,BOS,NBA,C,20.0,0.0,2.9,0.4,0.7,0.5,0.1,0.1,1.0,0.3,0.7,0.462,0.536,0.2,0.3,0.8,0.4,0.4,0.8,0.2,0.0,0.2,0.3,0.3,1.0
4,2021-22,23.0,HOU,NBA,C,10.0,0.0,9.4,2.9,4.1,0.707,0.0,0.1,0.0,2.9,4.0,0.725,0.707,1.1,1.9,0.579,1.1,2.9,4.0,0.3,0.1,0.8,0.9,1.8,6.9
5,2022-23,24.0,TOT,NBA,C,39.0,4.0,10.4,1.5,2.9,0.527,0.0,0.1,0.0,1.5,2.8,0.546,0.527,0.9,1.3,0.7,1.4,2.1,3.5,0.8,0.2,0.9,0.6,1.9,3.9
6,2022-23,24.0,HOU,NBA,C,31.0,4.0,11.7,1.5,3.0,0.516,0.0,0.0,0.0,1.5,3.0,0.522,0.516,1.0,1.4,0.682,1.5,2.4,3.9,1.0,0.2,1.0,0.6,2.2,4.1
7,2022-23,24.0,ATL,NBA,C,8.0,0.0,5.1,1.4,2.4,0.579,0.0,0.4,0.0,1.4,2.0,0.688,0.579,0.6,0.8,0.833,0.8,1.1,1.9,0.1,0.0,0.4,0.6,0.8,3.4
8,Career,,,NBA,,158.0,17.0,9.5,1.4,2.6,0.527,0.0,0.3,0.133,1.3,2.3,0.575,0.534,0.6,0.9,0.639,1.0,2.0,3.0,0.6,0.2,0.4,0.6,1.4,3.4
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,3 seasons,,ATL,NBA,,97.0,13.0,10.1,1.4,2.7,0.504,0.1,0.4,0.119,1.3,2.3,0.577,0.513,0.5,0.8,0.62,0.9,2.1,3.0,0.6,0.2,0.2,0.7,1.4,3.3
11,2 seasons,,HOU,NBA,,41.0,4.0,11.2,1.9,3.3,0.575,0.0,0.0,0.0,1.9,3.2,0.583,0.575,1.0,1.5,0.651,1.4,2.5,4.0,0.8,0.2,1.0,0.7,2.1,4.8
12,1 season,,BOS,NBA,,20.0,0.0,2.9,0.4,0.7,0.5,0.1,0.1,1.0,0.3,0.7,0.462,0.536,0.2,0.3,0.8,0.4,0.4,0.8,0.2,0.0,0.2,0.3,0.3,1.0
