,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,2019-20,22.0,PHO,NBA,SG,31.0,0.0,10.6,1.2,3.6,0.336,0.5,1.6,0.28,0.8,2.0,0.381,0.398,0.4,0.5,0.75,0.2,1.3,1.5,1.4,0.5,0.1,0.6,0.9,3.3
1,2020-21,23.0,OKC,NBA,SG,33.0,1.0,23.9,3.9,8.7,0.446,2.2,5.1,0.423,1.7,3.6,0.479,0.57,0.8,1.0,0.765,0.3,2.5,2.8,3.6,0.6,0.2,1.4,1.8,10.7
2,2021-22,24.0,OKC,NBA,SG,48.0,4.0,16.7,2.6,6.8,0.378,1.1,3.9,0.29,1.5,3.0,0.493,0.46,0.8,1.0,0.809,0.4,1.2,1.6,2.3,0.6,0.1,0.8,1.5,7.1
3,2022-23,25.0,GSW,NBA,SG,45.0,2.0,18.1,2.6,5.4,0.488,0.8,2.0,0.389,1.8,3.4,0.546,0.56,0.8,0.9,0.927,0.2,1.6,1.7,3.0,0.5,0.1,0.7,1.4,6.9
4,2023-24,26.0,CLE,NBA,SG,1.0,0.0,6.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
5,Career,,,NBA,,158.0,7.0,17.3,2.6,6.1,0.421,1.1,3.1,0.352,1.5,3.0,0.493,0.511,0.7,0.9,0.826,0.3,1.6,1.9,2.6,0.6,0.1,0.8,1.4,7.0
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2 seasons,,OKC,NBA,,81.0,5.0,19.6,3.1,7.6,0.41,1.5,4.4,0.353,1.6,3.2,0.487,0.511,0.8,1.0,0.79,0.4,1.7,2.1,2.8,0.6,0.1,1.0,1.7,8.6
8,1 season,,GSW,NBA,,45.0,2.0,18.1,2.6,5.4,0.488,0.8,2.0,0.389,1.8,3.4,0.546,0.56,0.8,0.9,0.927,0.2,1.6,1.7,3.0,0.5,0.1,0.7,1.4,6.9
9,1 season,,PHO,NBA,,31.0,0.0,10.6,1.2,3.6,0.336,0.5,1.6,0.28,0.8,2.0,0.381,0.398,0.4,0.5,0.75,0.2,1.3,1.5,1.4,0.5,0.1,0.6,0.9,3.3
10,1 season,,CLE,NBA,,1.0,0.0,6.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
