,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,2016-17,20.0,DEN,NBA,SG,22.0,1.0,7.5,1.5,3.3,0.452,0.4,1.3,0.321,1.1,2.0,0.533,0.514,0.4,0.5,0.8,0.2,0.5,0.8,0.5,0.3,0.0,0.4,0.5,3.8
1,2017-18,21.0,DEN,NBA,SG,62.0,0.0,9.4,1.2,2.9,0.41,0.5,1.3,0.341,0.7,1.5,0.469,0.489,0.4,0.5,0.667,0.2,0.9,1.1,0.5,0.2,0.1,0.4,0.6,3.2
2,2018-19,22.0,DEN,NBA,SG,81.0,18.0,23.2,4.3,9.1,0.474,2.0,5.0,0.402,2.3,4.1,0.56,0.584,0.7,0.8,0.848,0.4,2.0,2.5,1.2,0.7,0.1,0.7,1.4,11.3
3,2019-20,23.0,TOT,NBA,SG,55.0,14.0,22.0,4.1,9.7,0.425,1.9,5.0,0.388,2.2,4.7,0.465,0.525,1.0,1.2,0.818,0.3,2.4,2.7,1.4,0.7,0.1,1.0,1.4,11.2
4,2019-20,23.0,DEN,NBA,SG,41.0,0.0,18.2,2.9,7.3,0.389,1.4,3.9,0.36,1.4,3.4,0.421,0.485,0.8,0.9,0.868,0.2,1.7,1.9,1.2,0.8,0.1,0.9,1.2,7.9
5,2019-20,23.0,MIN,NBA,SG,14.0,14.0,33.1,7.9,16.6,0.472,3.5,8.2,0.426,4.4,8.4,0.517,0.577,1.5,2.0,0.75,0.6,4.4,5.1,1.9,0.6,0.1,1.5,1.9,20.7
6,2020-21,24.0,MIN,NBA,SG,37.0,36.0,32.8,7.1,16.2,0.44,3.5,8.7,0.399,3.7,7.5,0.487,0.547,1.8,2.2,0.85,0.8,3.6,4.4,2.4,0.8,0.2,1.6,1.7,19.6
7,2021-22,25.0,MIN,NBA,SG,79.0,18.0,25.0,4.2,10.8,0.391,3.0,8.1,0.377,1.2,2.7,0.432,0.532,0.6,0.8,0.817,0.3,2.5,2.9,1.5,0.5,0.2,0.5,1.1,12.1
8,2022-23,26.0,TOT,NBA,SG,81.0,27.0,25.8,4.6,11.6,0.395,2.9,8.1,0.357,1.7,3.4,0.484,0.52,0.6,0.8,0.769,0.4,3.1,3.5,1.5,0.8,0.1,1.1,1.3,12.7
9,2022-23,26.0,UTA,NBA,SG,55.0,13.0,26.8,4.8,12.2,0.396,3.1,8.6,0.359,1.7,3.6,0.485,0.522,0.7,0.8,0.841,0.5,3.1,3.6,1.7,0.8,0.1,1.1,1.4,13.4
10,2022-23,26.0,LAL,NBA,SG,26.0,14.0,23.9,4.0,10.3,0.392,2.5,7.2,0.353,1.5,3.1,0.481,0.515,0.5,0.8,0.619,0.3,3.0,3.3,1.2,0.8,0.0,1.2,1.2,11.1
11,2023-24,27.0,MIL,NBA,SG,1.0,1.0,31.0,2.0,4.0,0.5,1.0,1.0,1.0,1.0,3.0,0.333,0.625,0.0,0.0,,0.0,4.0,4.0,3.0,2.0,0.0,2.0,1.0,5.0
12,Career,,,NBA,,418.0,115.0,21.9,3.9,9.4,0.422,2.2,5.8,0.378,1.8,3.6,0.491,0.538,0.7,0.9,0.808,0.4,2.3,2.7,1.3,0.6,0.1,0.8,1.2,10.8
13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,4 seasons,,DEN,NBA,,206.0,19.0,16.4,2.8,6.3,0.444,1.3,3.3,0.382,1.5,3.0,0.512,0.544,0.6,0.7,0.81,0.3,1.5,1.8,0.9,0.5,0.1,0.6,1.0,7.4
15,3 seasons,,MIN,NBA,,130.0,68.0,28.1,5.4,12.9,0.419,3.2,8.3,0.389,2.2,4.7,0.474,0.543,1.1,1.3,0.821,0.5,3.1,3.5,1.8,0.6,0.2,1.0,1.4,15.1
16,1 season,,UTA,NBA,,55.0,13.0,26.8,4.8,12.2,0.396,3.1,8.6,0.359,1.7,3.6,0.485,0.522,0.7,0.8,0.841,0.5,3.1,3.6,1.7,0.8,0.1,1.1,1.4,13.4
17,1 season,,LAL,NBA,,26.0,14.0,23.9,4.0,10.3,0.392,2.5,7.2,0.353,1.5,3.1,0.481,0.515,0.5,0.8,0.619,0.3,3.0,3.3,1.2,0.8,0.0,1.2,1.2,11.1
18,1 season,,MIL,NBA,,1.0,1.0,31.0,2.0,4.0,0.5,1.0,1.0,1.0,1.0,3.0,0.333,0.625,0.0,0.0,,0.0,4.0,4.0,3.0,2.0,0.0,2.0,1.0,5.0
