,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,2022-23,21.0,DEN,NBA,SG,76,6,15.5,1.9,3.8,0.495,0.4,1.3,0.354,1.4,2.5,0.565,0.554,0.5,0.8,0.625,0.6,1.8,2.4,0.8,0.5,0.2,0.5,1.3,4.7
1,2023-24,22.0,DEN,NBA,SG,1,0,19.0,2.0,5.0,0.4,0.0,1.0,0.0,2.0,4.0,0.5,0.4,1.0,2.0,0.5,1.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,5.0
2,Career,,,NBA,,77,6,15.6,1.9,3.8,0.493,0.4,1.3,0.351,1.4,2.6,0.563,0.551,0.5,0.9,0.621,0.6,1.8,2.4,0.8,0.5,0.2,0.5,1.3,4.7
