,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
0,1970-71,24.0,TOT,NBA,,25.0,,4.2,0.4,1.7,0.238,0.1,0.2,0.6,0.9,0.3,0.6,0.9
1,1970-71,24.0,BOS,NBA,,16.0,,3.5,0.4,2.0,0.188,0.2,0.3,0.6,0.6,0.1,0.5,0.9
2,1970-71,24.0,CIN,NBA,,9.0,,5.4,0.4,1.1,0.4,0.0,0.0,,1.4,0.7,0.7,0.9
3,Career,,,NBA,,25.0,,4.2,0.4,1.7,0.238,0.1,0.2,0.6,0.9,0.3,0.6,0.9
4,,,,,,,,,,,,,,,,,,
5,1 season,,BOS,NBA,,16.0,,3.5,0.4,2.0,0.188,0.2,0.3,0.6,0.6,0.1,0.5,0.9
6,1 season,,CIN,NBA,,9.0,,5.4,0.4,1.1,0.4,0.0,0.0,,1.4,0.7,0.7,0.9
