,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,2019-20,22.0,PHI,NBA,SG,65.0,14.0,19.8,1.7,4.1,0.423,0.9,2.4,0.357,0.9,1.7,0.519,0.528,0.4,0.6,0.61,0.7,1.0,1.6,1.2,1.4,0.7,0.8,2.2,4.7
1,2020-21,23.0,PHI,NBA,SG,65.0,8.0,20.0,1.6,3.7,0.42,0.7,2.2,0.301,0.9,1.5,0.59,0.508,0.1,0.3,0.444,0.5,1.4,1.9,1.0,1.6,1.1,0.5,2.0,3.9
2,2021-22,24.0,PHI,NBA,SG,66.0,50.0,25.5,2.3,4.5,0.5,0.7,2.2,0.313,1.6,2.4,0.673,0.575,0.5,0.7,0.791,0.6,1.7,2.3,1.1,1.7,1.1,0.6,2.4,5.7
3,2022-23,25.0,TOT,NBA,"SF,SG",71.0,28.0,16.9,1.5,3.6,0.435,0.8,2.1,0.365,0.8,1.5,0.533,0.542,0.3,0.4,0.679,0.6,1.4,2.0,0.7,1.2,0.5,0.3,1.6,4.1
4,2022-23,25.0,PHI,NBA,SF,49.0,6.0,12.1,1.0,2.4,0.431,0.4,1.3,0.333,0.6,1.1,0.547,0.522,0.2,0.2,0.75,0.4,0.9,1.3,0.5,0.9,0.3,0.2,1.3,2.7
5,2022-23,25.0,POR,NBA,SG,22.0,22.0,27.7,2.7,6.2,0.438,1.5,3.9,0.388,1.2,2.4,0.519,0.558,0.5,0.7,0.625,0.9,2.6,3.5,1.4,1.7,0.8,0.7,2.2,7.4
6,2023-24,26.0,POR,NBA,SG,1.0,1.0,20.0,3.0,7.0,0.429,2.0,6.0,0.333,1.0,1.0,1.0,0.571,0.0,0.0,,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,8.0
7,Career,,,NBA,,268.0,101.0,20.5,1.8,4.0,0.447,0.7,2.2,0.334,1.0,1.8,0.589,0.54,0.3,0.5,0.662,0.6,1.4,2.0,1.0,1.5,0.8,0.6,2.0,4.6
8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,4 seasons,,PHI,NBA,,245.0,78.0,19.8,1.7,3.8,0.448,0.7,2.1,0.325,1.0,1.7,0.597,0.537,0.3,0.5,0.667,0.6,1.3,1.8,1.0,1.5,0.8,0.5,2.0,4.4
10,2 seasons,,POR,NBA,,23.0,23.0,27.3,2.7,6.3,0.438,1.5,4.0,0.385,1.2,2.3,0.528,0.559,0.4,0.7,0.625,0.9,2.5,3.4,1.3,1.7,0.8,0.8,2.1,7.4
