,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,2019-20,20.0,BOS,NBA,SG,32.0,2.0,11.6,0.9,2.5,0.35,0.2,0.8,0.185,0.7,1.7,0.434,0.381,0.6,0.8,0.72,0.5,0.8,1.3,0.4,0.3,0.3,0.3,1.0,2.5
1,2020-21,21.0,BOS,NBA,SG,18.0,4.0,15.7,1.2,3.3,0.356,0.3,1.0,0.278,0.9,2.3,0.39,0.398,0.5,0.7,0.75,0.7,1.3,1.9,0.7,0.3,0.3,0.6,1.3,3.1
2,2021-22,22.0,TOT,NBA,SG,48.0,5.0,16.1,1.7,4.0,0.435,0.6,1.8,0.341,1.1,2.2,0.509,0.51,0.5,0.9,0.548,0.6,1.6,2.3,0.4,0.5,0.3,0.3,1.0,4.5
3,2021-22,22.0,BOS,NBA,SG,44.0,5.0,16.5,1.8,4.2,0.429,0.7,1.9,0.349,1.1,2.3,0.495,0.508,0.5,0.8,0.588,0.7,1.7,2.4,0.4,0.5,0.4,0.4,1.0,4.7
4,2021-22,22.0,SAS,NBA,SG,4.0,0.0,10.8,1.0,1.8,0.571,0.0,0.5,0.0,1.0,1.3,0.8,0.571,0.8,2.0,0.375,0.0,1.0,1.0,0.5,0.3,0.0,0.0,0.3,2.8
5,2022-23,23.0,SAS,NBA,SG,43.0,21.0,19.6,2.8,6.0,0.467,0.4,1.4,0.262,2.4,4.6,0.53,0.498,0.9,1.3,0.696,1.3,1.3,2.7,1.2,0.6,0.3,0.7,1.6,6.9
6,Career,,,NBA,,141.0,32.0,16.1,1.8,4.2,0.43,0.4,1.4,0.288,1.4,2.8,0.497,0.476,0.6,1.0,0.659,0.8,1.3,2.1,0.7,0.4,0.3,0.5,1.2,4.6
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,3 seasons,,BOS,NBA,,94.0,11.0,14.7,1.4,3.4,0.396,0.4,1.4,0.305,0.9,2.1,0.456,0.457,0.5,0.8,0.662,0.6,1.3,1.9,0.5,0.4,0.3,0.4,1.1,3.6
9,2 seasons,,SAS,NBA,,47.0,21.0,18.9,2.7,5.7,0.47,0.3,1.3,0.254,2.3,4.3,0.537,0.5,0.9,1.4,0.656,1.2,1.3,2.5,1.1,0.5,0.3,0.6,1.4,6.6
