,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,2020-21,20.0,PHO,NBA,PF,27.0,1.0,5.8,0.8,1.9,0.44,0.1,0.6,0.235,0.7,1.2,0.545,0.48,0.2,0.3,0.714,0.3,1.1,1.4,0.1,0.0,0.2,0.3,0.6,2.0
1,2021-22,21.0,TOT,NBA,PF,51.0,8.0,18.1,3.5,6.9,0.503,0.8,2.4,0.328,2.7,4.5,0.596,0.56,1.5,2.0,0.765,2.0,4.0,6.0,0.5,0.3,0.8,0.8,1.9,9.2
2,2021-22,21.0,PHO,NBA,PF,29.0,4.0,13.2,2.2,4.7,0.46,0.3,1.3,0.231,1.9,3.4,0.551,0.493,1.4,1.8,0.769,1.9,2.9,4.8,0.2,0.2,0.6,0.8,1.8,6.0
3,2021-22,21.0,IND,NBA,PF,22.0,4.0,24.7,5.1,9.7,0.531,1.4,3.8,0.373,3.7,5.9,0.631,0.603,1.7,2.3,0.76,2.1,5.5,7.6,0.8,0.4,1.0,0.9,2.0,13.4
4,2022-23,22.0,IND,NBA,C,68.0,31.0,18.8,3.6,7.5,0.476,0.8,2.8,0.283,2.8,4.7,0.593,0.53,1.5,2.0,0.759,1.9,3.9,5.8,1.0,0.3,0.9,1.1,2.3,9.4
5,2023-24,23.0,IND,NBA,C,1.0,0.0,13.0,5.0,6.0,0.833,2.0,2.0,1.0,3.0,4.0,0.75,1.0,1.0,1.0,1.0,3.0,5.0,8.0,0.0,1.0,0.0,0.0,4.0,13.0
6,Career,,,NBA,,147.0,40.0,16.1,3.0,6.2,0.487,0.7,2.3,0.301,2.3,4.0,0.593,0.542,1.3,1.7,0.761,1.6,3.4,5.1,0.6,0.3,0.7,0.8,1.8,8.0
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,3 seasons,,IND,NBA,,91.0,35.0,20.2,4.0,8.0,0.495,1.0,3.0,0.315,3.0,5.0,0.605,0.555,1.6,2.1,0.761,2.0,4.3,6.3,0.9,0.3,0.9,1.0,2.2,10.4
9,2 seasons,,PHO,NBA,,56.0,5.0,9.6,1.5,3.3,0.455,0.2,1.0,0.232,1.3,2.3,0.55,0.489,0.8,1.1,0.763,1.1,2.0,3.1,0.2,0.1,0.4,0.5,1.2,4.1
