,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,2020-21,22.0,MIL,NBA,SF,30.0,2.0,9.1,2.1,4.5,0.459,0.9,2.1,0.452,1.1,2.4,0.466,0.563,0.6,0.8,0.76,0.3,1.7,2.0,0.2,0.5,0.2,0.8,0.7,5.7
1,2021-22,23.0,MIL,NBA,SF,62.0,13.0,19.1,3.0,7.5,0.403,1.3,3.7,0.348,1.7,3.8,0.455,0.488,0.6,0.7,0.837,0.6,3.0,3.6,1.0,0.4,0.3,0.9,1.3,7.9
2,2022-23,24.0,TOT,NBA,SF,62.0,14.0,19.2,3.1,7.2,0.436,1.4,3.4,0.408,1.7,3.8,0.462,0.533,1.1,1.4,0.791,0.8,2.9,3.7,1.4,0.4,0.2,1.1,1.2,8.7
3,2022-23,24.0,MIL,NBA,SF,38.0,3.0,15.7,2.0,5.2,0.386,1.1,2.7,0.392,0.9,2.5,0.379,0.487,1.0,1.1,0.86,0.8,2.3,3.1,1.0,0.3,0.2,0.9,0.9,6.0
4,2022-23,24.0,IND,NBA,SF,24.0,11.0,24.6,4.9,10.3,0.476,1.9,4.5,0.422,3.0,5.8,0.518,0.569,1.3,1.8,0.721,0.9,3.8,4.7,2.1,0.5,0.3,1.3,1.7,13.0
5,2023-24,25.0,IND,NBA,SF,1.0,0.0,6.0,2.0,7.0,0.286,1.0,2.0,0.5,1.0,5.0,0.2,0.357,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,5.0
6,Career,,,NBA,,155.0,29.0,17.1,2.9,6.8,0.423,1.3,3.2,0.386,1.6,3.5,0.457,0.516,0.8,1.0,0.799,0.6,2.7,3.3,1.0,0.4,0.3,0.9,1.1,7.8
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,3 seasons,,MIL,NBA,,130.0,18.0,15.8,2.5,6.1,0.408,1.1,3.0,0.376,1.4,3.1,0.439,0.501,0.7,0.9,0.829,0.6,2.5,3.1,0.8,0.4,0.2,0.9,1.0,6.8
9,2 seasons,,IND,NBA,,25.0,11.0,23.9,4.8,10.2,0.471,1.9,4.4,0.423,2.9,5.8,0.507,0.563,1.2,1.7,0.721,0.9,3.6,4.5,2.0,0.5,0.3,1.3,1.6,12.7
