,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
0,1946-47,24.0,PRO,BAA,,11,,,0.4,1.2,.308,0.6,1.1,.583,,0.3,0.3,1.4
1,1947-48,25.0,"Did Not Play (other pro league—PBLA, ABL)","Did Not Play (other pro league—PBLA, ABL)","Did Not Play (other pro league—PBLA, ABL)","Did Not Play (other pro league—PBLA, ABL)","Did Not Play (other pro league—PBLA, ABL)","Did Not Play (other pro league—PBLA, ABL)","Did Not Play (other pro league—PBLA, ABL)","Did Not Play (other pro league—PBLA, ABL)","Did Not Play (other pro league—PBLA, ABL)","Did Not Play (other pro league—PBLA, ABL)","Did Not Play (other pro league—PBLA, ABL)","Did Not Play (other pro league—PBLA, ABL)","Did Not Play (other pro league—PBLA, ABL)","Did Not Play (other pro league—PBLA, ABL)","Did Not Play (other pro league—PBLA, ABL)","Did Not Play (other pro league—PBLA, ABL)"
2,1948-49,26.0,PHW,BAA,,20,,,0.8,2.0,.385,0.6,0.9,.667,,0.4,0.9,2.1
3,Career,,,BAA,,31,,,0.6,1.7,.365,0.6,1.0,.633,,0.3,0.7,1.8
4,,,,,,,,,,,,,,,,,,
5,1 season,,PHW,BAA,,20,,,0.8,2.0,.385,0.6,0.9,.667,,0.4,0.9,2.1
6,1 season,,PRO,BAA,,11,,,0.4,1.2,.308,0.6,1.1,.583,,0.3,0.3,1.4
