,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1979-80,23.0,DET,NBA,SG,67.0,,19.9,4.2,8.9,0.47200000000000003,0.2,0.8,0.28300000000000003,4.0,8.1,0.49,0.484,0.7,1.0,0.682,0.4,1.0,1.5,1.7,0.6,0.2,1.2,1.5,9.3
1,1980-81,24.0,TOT,NBA,"SF,SG",50.0,0.0,9.0,2.1,4.7,0.444,0.2,0.3,0.5,1.9,4.4,0.44,0.462,0.6,0.8,0.7559999999999999,0.3,0.5,0.9,0.7,0.3,0.1,0.7,0.5,4.9
2,1980-81,24.0,DAL,NBA,SF,18.0,,18.7,4.1,8.9,0.46,0.1,0.3,0.33299999999999996,4.0,8.6,0.465,0.466,1.0,1.5,0.667,0.8,1.3,2.2,1.7,0.7,0.2,1.4,1.1,9.3
3,1980-81,24.0,BOS,NBA,SG,32.0,0.0,3.6,0.9,2.3,0.41100000000000003,0.2,0.3,0.6,0.8,2.0,0.381,0.452,0.4,0.4,0.929,0.1,0.1,0.2,0.2,0.2,0.0,0.3,0.3,2.5
4,1981-82,25.0,BOS,NBA,SG,21.0,0.0,7.0,1.6,3.7,0.442,0.0,0.0,0.0,1.6,3.6,0.447,0.442,0.2,0.6,0.33299999999999996,0.3,0.4,0.7,0.6,0.1,0.0,0.1,0.4,3.4
5,1982-83,26.0,GSW,NBA,SG,5.0,0.0,9.8,1.8,3.8,0.474,0.0,0.0,,1.8,3.8,0.474,0.474,0.0,0.0,,0.0,0.6,0.6,1.0,0.4,0.2,1.8,1.0,3.6
6,Career,,,NBA,,143.0,0.0,13.8,3.0,6.5,0.462,0.2,0.5,0.32899999999999996,2.8,6.0,0.473,0.475,0.6,0.8,0.672,0.4,0.8,1.1,1.2,0.4,0.1,0.9,1.0,6.7
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1 season,,DET,NBA,,67.0,,19.9,4.2,8.9,0.47200000000000003,0.2,0.8,0.28300000000000003,4.0,8.1,0.49,0.484,0.7,1.0,0.682,0.4,1.0,1.5,1.7,0.6,0.2,1.2,1.5,9.3
9,2 seasons,,BOS,NBA,,53.0,0.0,4.9,1.2,2.8,0.42700000000000005,0.1,0.2,0.545,1.1,2.6,0.41700000000000004,0.447,0.3,0.5,0.654,0.2,0.2,0.4,0.3,0.2,0.0,0.2,0.3,2.8
10,1 season,,DAL,NBA,,18.0,,18.7,4.1,8.9,0.46,0.1,0.3,0.33299999999999996,4.0,8.6,0.465,0.466,1.0,1.5,0.667,0.8,1.3,2.2,1.7,0.7,0.2,1.4,1.1,9.3
11,1 season,,GSW,NBA,,5.0,0.0,9.8,1.8,3.8,0.474,0.0,0.0,,1.8,3.8,0.474,0.474,0.0,0.0,,0.0,0.6,0.6,1.0,0.4,0.2,1.8,1.0,3.6
