,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,2018-19,20.0,CLE,NBA,PG,82.0,72.0,31.8,6.3,14.7,0.43,1.5,3.6,0.402,4.9,11.1,0.44,0.48,2.6,3.1,0.839,0.7,2.2,2.9,3.0,0.5,0.1,2.3,2.3,16.7
1,2019-20,21.0,CLE,NBA,PG,65.0,65.0,33.0,7.9,16.7,0.472,1.5,3.9,0.38,6.4,12.8,0.501,0.517,3.5,4.1,0.846,0.9,2.2,3.1,3.0,1.0,0.1,2.4,2.2,20.8
2,2020-21,22.0,CLE,NBA,SG,60.0,60.0,35.3,8.8,18.4,0.475,1.6,4.4,0.371,7.1,14.0,0.508,0.519,5.2,6.4,0.815,1.0,2.2,3.1,4.4,1.0,0.2,2.8,2.6,24.3
3,2021-22,23.0,CLE,NBA,SG,11.0,11.0,28.7,6.2,13.7,0.45,1.0,4.1,0.244,5.2,9.6,0.538,0.487,2.6,3.5,0.744,1.2,2.1,3.3,2.1,0.9,0.0,2.8,2.3,16.0
4,2022-23,24.0,UTA,NBA,PG,48.0,15.0,23.9,4.9,9.8,0.506,1.0,2.5,0.393,3.9,7.2,0.546,0.558,3.4,4.1,0.819,0.8,1.4,2.2,2.9,0.6,0.1,1.8,2.3,14.3
5,2023-24,25.0,UTA,NBA,PG,1.0,0.0,20.0,2.0,9.0,0.222,0.0,2.0,0.0,2.0,7.0,0.286,0.222,5.0,7.0,0.714,0.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,9.0
6,Career,,,NBA,,267.0,223.0,31.3,7.0,15.1,0.463,1.4,3.7,0.379,5.6,11.4,0.49,0.509,3.6,4.3,0.825,0.8,2.0,2.9,3.2,0.8,0.1,2.4,2.3,18.9
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,4 seasons,,CLE,NBA,,218.0,208.0,32.9,7.5,16.3,0.458,1.5,3.9,0.378,6.0,12.3,0.484,0.504,3.6,4.3,0.827,0.9,2.2,3.0,3.3,0.8,0.1,2.5,2.3,20.0
9,2 seasons,,UTA,NBA,,49.0,15.0,23.8,4.9,9.7,0.501,1.0,2.5,0.387,3.9,7.2,0.541,0.551,3.4,4.2,0.816,0.8,1.4,2.2,2.8,0.6,0.1,1.8,2.3,14.2
