Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Brandon Ingram,Shared Games with CJ McCollum,Shared Games with Dereon Seabron,Shared Games with Devonte' Graham,Shared Games with Dyson Daniels,Shared Games with Garrett Temple,Shared Games with Herbert Jones,Shared Games with Jaxson Hayes,Shared Games with Jonas Valančiūnas,Shared Games with Jose Alvarado,Shared Games with Kira Lewis Jr.,Shared Games with Larry Nance Jr.,Shared Games with Naji Marshall,Shared Games with Willy Hernangómez,Shared Games with Zion Williamson,Brandon Ingram,CJ McCollum,Dereon Seabron,Devonte' Graham,Dyson Daniels,Garrett Temple,Herbert Jones,Jaxson Hayes,Jonas Valančiūnas,Jose Alvarado,Kira Lewis Jr.,Larry Nance Jr.,Naji Marshall,Willy Hernangómez,Zion Williamson,co_inf with Brandon Ingram,co_inf with CJ McCollum,co_inf with Dereon Seabron,co_inf with Devonte' Graham,co_inf with Dyson Daniels,co_inf with Garrett Temple,co_inf with Herbert Jones,co_inf with Jaxson Hayes,co_inf with Jonas Valančiūnas,co_inf with Jose Alvarado,co_inf with Kira Lewis Jr.,co_inf with Larry Nance Jr.,co_inf with Naji Marshall,co_inf with Willy Hernangómez,co_inf with Zion Williamson,Shared Games with Josh Richardson,Al Horford,Josh Richardson,co_inf with Al Horford,co_inf with Josh Richardson,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
32,32,30,2022-12-23,22-188,NOP,@,OKC,W (+3),1,39:35,8.0,13.0,.615,5.0,8.0,.625,2,2.0,1.000,1.0,4.0,5.0,1.0,2.0,0.0,2.0,1.0,23.0,19.3,+6,5.0,3.0,0.6,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,14.0,60.0,3.75,18.5,63.899999999999984,3.993749999999999
33,33,,2022-12-26,22-191,NOP,,IND,W (+20),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,,98.0,6.125,0.0,83.1,5.19375
34,34,31,2022-12-28,22-193,NOP,,MIN,W (+1),1,26:57,6.0,8.0,.750,5.0,6.0,.833,4,5.0,.800,0.0,3.0,3.0,4.0,0.0,0.0,0.0,3.0,21.0,19.9,+10,2.0,1.0,0.5,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,15.0,48.0,3.0,18.3,63.69999999999998,3.981249999999999
35,35,32,2022-12-30,22-195,NOP,,PHI,W (+11),1,20:07,3.0,4.0,.750,2.0,2.0,1.000,0,0.0,,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,8.0,7.6,-7,2.0,1.0,0.5,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,7.0,77.0,4.8125,7.599999999999999,97.5,6.09375
36,36,33,2022-12-31,22-196,NOP,@,MEM,L (-15),1,23:53,5.0,7.0,.714,2.0,4.0,.500,3,3.0,1.000,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,15.0,12.2,-13,3.0,3.0,1.0,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,8.0,38.0,2.375,11.0,41.3,2.58125
37,37,34,2023-01-02,22-198,NOP,@,PHI,L (-9),1,31:00,3.0,9.0,.333,2.0,6.0,.333,0,0.0,,0.0,6.0,6.0,0.0,0.0,1.0,0.0,2.0,8.0,4.6,+5,3.0,1.0,0.3333333333333333,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,6.0,80.0,5.0,4.6,81.6,5.1
38,38,35,2023-01-04,22-200,NOP,,HOU,W (+11),1,28:35,5.0,13.0,.385,2.0,8.0,.250,2,2.0,1.000,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,14.0,7.1,+1,5.0,3.0,0.6,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,1.0,94.0,5.875,6.299999999999999,101.6,6.35
39,39,36,2023-01-06,22-202,NOP,,BRK,L (-6),1,30:37,3.0,5.0,.600,1.0,2.0,.500,4,4.0,1.000,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,11.0,7.6,-11,3.0,2.0,0.6666666666666666,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,2.0,67.0,4.1875,5.999999999999999,64.3,4.01875
40,40,37,2023-01-07,22-203,NOP,@,DAL,L (-10),1,24:34,3.0,7.0,.429,1.0,4.0,.250,0,0.0,,1.0,1.0,2.0,1.0,0.0,1.0,1.0,5.0,7.0,2.7,-3,3.0,2.0,0.6666666666666666,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,3.0,80.0,5.0,2.6999999999999984,95.6,5.975
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,,0.0,0.0,0.0,0.0,0.0
42,41,38,2023-01-09,22-205,NOP,@,WAS,W (+20),1,22:40,3.0,9.0,.333,0.0,5.0,.000,0,0.0,,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,2.9,0,4.0,3.0,0.75,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,1.0,97.0,6.0625,2.9,102.00000000000004,6.375000000000003
43,42,39,2023-01-11,22-207,NOP,@,BOS,L (-11),1,33:54,7.0,11.0,.636,1.0,4.0,.250,0,0.0,,2.0,4.0,6.0,1.0,3.0,1.0,1.0,2.0,15.0,15.3,-7,7.0,6.0,0.8571428571428571,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,14.0,69.0,4.3125,15.299999999999995,74.2,4.6375
44,43,40,2023-01-13,22-209,NOP,@,DET,W (+6),1,34:34,6.0,11.0,.545,3.0,8.0,.375,4,4.0,1.000,0.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,19.0,17.2,+8,3.0,3.0,1.0,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,11.0,70.0,4.375,15.599999999999998,77.39999999999999,4.8374999999999995
45,44,41,2023-01-16,22-212,NOP,@,CLE,L (-10),1,33:27,7.0,14.0,.500,3.0,6.0,.500,0,0.0,,1.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,17.0,11.0,-16,8.0,4.0,0.5,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,6.0,78.0,4.875,11.0,72.0,4.5
46,45,42,2023-01-18,22-214,NOP,,MIA,L (-26),1,28:45,2.0,9.0,.222,1.0,6.0,.167,0,0.0,,0.0,3.0,3.0,3.0,2.0,0.0,1.0,0.0,5.0,3.5,-21,3.0,1.0,0.3333333333333333,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,3.0,60.0,3.75,3.499999999999999,65.6,4.1
47,46,43,2023-01-20,22-216,NOP,@,ORL,L (-13),1,39:33,7.0,9.0,.778,2.0,4.0,.500,2,2.0,1.000,0.0,6.0,6.0,2.0,0.0,1.0,2.0,1.0,18.0,16.0,-18,5.0,5.0,1.0,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,14.0,82.0,5.125,15.2,82.39999999999999,5.1499999999999995
48,47,44,2023-01-22,22-218,NOP,@,MIA,L (-4),1,34:27,6.0,11.0,.545,2.0,6.0,.333,3,3.0,1.000,1.0,0.0,1.0,0.0,3.0,0.0,1.0,5.0,17.0,12.4,-11,5.0,4.0,0.8,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,6.0,61.0,3.8125,11.2,55.99999999999998,3.4999999999999987
49,48,45,2023-01-24,22-220,NOP,,DEN,L (-1),1,33:01,3.0,10.0,.300,3.0,5.0,.600,1,1.0,1.000,0.0,6.0,6.0,1.0,1.0,0.0,0.0,1.0,10.0,7.3,-4,5.0,0.0,0.0,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,7.0,52.0,3.25,6.899999999999999,60.900000000000006,3.8062500000000004
50,49,46,2023-01-25,22-221,NOP,,MIN,L (-9),1,20:30,2.0,5.0,.400,0.0,3.0,.000,2,2.0,1.000,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,6.0,5.0,-9,2.0,2.0,1.0,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,2.0,46.0,2.875,4.2,51.39999999999999,3.2124999999999995
51,50,47,2023-01-28,22-224,NOP,,WAS,L (-10),1,26:39,4.0,11.0,.364,1.0,5.0,.200,1,1.0,1.000,0.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,10.0,6.9,-5,6.0,3.0,0.5,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,3.0,62.0,3.875,6.5,58.9,3.68125
52,51,48,2023-01-29,22-225,NOP,@,MIL,L (-25),1,36:06,6.0,11.0,.545,4.0,6.0,.667,0,1.0,.000,1.0,1.0,2.0,2.0,1.0,0.0,2.0,0.0,16.0,11.7,-29,5.0,2.0,0.4,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,7.0,52.0,3.25,11.699999999999998,54.20000000000001,3.3875000000000006
53,52,49,2023-01-31,22-227,NOP,@,DEN,L (-9),1,31:42,6.0,11.0,.545,1.0,5.0,.200,1,1.0,1.000,0.0,3.0,3.0,1.0,2.0,0.0,0.0,2.0,14.0,11.5,-11,6.0,5.0,0.8333333333333334,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,8.0,82.0,5.125,11.099999999999996,83.4,5.2125
54,53,50,2023-02-02,22-229,NOP,@,DAL,L (-5),1,33:30,3.0,6.0,.500,0.0,3.0,.000,3,3.0,1.000,0.0,3.0,3.0,2.0,1.0,0.0,0.0,2.0,9.0,8.5,+2,3.0,3.0,1.0,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,6.0,81.0,5.0625,7.300000000000002,79.79999999999998,4.987499999999999
55,54,51,2023-02-04,22-231,NOP,,LAL,W (+5),1,28:12,7.0,12.0,.583,4.0,9.0,.444,3,3.0,1.000,1.0,4.0,5.0,0.0,0.0,0.0,0.0,4.0,21.0,15.7,+8,3.0,3.0,1.0,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,11.0,79.0,4.9375,14.500000000000002,92.20000000000002,5.762500000000001
56,55,52,2023-02-05,22-232,NOP,,SAC,W (+32),1,35:58,9.0,11.0,.818,6.0,8.0,.750,6,7.0,.857,0.0,4.0,4.0,2.0,1.0,0.0,1.0,3.0,30.0,26.9,+34,3.0,3.0,1.0,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,18.0,81.0,5.0625,24.500000000000004,94.90000000000002,5.931250000000001
57,56,53,2023-02-07,22-234,NOP,,ATL,W (+9),1,31:43,6.0,13.0,.462,4.0,9.0,.444,0,0.0,,2.0,2.0,4.0,2.0,0.0,0.0,0.0,3.0,16.0,11.5,+8,4.0,2.0,0.5,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,9.0,71.0,4.4375,11.499999999999996,82.1,5.13125
58,57,54,2023-02-10,22-237,NOP,,CLE,L (-11),1,33:53,7.0,13.0,.538,2.0,5.0,.400,1,2.0,.500,1.0,3.0,4.0,0.0,0.0,0.0,1.0,4.0,17.0,9.3,-11,8.0,5.0,0.625,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,5.0,82.0,5.125,8.899999999999999,80.39999999999999,5.0249999999999995
59,58,55,2023-02-13,22-240,NOP,@,OKC,W (+3),1,31:30,3.0,11.0,.273,3.0,8.0,.375,3,4.0,.750,0.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,12.0,6.0,+13,3.0,0.0,0.0,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,2.0,53.0,3.3125,4.8,61.6,3.85
60,59,56,2023-02-15,22-242,NOP,@,LAL,L (-18),1,20:17,0.0,6.0,.000,0.0,4.0,.000,2,2.0,1.000,0.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,-3.0,-15,2.0,0.0,0.0,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,-5.0,75.0,4.6875,-3.8,73.49999999999999,4.593749999999999
61,60,57,2023-02-23,22-250,NOP,@,TOR,L (-5),0,23:02,3.0,8.0,.375,1.0,5.0,.200,2,2.0,1.000,1.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,9.0,4.8,0,3.0,2.0,0.6666666666666666,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,1.0,80.0,5.0,4.0,76.5,4.78125
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,,0.0,0.0,0.0,0.0,0.0
63,61,58,2023-02-25,22-252,NOP,@,NYK,L (-22),0,27:27,4.0,9.0,.444,0.0,3.0,.000,3,3.0,1.000,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,11.0,8.7,-14,6.0,4.0,0.6666666666666666,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,3.0,57.0,3.5625,7.499999999999999,59.20000000000002,3.700000000000001
64,62,59,2023-02-27,22-254,NOP,,ORL,L (-8),0,20:38,2.0,8.0,.250,1.0,4.0,.250,2,3.0,.667,1.0,2.0,3.0,3.0,1.0,0.0,2.0,1.0,7.0,3.8,0,4.0,1.0,0.25,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,1.0,51.0,3.1875,2.999999999999999,50.9,3.18125
65,63,60,2023-03-01,22-256,NOP,@,POR,W (+11),0,31:59,3.0,10.0,.300,3.0,10.0,.300,0,0.0,,1.0,4.0,5.0,3.0,3.0,0.0,0.0,1.0,9.0,9.8,+16,0.0,0.0,,43,73,5,50,57,22,64,44,76,58,24,62,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,38.0,29.0,0.9555555555555556,0.9733333333333334,1.0,0.684931506849315,0.9661016949152542,0.88,0.9696969696969696,0.9361702127659576,0.9620253164556962,0.9508196721311476,0.96,0.953846153846154,0.961038961038961,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,10.0,92.0,5.75,9.799999999999995,86.5,5.40625
