Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Caris LeVert,Shared Games with Cedi Osman,Shared Games with Darius Garland,Shared Games with Dean Wade,Shared Games with Donovan Mitchell,Shared Games with Dylan Windler,Shared Games with Evan Mobley,Shared Games with Isaac Okoro,Shared Games with Isaiah Mobley,Shared Games with Kevin Love,Shared Games with Lamar Stevens,Shared Games with Mamadi Diakite,Shared Games with Raul Neto,Shared Games with Ricky Rubio,Shared Games with Robin Lopez,Caris LeVert,Cedi Osman,Darius Garland,Dean Wade,Donovan Mitchell,Dylan Windler,Evan Mobley,Isaac Okoro,Isaiah Mobley,Kevin Love,Lamar Stevens,Mamadi Diakite,Raul Neto,Ricky Rubio,Robin Lopez,Sam Merrill,co_inf with Caris LeVert,co_inf with Cedi Osman,co_inf with Darius Garland,co_inf with Dean Wade,co_inf with Donovan Mitchell,co_inf with Dylan Windler,co_inf with Evan Mobley,co_inf with Isaac Okoro,co_inf with Isaiah Mobley,co_inf with Kevin Love,co_inf with Lamar Stevens,co_inf with Mamadi Diakite,co_inf with Raul Neto,co_inf with Ricky Rubio,co_inf with Robin Lopez,co_inf with Sam Merrill,Shared Games with Danny Green,Danny Green,Dejounte Murray,co_inf with Danny Green,co_inf with Dejounte Murray,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
21,21,,2022-11-28,24-221,CLE,@,TOR,L (-12),Did Not Dress,Did Not Dress,0.0,0.0,Did Not Dress,,,Did Not Dress,Did Not Dress,0.0,Did Not Dress,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Dress,Did Not Dress,,,,62,63,56,36,57,1,66,65,7,37,51,12,38,27,27,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.8115942028985508,0.8181818181818182,0.8382352941176471,0.3333333333333333,0.8354430379746836,0.8552631578947368,0.5833333333333334,0.5967741935483871,0.8225806451612904,0.5454545454545454,0.7916666666666666,0.8181818181818182,0.7297297297297297,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,,59.0,3.6875,0.0,68.2,4.2625
22,22,,2022-11-30,24-223,CLE,,PHI,W (+28),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,62,63,56,36,57,1,66,65,7,37,51,12,38,27,27,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.8115942028985508,0.8181818181818182,0.8382352941176471,0.3333333333333333,0.8354430379746836,0.8552631578947368,0.5833333333333334,0.5967741935483871,0.8225806451612904,0.5454545454545454,0.7916666666666666,0.8181818181818182,0.7297297297297297,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,,100.0,6.25,0.0,114.6,7.1625
23,23,,2022-12-02,24-225,CLE,,ORL,W (+11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,62,63,56,36,57,1,66,65,7,37,51,12,38,27,27,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.8115942028985508,0.8181818181818182,0.8382352941176471,0.3333333333333333,0.8354430379746836,0.8552631578947368,0.5833333333333334,0.5967741935483871,0.8225806451612904,0.5454545454545454,0.7916666666666666,0.8181818181818182,0.7297297297297297,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,,71.0,4.4375,0.0,97.90000000000003,6.118750000000002
24,24,,2022-12-04,24-227,CLE,@,NYK,L (-11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,62,63,56,36,57,1,66,65,7,37,51,12,38,27,27,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.8115942028985508,0.8181818181818182,0.8382352941176471,0.3333333333333333,0.8354430379746836,0.8552631578947368,0.5833333333333334,0.5967741935483871,0.8225806451612904,0.5454545454545454,0.7916666666666666,0.8181818181818182,0.7297297297297297,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,,38.0,2.375,0.0,57.3,3.58125
25,25,18,2022-12-06,24-229,CLE,,LAL,W (+14),1,38:25,11.0,14.0,.786,0.0,0.0,,2,4.0,.500,3.0,8.0,11.0,1.0,3.0,1.0,2.0,2.0,24.0,23.9,+21,14.0,11.0,0.7857142857142857,62,63,56,36,57,1,66,65,7,37,51,12,38,27,27,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.8115942028985508,0.8181818181818182,0.8382352941176471,0.3333333333333333,0.8354430379746836,0.8552631578947368,0.5833333333333334,0.5967741935483871,0.8225806451612904,0.5454545454545454,0.7916666666666666,0.8181818181818182,0.7297297297297297,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,20.0,61.0,3.8125,23.100000000000005,74.50000000000001,4.656250000000001
26,26,19,2022-12-09,24-232,CLE,,SAC,L (-11),1,32:03,2.0,5.0,.400,0.0,1.0,.000,5,6.0,.833,4.0,4.0,8.0,1.0,0.0,2.0,5.0,5.0,9.0,5.0,-10,4.0,2.0,0.5,62,63,56,36,57,1,66,65,7,37,51,12,38,27,27,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.8115942028985508,0.8181818181818182,0.8382352941176471,0.3333333333333333,0.8354430379746836,0.8552631578947368,0.5833333333333334,0.5967741935483871,0.8225806451612904,0.5454545454545454,0.7916666666666666,0.8181818181818182,0.7297297297297297,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,4.0,38.0,2.375,3.0,51.1,3.19375
27,27,20,2022-12-10,24-233,CLE,,OKC,W (+8),1,36:44,7.0,9.0,.778,0.0,0.0,,7,13.0,.538,6.0,5.0,11.0,1.0,1.0,1.0,1.0,4.0,21.0,20.6,+6,9.0,7.0,0.7777777777777778,62,63,56,36,57,1,66,65,7,37,51,12,38,27,27,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.8115942028985508,0.8181818181818182,0.8382352941176471,0.3333333333333333,0.8354430379746836,0.8552631578947368,0.5833333333333334,0.5967741935483871,0.8225806451612904,0.5454545454545454,0.7916666666666666,0.8181818181818182,0.7297297297297297,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,12.0,59.0,3.6875,17.799999999999997,67.19999999999999,4.199999999999999
28,28,21,2022-12-12,24-235,CLE,@,SAS,L (-1),1,36:08,7.0,11.0,.636,0.0,0.0,,2,2.0,1.000,3.0,4.0,7.0,3.0,1.0,3.0,0.0,2.0,16.0,18.8,+1,11.0,7.0,0.6363636363636364,62,63,56,36,57,1,66,65,7,37,51,12,38,27,27,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.8115942028985508,0.8181818181818182,0.8382352941176471,0.3333333333333333,0.8354430379746836,0.8552631578947368,0.5833333333333334,0.5967741935483871,0.8225806451612904,0.5454545454545454,0.7916666666666666,0.8181818181818182,0.7297297297297297,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,17.0,47.0,2.9375,17.999999999999996,62.1,3.88125
29,29,22,2022-12-14,24-237,CLE,@,DAL,W (+15),1,35:53,6.0,7.0,.857,0.0,0.0,,2,2.0,1.000,0.0,6.0,6.0,3.0,2.0,0.0,0.0,3.0,14.0,16.2,+20,7.0,6.0,0.8571428571428571,62,63,56,36,57,1,66,65,7,37,51,12,38,27,27,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.8115942028985508,0.8181818181818182,0.8382352941176471,0.3333333333333333,0.8354430379746836,0.8552631578947368,0.5833333333333334,0.5967741935483871,0.8225806451612904,0.5454545454545454,0.7916666666666666,0.8181818181818182,0.7297297297297297,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,16.0,55.0,3.4375,15.4,68.39999999999999,4.2749999999999995
30,30,23,2022-12-16,24-239,CLE,,IND,W (+6),1,38:48,2.0,3.0,.667,0.0,0.0,,3,4.0,.750,2.0,3.0,5.0,2.0,0.0,0.0,0.0,2.0,7.0,8.2,+6,3.0,2.0,0.6666666666666666,62,63,56,36,57,1,66,65,7,37,51,12,38,27,27,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.8115942028985508,0.8181818181818182,0.8382352941176471,0.3333333333333333,0.8354430379746836,0.8552631578947368,0.5833333333333334,0.5967741935483871,0.8225806451612904,0.5454545454545454,0.7916666666666666,0.8181818181818182,0.7297297297297297,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,7.0,57.0,3.5625,7.000000000000001,78.1,4.88125
31,31,24,2022-12-17,24-240,CLE,,DAL,W (+1),1,39:30,3.0,7.0,.429,0.0,0.0,,2,6.0,.333,4.0,11.0,15.0,1.0,0.0,2.0,0.0,1.0,8.0,10.5,-9,7.0,3.0,0.4285714285714285,62,63,56,36,57,1,66,65,7,37,51,12,38,27,27,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.8115942028985508,0.8181818181818182,0.8382352941176471,0.3333333333333333,0.8354430379746836,0.8552631578947368,0.5833333333333334,0.5967741935483871,0.8225806451612904,0.5454545454545454,0.7916666666666666,0.8181818181818182,0.7297297297297297,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,13.0,46.0,2.875,9.7,61.1,3.81875
32,32,25,2022-12-19,24-242,CLE,,UTA,W (+23),1,30:05,7.0,11.0,.636,0.0,0.0,,6,6.0,1.000,2.0,9.0,11.0,2.0,2.0,3.0,3.0,3.0,20.0,20.5,+18,11.0,7.0,0.6363636363636364,62,63,56,36,57,1,66,65,7,37,51,12,38,27,27,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.8115942028985508,0.8181818181818182,0.8382352941176471,0.3333333333333333,0.8354430379746836,0.8552631578947368,0.5833333333333334,0.5967741935483871,0.8225806451612904,0.5454545454545454,0.7916666666666666,0.8181818181818182,0.7297297297297297,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,18.0,60.0,3.75,18.1,76.30000000000001,4.768750000000001
33,33,26,2022-12-21,24-244,CLE,,MIL,W (+8),1,39:46,8.0,10.0,.800,0.0,0.0,,3,4.0,.750,4.0,4.0,8.0,3.0,1.0,0.0,1.0,1.0,19.0,20.5,+16,10.0,8.0,0.8,62,63,56,36,57,1,66,65,7,37,51,12,38,27,27,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.8115942028985508,0.8181818181818182,0.8382352941176471,0.3333333333333333,0.8354430379746836,0.8552631578947368,0.5833333333333334,0.5967741935483871,0.8225806451612904,0.5454545454545454,0.7916666666666666,0.8181818181818182,0.7297297297297297,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,16.0,45.0,2.8125,19.3,74.1,4.63125
34,34,27,2022-12-23,24-246,CLE,,TOR,L (-11),1,30:32,5.0,6.0,.833,0.0,0.0,,1,2.0,.500,1.0,6.0,7.0,1.0,1.0,0.0,0.0,2.0,11.0,11.8,-12,6.0,5.0,0.8333333333333334,62,63,56,36,57,1,66,65,7,37,51,12,38,27,27,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.8115942028985508,0.8181818181818182,0.8382352941176471,0.3333333333333333,0.8354430379746836,0.8552631578947368,0.5833333333333334,0.5967741935483871,0.8225806451612904,0.5454545454545454,0.7916666666666666,0.8181818181818182,0.7297297297297297,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,12.0,43.0,2.6875,11.4,66.69999999999999,4.168749999999999
35,35,28,2022-12-26,24-249,CLE,,BRK,L (-8),1,31:59,2.0,5.0,.400,0.0,1.0,.000,6,8.0,.750,4.0,7.0,11.0,1.0,1.0,1.0,2.0,0.0,10.0,11.8,-14,4.0,2.0,0.5,62,63,56,36,57,1,66,65,7,37,51,12,38,27,27,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.8115942028985508,0.8181818181818182,0.8382352941176471,0.3333333333333333,0.8354430379746836,0.8552631578947368,0.5833333333333334,0.5967741935483871,0.8225806451612904,0.5454545454545454,0.7916666666666666,0.8181818181818182,0.7297297297297297,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,9.0,50.0,3.125,9.400000000000002,84.1,5.25625
36,36,29,2022-12-29,24-252,CLE,@,IND,L (-9),1,37:34,8.0,11.0,.727,0.0,0.0,,3,4.0,.750,4.0,10.0,14.0,1.0,1.0,1.0,1.0,2.0,19.0,20.5,+1,11.0,8.0,0.7272727272727273,62,63,56,36,57,1,66,65,7,37,51,12,38,27,27,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.8115942028985508,0.8181818181818182,0.8382352941176471,0.3333333333333333,0.8354430379746836,0.8552631578947368,0.5833333333333334,0.5967741935483871,0.8225806451612904,0.5454545454545454,0.7916666666666666,0.8181818181818182,0.7297297297297297,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,20.0,72.0,4.5,19.3,94.8,5.925
37,37,30,2022-12-31,24-254,CLE,@,CHI,W (+1),1,34:52,3.0,9.0,.333,0.0,0.0,,0,2.0,.000,4.0,6.0,10.0,2.0,2.0,2.0,2.0,1.0,6.0,7.1,-3,9.0,3.0,0.3333333333333333,62,63,56,36,57,1,66,65,7,37,51,12,38,27,27,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.8115942028985508,0.8181818181818182,0.8382352941176471,0.3333333333333333,0.8354430379746836,0.8552631578947368,0.5833333333333334,0.5967741935483871,0.8225806451612904,0.5454545454545454,0.7916666666666666,0.8181818181818182,0.7297297297297297,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,9.0,59.0,3.6875,7.1,71.69999999999999,4.481249999999999
38,38,31,2023-01-02,24-256,CLE,,CHI,W (+11),1,38:35,9.0,10.0,.900,0.0,0.0,,3,6.0,.500,6.0,2.0,8.0,2.0,0.0,1.0,1.0,4.0,21.0,20.7,+11,10.0,9.0,0.9,62,63,56,36,57,1,66,65,7,37,51,12,38,27,27,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.8115942028985508,0.8181818181818182,0.8382352941176471,0.3333333333333333,0.8354430379746836,0.8552631578947368,0.5833333333333334,0.5967741935483871,0.8225806451612904,0.5454545454545454,0.7916666666666666,0.8181818181818182,0.7297297297297297,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,15.0,54.0,3.375,19.5,89.79999999999998,5.612499999999999
39,39,32,2023-01-04,24-258,CLE,,PHO,W (+2),1,32:38,1.0,3.0,.333,0.0,1.0,.000,0,0.0,,0.0,8.0,8.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,+5,2.0,1.0,0.5,62,63,56,36,57,1,66,65,7,37,51,12,38,27,27,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.8115942028985508,0.8181818181818182,0.8382352941176471,0.3333333333333333,0.8354430379746836,0.8552631578947368,0.5833333333333334,0.5967741935483871,0.8225806451612904,0.5454545454545454,0.7916666666666666,0.8181818181818182,0.7297297297297297,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,8.0,43.0,2.6875,3.0,63.8,3.9875
40,40,33,2023-01-06,24-260,CLE,@,DEN,L (-13),1,35:35,4.0,11.0,.364,0.0,1.0,.000,5,8.0,.625,7.0,2.0,9.0,1.0,1.0,1.0,1.0,2.0,13.0,11.8,-18,10.0,4.0,0.4,62,63,56,36,57,1,66,65,7,37,51,12,38,27,27,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.8115942028985508,0.8181818181818182,0.8382352941176471,0.3333333333333333,0.8354430379746836,0.8552631578947368,0.5833333333333334,0.5967741935483871,0.8225806451612904,0.5454545454545454,0.7916666666666666,0.8181818181818182,0.7297297297297297,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,5.0,54.0,3.375,9.8,76.79999999999998,4.799999999999999
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,62,63,56,36,57,1,66,65,7,37,51,12,38,27,27,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.8115942028985508,0.8181818181818182,0.8382352941176471,0.3333333333333333,0.8354430379746836,0.8552631578947368,0.5833333333333334,0.5967741935483871,0.8225806451612904,0.5454545454545454,0.7916666666666666,0.8181818181818182,0.7297297297297297,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,,0.0,0.0,0.0,0.0,0.0
42,41,34,2023-01-08,24-262,CLE,@,PHO,W (+14),1,28:49,6.0,7.0,.857,0.0,0.0,,1,2.0,.500,2.0,10.0,12.0,5.0,1.0,2.0,0.0,0.0,13.0,20.4,+4,7.0,6.0,0.8571428571428571,62,63,56,36,57,1,66,65,7,37,51,12,38,27,27,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.8115942028985508,0.8181818181818182,0.8382352941176471,0.3333333333333333,0.8354430379746836,0.8552631578947368,0.5833333333333334,0.5967741935483871,0.8225806451612904,0.5454545454545454,0.7916666666666666,0.8181818181818182,0.7297297297297297,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,24.0,60.0,3.75,20.0,76.5,4.78125
43,42,35,2023-01-10,24-264,CLE,@,UTA,L (-2),1,6:45,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,-0.1,+4,0.0,0.0,,62,63,56,36,57,1,66,65,7,37,51,12,38,27,27,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.8115942028985508,0.8181818181818182,0.8382352941176471,0.3333333333333333,0.8354430379746836,0.8552631578947368,0.5833333333333334,0.5967741935483871,0.8225806451612904,0.5454545454545454,0.7916666666666666,0.8181818181818182,0.7297297297297297,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,1.0,71.0,4.4375,-0.1,92.70000000000002,5.793750000000001
44,43,36,2023-01-12,24-266,CLE,@,POR,W (+6),1,38:45,11.0,17.0,.647,0.0,1.0,.000,2,2.0,1.000,2.0,8.0,10.0,6.0,1.0,0.0,0.0,3.0,24.0,24.3,+7,16.0,11.0,0.6875,62,63,56,36,57,1,66,65,7,37,51,12,38,27,27,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.8115942028985508,0.8181818181818182,0.8382352941176471,0.3333333333333333,0.8354430379746836,0.8552631578947368,0.5833333333333334,0.5967741935483871,0.8225806451612904,0.5454545454545454,0.7916666666666666,0.8181818181818182,0.7297297297297297,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,22.0,59.0,3.6875,23.5,85.19999999999999,5.324999999999999
45,44,37,2023-01-14,24-268,CLE,@,MIN,L (-8),1,34:10,8.0,10.0,.800,0.0,0.0,,3,3.0,1.000,2.0,6.0,8.0,2.0,0.0,2.0,3.0,3.0,19.0,17.0,-4,10.0,8.0,0.8,62,63,56,36,57,1,66,65,7,37,51,12,38,27,27,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.8115942028985508,0.8181818181818182,0.8382352941176471,0.3333333333333333,0.8354430379746836,0.8552631578947368,0.5833333333333334,0.5967741935483871,0.8225806451612904,0.5454545454545454,0.7916666666666666,0.8181818181818182,0.7297297297297297,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,15.0,55.0,3.4375,15.799999999999995,75.0,4.6875
46,45,38,2023-01-16,24-270,CLE,,NOP,W (+10),1,37:04,9.0,12.0,.750,0.0,0.0,,6,6.0,1.000,7.0,4.0,11.0,5.0,2.0,1.0,1.0,2.0,24.0,29.7,+14,12.0,9.0,0.75,62,63,56,36,57,1,66,65,7,37,51,12,38,27,27,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.8115942028985508,0.8181818181818182,0.8382352941176471,0.3333333333333333,0.8354430379746836,0.8552631578947368,0.5833333333333334,0.5967741935483871,0.8225806451612904,0.5454545454545454,0.7916666666666666,0.8181818181818182,0.7297297297297297,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,24.0,52.0,3.25,27.300000000000008,74.7,4.66875
47,46,39,2023-01-18,24-272,CLE,@,MEM,L (-1),1,36:13,6.0,9.0,.667,0.0,0.0,,2,5.0,.400,5.0,3.0,8.0,0.0,0.0,2.0,2.0,4.0,14.0,11.1,+9,9.0,6.0,0.6666666666666666,62,63,56,36,57,1,66,65,7,37,51,12,38,27,27,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.8115942028985508,0.8181818181818182,0.8382352941176471,0.3333333333333333,0.8354430379746836,0.8552631578947368,0.5833333333333334,0.5967741935483871,0.8225806451612904,0.5454545454545454,0.7916666666666666,0.8181818181818182,0.7297297297297297,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,8.0,100.0,6.25,10.299999999999995,108.00000000000004,6.750000000000003
48,47,40,2023-01-20,24-274,CLE,,GSW,L (-6),1,31:14,4.0,7.0,.571,0.0,0.0,,0,0.0,,3.0,5.0,8.0,2.0,0.0,3.0,1.0,3.0,8.0,9.6,-13,7.0,4.0,0.5714285714285714,62,63,56,36,57,1,66,65,7,37,51,12,38,27,27,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.8115942028985508,0.8181818181818182,0.8382352941176471,0.3333333333333333,0.8354430379746836,0.8552631578947368,0.5833333333333334,0.5967741935483871,0.8225806451612904,0.5454545454545454,0.7916666666666666,0.8181818181818182,0.7297297297297297,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,13.0,58.0,3.625,9.6,85.49999999999997,5.343749999999998
49,48,41,2023-01-21,24-275,CLE,,MIL,W (+12),1,27:20,6.0,10.0,.600,0.0,0.0,,0,0.0,,1.0,5.0,6.0,2.0,2.0,1.0,2.0,3.0,12.0,10.5,-1,10.0,6.0,0.6,62,63,56,36,57,1,66,65,7,37,51,12,38,27,27,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.8115942028985508,0.8181818181818182,0.8382352941176471,0.3333333333333333,0.8354430379746836,0.8552631578947368,0.5833333333333334,0.5967741935483871,0.8225806451612904,0.5454545454545454,0.7916666666666666,0.8181818181818182,0.7297297297297297,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,11.0,78.0,4.875,10.5,98.20000000000002,6.137500000000001
50,49,42,2023-01-24,24-278,CLE,@,NYK,L (-2),1,38:47,12.0,17.0,.706,0.0,0.0,,0,0.0,,1.0,11.0,12.0,1.0,0.0,1.0,2.0,1.0,24.0,19.9,+15,17.0,12.0,0.7058823529411765,62,63,56,36,57,1,66,65,7,37,51,12,38,27,27,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.8115942028985508,0.8181818181818182,0.8382352941176471,0.3333333333333333,0.8354430379746836,0.8552631578947368,0.5833333333333334,0.5967741935483871,0.8225806451612904,0.5454545454545454,0.7916666666666666,0.8181818181818182,0.7297297297297297,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,19.0,55.0,3.4375,19.90000000000001,70.30000000000001,4.393750000000001
51,50,43,2023-01-26,24-280,CLE,@,HOU,W (+18),1,34:36,6.0,10.0,.600,0.0,0.0,,2,2.0,1.000,1.0,9.0,10.0,1.0,3.0,0.0,1.0,2.0,14.0,14.7,+23,10.0,6.0,0.6,62,63,56,36,57,1,66,65,7,37,51,12,38,27,27,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.8115942028985508,0.8181818181818182,0.8382352941176471,0.3333333333333333,0.8354430379746836,0.8552631578947368,0.5833333333333334,0.5967741935483871,0.8225806451612904,0.5454545454545454,0.7916666666666666,0.8181818181818182,0.7297297297297297,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,15.0,75.0,4.6875,13.899999999999997,95.29999999999998,5.956249999999999
52,51,44,2023-01-27,24-281,CLE,@,OKC,L (-12),1,35:36,6.0,8.0,.750,0.0,0.0,,1,2.0,.500,5.0,4.0,9.0,0.0,0.0,1.0,0.0,1.0,13.0,14.4,-10,8.0,6.0,0.75,62,63,56,36,57,1,66,65,7,37,51,12,38,27,27,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.8115942028985508,0.8181818181818182,0.8382352941176471,0.3333333333333333,0.8354430379746836,0.8552631578947368,0.5833333333333334,0.5967741935483871,0.8225806451612904,0.5454545454545454,0.7916666666666666,0.8181818181818182,0.7297297297297297,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,13.0,76.0,4.75,13.999999999999996,97.6,6.1
