Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Caris LeVert,Shared Games with Cedi Osman,Shared Games with Darius Garland,Shared Games with Dean Wade,Shared Games with Donovan Mitchell,Shared Games with Dylan Windler,Shared Games with Evan Mobley,Shared Games with Isaac Okoro,Shared Games with Isaiah Mobley,Shared Games with Kevin Love,Shared Games with Lamar Stevens,Shared Games with Mamadi Diakite,Shared Games with Raul Neto,Shared Games with Ricky Rubio,Shared Games with Robin Lopez,Caris LeVert,Cedi Osman,Darius Garland,Dean Wade,Donovan Mitchell,Dylan Windler,Evan Mobley,Isaac Okoro,Isaiah Mobley,Kevin Love,Lamar Stevens,Mamadi Diakite,Raul Neto,Ricky Rubio,Robin Lopez,Sam Merrill,co_inf with Caris LeVert,co_inf with Cedi Osman,co_inf with Darius Garland,co_inf with Dean Wade,co_inf with Donovan Mitchell,co_inf with Dylan Windler,co_inf with Evan Mobley,co_inf with Isaac Okoro,co_inf with Isaiah Mobley,co_inf with Kevin Love,co_inf with Lamar Stevens,co_inf with Mamadi Diakite,co_inf with Raul Neto,co_inf with Ricky Rubio,co_inf with Robin Lopez,co_inf with Sam Merrill,Shared Games with Danny Green,Danny Green,Dejounte Murray,co_inf with Danny Green,co_inf with Dejounte Murray,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
53,52,45,2023-01-29,24-283,CLE,,LAC,W (+23),1,25:47,6.0,10.0,.600,1.0,1.0,1.000,2,3.0,.667,2.0,6.0,8.0,3.0,2.0,0.0,5.0,2.0,15.0,11.5,+27,9.0,5.0,0.5555555555555556,62,63,56,36,57,1,66,65,7,37,51,12,38,27,27,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.8115942028985508,0.8181818181818182,0.8382352941176471,0.3333333333333333,0.8354430379746836,0.8552631578947368,0.5833333333333334,0.5967741935483871,0.8225806451612904,0.5454545454545454,0.7916666666666666,0.8181818181818182,0.7297297297297297,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,10.0,109.0,6.8125,10.699999999999996,117.1,7.31875
54,53,46,2023-01-31,24-285,CLE,,MIA,L (-3),1,34:04,6.0,8.0,.750,0.0,0.0,,2,3.0,.667,1.0,10.0,11.0,0.0,2.0,1.0,2.0,2.0,14.0,14.0,-17,8.0,6.0,0.75,62,63,56,36,57,1,66,65,7,37,51,12,38,27,27,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.8115942028985508,0.8181818181818182,0.8382352941176471,0.3333333333333333,0.8354430379746836,0.8552631578947368,0.5833333333333334,0.5967741935483871,0.8225806451612904,0.5454545454545454,0.7916666666666666,0.8181818181818182,0.7297297297297297,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,15.0,69.0,4.3125,13.199999999999996,77.5,4.84375
55,54,47,2023-02-02,24-287,CLE,,MEM,W (+15),1,37:57,9.0,12.0,.750,0.0,0.0,,0,0.0,,3.0,8.0,11.0,4.0,2.0,2.0,3.0,2.0,18.0,20.1,+20,12.0,9.0,0.75,62,63,56,36,57,1,66,65,7,37,51,12,38,27,27,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.8115942028985508,0.8181818181818182,0.8382352941176471,0.3333333333333333,0.8354430379746836,0.8552631578947368,0.5833333333333334,0.5967741935483871,0.8225806451612904,0.5454545454545454,0.7916666666666666,0.8181818181818182,0.7297297297297297,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,22.0,83.0,5.1875,20.100000000000005,109.4,6.8375
56,55,48,2023-02-05,24-290,CLE,@,IND,W (+19),1,29:44,9.0,11.0,.818,0.0,0.0,,0,0.0,,3.0,10.0,13.0,0.0,0.0,1.0,2.0,3.0,18.0,16.5,+9,11.0,9.0,0.8181818181818182,62,63,56,36,57,1,66,65,7,37,51,12,38,27,27,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.8115942028985508,0.8181818181818182,0.8382352941176471,0.3333333333333333,0.8354430379746836,0.8552631578947368,0.5833333333333334,0.5967741935483871,0.8225806451612904,0.5454545454545454,0.7916666666666666,0.8181818181818182,0.7297297297297297,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,19.0,90.0,5.625,16.500000000000004,100.4,6.275
57,56,49,2023-02-06,24-291,CLE,@,WAS,W (+23),1,37:23,10.0,13.0,.769,0.0,0.0,,3,4.0,.750,1.0,7.0,8.0,3.0,0.0,2.0,2.0,1.0,23.0,21.4,+24,13.0,10.0,0.7692307692307693,62,63,56,36,57,1,66,65,7,37,51,12,38,27,27,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.8115942028985508,0.8181818181818182,0.8382352941176471,0.3333333333333333,0.8354430379746836,0.8552631578947368,0.5833333333333334,0.5967741935483871,0.8225806451612904,0.5454545454545454,0.7916666666666666,0.8181818181818182,0.7297297297297297,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,17.0,81.0,5.0625,20.2,89.60000000000002,5.600000000000001
58,57,50,2023-02-08,24-293,CLE,,DET,W (+28),1,29:48,9.0,13.0,.692,0.0,0.0,,2,5.0,.400,9.0,7.0,16.0,1.0,0.0,1.0,2.0,1.0,20.0,20.7,+18,13.0,9.0,0.6923076923076923,62,63,56,36,57,1,66,65,7,37,51,12,38,27,27,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.8115942028985508,0.8181818181818182,0.8382352941176471,0.3333333333333333,0.8354430379746836,0.8552631578947368,0.5833333333333334,0.5967741935483871,0.8225806451612904,0.5454545454545454,0.7916666666666666,0.8181818181818182,0.7297297297297297,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,18.0,75.0,4.6875,19.90000000000001,87.8,5.4875
59,58,51,2023-02-10,24-295,CLE,@,NOP,W (+11),1,30:39,8.0,11.0,.727,0.0,0.0,,4,4.0,1.000,6.0,5.0,11.0,4.0,0.0,2.0,2.0,5.0,20.0,21.4,+11,11.0,8.0,0.7272727272727273,62,63,56,36,57,1,66,65,7,37,51,12,38,27,27,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.8115942028985508,0.8181818181818182,0.8382352941176471,0.3333333333333333,0.8354430379746836,0.8552631578947368,0.5833333333333334,0.5967741935483871,0.8225806451612904,0.5454545454545454,0.7916666666666666,0.8181818181818182,0.7297297297297297,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,20.0,84.0,5.25,19.8,99.2,6.2
60,59,52,2023-02-11,24-296,CLE,,CHI,W (+8),1,33:10,10.0,13.0,.769,0.0,0.0,,3,5.0,.600,4.0,6.0,10.0,0.0,0.0,1.0,2.0,3.0,23.0,19.2,+3,13.0,10.0,0.7692307692307693,62,63,56,36,57,1,66,65,7,37,51,12,38,27,27,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.8115942028985508,0.8181818181818182,0.8382352941176471,0.3333333333333333,0.8354430379746836,0.8552631578947368,0.5833333333333334,0.5967741935483871,0.8225806451612904,0.5454545454545454,0.7916666666666666,0.8181818181818182,0.7297297297297297,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,14.0,45.0,2.8125,18.000000000000004,55.2,3.45
61,60,53,2023-02-13,24-298,CLE,,SAS,W (+8),1,38:50,7.0,11.0,.636,0.0,0.0,,3,3.0,1.000,5.0,6.0,11.0,0.0,2.0,3.0,0.0,3.0,17.0,20.3,+11,11.0,7.0,0.6363636363636364,62,63,56,36,57,1,66,65,7,37,51,12,38,27,27,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.8115942028985508,0.8181818181818182,0.8382352941176471,0.3333333333333333,0.8354430379746836,0.8552631578947368,0.5833333333333334,0.5967741935483871,0.8225806451612904,0.5454545454545454,0.7916666666666666,0.8181818181818182,0.7297297297297297,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,19.0,72.0,4.5,19.100000000000005,94.60000000000002,5.912500000000001
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,62,63,56,36,57,1,66,65,7,37,51,12,38,27,27,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.8115942028985508,0.8181818181818182,0.8382352941176471,0.3333333333333333,0.8354430379746836,0.8552631578947368,0.5833333333333334,0.5967741935483871,0.8225806451612904,0.5454545454545454,0.7916666666666666,0.8181818181818182,0.7297297297297297,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,,0.0,0.0,0.0,0.0,0.0
63,61,54,2023-02-15,24-300,CLE,@,PHI,L (-6),1,38:04,5.0,6.0,.833,0.0,0.0,,2,2.0,1.000,5.0,2.0,7.0,4.0,0.0,0.0,0.0,3.0,12.0,15.5,-7,6.0,5.0,0.8333333333333334,62,63,56,36,57,1,66,65,7,37,51,12,38,27,27,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.8115942028985508,0.8181818181818182,0.8382352941176471,0.3333333333333333,0.8354430379746836,0.8552631578947368,0.5833333333333334,0.5967741935483871,0.8225806451612904,0.5454545454545454,0.7916666666666666,0.8181818181818182,0.7297297297297297,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,15.0,68.0,4.25,14.700000000000005,97.30000000000004,6.0812500000000025
64,62,55,2023-02-23,24-308,CLE,,DEN,L (-6),1,29:53,6.0,10.0,.600,0.0,0.0,,2,2.0,1.000,5.0,8.0,13.0,2.0,1.0,0.0,1.0,3.0,14.0,15.5,-6,10.0,6.0,0.6,62,63,56,36,57,1,66,65,7,37,51,12,38,27,27,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.8115942028985508,0.8181818181818182,0.8382352941176471,0.3333333333333333,0.8354430379746836,0.8552631578947368,0.5833333333333334,0.5967741935483871,0.8225806451612904,0.5454545454545454,0.7916666666666666,0.8181818181818182,0.7297297297297297,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,17.0,52.0,3.25,14.699999999999996,76.10000000000001,4.7562500000000005
65,63,56,2023-02-24,24-309,CLE,@,ATL,L (-17),1,29:28,4.0,8.0,.500,0.0,0.0,,6,6.0,1.000,3.0,6.0,9.0,0.0,0.0,2.0,0.0,2.0,14.0,14.5,-23,8.0,4.0,0.5,62,63,56,36,57,1,66,65,7,37,51,12,38,27,27,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.8115942028985508,0.8181818181818182,0.8382352941176471,0.3333333333333333,0.8354430379746836,0.8552631578947368,0.5833333333333334,0.5967741935483871,0.8225806451612904,0.5454545454545454,0.7916666666666666,0.8181818181818182,0.7297297297297297,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,11.0,74.0,4.625,12.099999999999998,104.3,6.51875
66,64,57,2023-02-26,24-311,CLE,,TOR,W (+25),1,32:47,10.0,13.0,.769,0.0,1.0,.000,3,3.0,1.000,3.0,8.0,11.0,1.0,0.0,0.0,2.0,0.0,23.0,21.1,+19,12.0,10.0,0.8333333333333334,62,63,56,36,57,1,66,65,7,37,51,12,38,27,27,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.8115942028985508,0.8181818181818182,0.8382352941176471,0.3333333333333333,0.8354430379746836,0.8552631578947368,0.5833333333333334,0.5967741935483871,0.8225806451612904,0.5454545454545454,0.7916666666666666,0.8181818181818182,0.7297297297297297,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,17.0,77.0,4.8125,19.9,82.1,5.13125
67,65,58,2023-03-01,24-314,CLE,@,BOS,L (-4),1,39:28,2.0,5.0,.400,0.0,0.0,,1,2.0,.500,2.0,5.0,7.0,1.0,3.0,2.0,0.0,1.0,5.0,9.5,-3,5.0,2.0,0.4,62,63,56,36,57,1,66,65,7,37,51,12,38,27,27,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.8115942028985508,0.8181818181818182,0.8382352941176471,0.3333333333333333,0.8354430379746836,0.8552631578947368,0.5833333333333334,0.5967741935483871,0.8225806451612904,0.5454545454545454,0.7916666666666666,0.8181818181818182,0.7297297297297297,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,11.0,69.0,4.3125,9.099999999999998,97.00000000000004,6.062500000000003
68,66,59,2023-03-04,24-317,CLE,,DET,W (+24),1,25:47,6.0,9.0,.667,0.0,0.0,,3,5.0,.600,1.0,4.0,5.0,0.0,2.0,0.0,1.0,3.0,15.0,12.0,+24,9.0,6.0,0.6666666666666666,62,63,56,36,57,1,66,65,7,37,51,12,38,27,27,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.8115942028985508,0.8181818181818182,0.8382352941176471,0.3333333333333333,0.8354430379746836,0.8552631578947368,0.5833333333333334,0.5967741935483871,0.8225806451612904,0.5454545454545454,0.7916666666666666,0.8181818181818182,0.7297297297297297,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,7.0,82.0,5.125,10.799999999999995,93.5,5.84375
69,67,60,2023-03-06,24-319,CLE,,BOS,W (+4),1,25:38,2.0,5.0,.400,0.0,0.0,,0,0.0,,0.0,6.0,6.0,3.0,0.0,0.0,0.0,3.0,4.0,4.0,-8,5.0,2.0,0.4,62,63,56,36,57,1,66,65,7,37,51,12,38,27,27,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.8115942028985508,0.8181818181818182,0.8382352941176471,0.3333333333333333,0.8354430379746836,0.8552631578947368,0.5833333333333334,0.5967741935483871,0.8225806451612904,0.5454545454545454,0.7916666666666666,0.8181818181818182,0.7297297297297297,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,8.0,80.0,5.0,3.999999999999999,96.4,6.025
70,68,61,2023-03-08,24-321,CLE,@,MIA,W (+4),1,32:45,7.0,10.0,.700,0.0,0.0,,1,2.0,.500,3.0,9.0,12.0,2.0,1.0,1.0,1.0,4.0,15.0,15.7,+5,10.0,7.0,0.7,62,63,56,36,57,1,66,65,7,37,51,12,38,27,27,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.8115942028985508,0.8181818181818182,0.8382352941176471,0.3333333333333333,0.8354430379746836,0.8552631578947368,0.5833333333333334,0.5967741935483871,0.8225806451612904,0.5454545454545454,0.7916666666666666,0.8181818181818182,0.7297297297297297,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,18.0,49.0,3.0625,15.299999999999994,70.39999999999999,4.3999999999999995
71,69,62,2023-03-10,24-323,CLE,@,MIA,L (-4),1,34:11,2.0,5.0,.400,0.0,0.0,,2,2.0,1.000,4.0,9.0,13.0,4.0,1.0,4.0,1.0,1.0,6.0,14.0,+8,5.0,2.0,0.4,62,63,56,36,57,1,66,65,7,37,51,12,38,27,27,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.8115942028985508,0.8181818181818182,0.8382352941176471,0.3333333333333333,0.8354430379746836,0.8552631578947368,0.5833333333333334,0.5967741935483871,0.8225806451612904,0.5454545454545454,0.7916666666666666,0.8181818181818182,0.7297297297297297,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,20.0,45.0,2.8125,13.199999999999998,70.69999999999999,4.418749999999999
72,70,,2023-03-12,24-325,CLE,@,CHO,W (+6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,62,63,56,36,57,1,66,65,7,37,51,12,38,27,27,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.8115942028985508,0.8181818181818182,0.8382352941176471,0.3333333333333333,0.8354430379746836,0.8552631578947368,0.5833333333333334,0.5967741935483871,0.8225806451612904,0.5454545454545454,0.7916666666666666,0.8181818181818182,0.7297297297297297,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,,60.0,3.75,0.0,84.4,5.275
73,71,,2023-03-14,24-327,CLE,@,CHO,W (+16),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,62,63,56,36,57,1,66,65,7,37,51,12,38,27,27,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.8115942028985508,0.8181818181818182,0.8382352941176471,0.3333333333333333,0.8354430379746836,0.8552631578947368,0.5833333333333334,0.5967741935483871,0.8225806451612904,0.5454545454545454,0.7916666666666666,0.8181818181818182,0.7297297297297297,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,,85.0,5.3125,0.0,111.3,6.95625
74,72,,2023-03-15,24-328,CLE,,PHI,L (-9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,62,63,56,36,57,1,66,65,7,37,51,12,38,27,27,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.8115942028985508,0.8181818181818182,0.8382352941176471,0.3333333333333333,0.8354430379746836,0.8552631578947368,0.5833333333333334,0.5967741935483871,0.8225806451612904,0.5454545454545454,0.7916666666666666,0.8181818181818182,0.7297297297297297,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,,55.0,3.4375,0.0,77.6,4.85
75,73,,2023-03-17,24-330,CLE,,WAS,W (+23),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,62,63,56,36,57,1,66,65,7,37,51,12,38,27,27,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.8115942028985508,0.8181818181818182,0.8382352941176471,0.3333333333333333,0.8354430379746836,0.8552631578947368,0.5833333333333334,0.5967741935483871,0.8225806451612904,0.5454545454545454,0.7916666666666666,0.8181818181818182,0.7297297297297297,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,,86.0,5.375,0.0,99.4,6.2125
76,74,63,2023-03-21,24-334,CLE,@,BRK,W (+6),1,35:05,5.0,11.0,.455,0.0,0.0,,2,3.0,.667,8.0,6.0,14.0,1.0,0.0,2.0,1.0,5.0,12.0,12.4,+1,11.0,5.0,0.4545454545454545,62,63,56,36,57,1,66,65,7,37,51,12,38,27,27,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.8115942028985508,0.8181818181818182,0.8382352941176471,0.3333333333333333,0.8354430379746836,0.8552631578947368,0.5833333333333334,0.5967741935483871,0.8225806451612904,0.5454545454545454,0.7916666666666666,0.8181818181818182,0.7297297297297297,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,14.0,61.0,3.8125,11.6,87.20000000000003,5.450000000000002
77,75,64,2023-03-23,24-336,CLE,@,BRK,W (+2),1,29:34,5.0,9.0,.556,0.0,0.0,,2,2.0,1.000,5.0,5.0,10.0,2.0,1.0,1.0,2.0,3.0,12.0,12.6,+1,9.0,5.0,0.5555555555555556,62,63,56,36,57,1,66,65,7,37,51,12,38,27,27,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.8115942028985508,0.8181818181818182,0.8382352941176471,0.3333333333333333,0.8354430379746836,0.8552631578947368,0.5833333333333334,0.5967741935483871,0.8225806451612904,0.5454545454545454,0.7916666666666666,0.8181818181818182,0.7297297297297297,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,13.0,60.0,3.75,11.799999999999995,85.0,5.3125
78,76,65,2023-03-26,24-339,CLE,,HOU,W (+17),1,35:41,8.0,11.0,.727,0.0,0.0,,8,8.0,1.000,6.0,8.0,14.0,2.0,1.0,3.0,0.0,1.0,24.0,30.2,+19,11.0,8.0,0.7272727272727273,62,63,56,36,57,1,66,65,7,37,51,12,38,27,27,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.8115942028985508,0.8181818181818182,0.8382352941176471,0.3333333333333333,0.8354430379746836,0.8552631578947368,0.5833333333333334,0.5967741935483871,0.8225806451612904,0.5454545454545454,0.7916666666666666,0.8181818181818182,0.7297297297297297,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,25.0,68.0,4.25,27.0,97.79999999999998,6.112499999999999
79,77,,2023-03-28,24-341,CLE,@,ATL,L (-2),Not With Team,Not With Team,0.0,0.0,Not With Team,,,Not With Team,Not With Team,0.0,Not With Team,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Not With Team,Not With Team,,,,62,63,56,36,57,1,66,65,7,37,51,12,38,27,27,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.8115942028985508,0.8181818181818182,0.8382352941176471,0.3333333333333333,0.8354430379746836,0.8552631578947368,0.5833333333333334,0.5967741935483871,0.8225806451612904,0.5454545454545454,0.7916666666666666,0.8181818181818182,0.7297297297297297,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,,84.0,5.25,0.0,108.00000000000004,6.750000000000003
80,78,,2023-03-31,24-344,CLE,,NYK,L (-14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,62,63,56,36,57,1,66,65,7,37,51,12,38,27,27,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.8115942028985508,0.8181818181818182,0.8382352941176471,0.3333333333333333,0.8354430379746836,0.8552631578947368,0.5833333333333334,0.5967741935483871,0.8225806451612904,0.5454545454545454,0.7916666666666666,0.8181818181818182,0.7297297297297297,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,,94.0,5.875,0.0,106.9,6.68125
81,79,66,2023-04-02,24-346,CLE,,IND,W (+10),1,26:35,6.0,9.0,.667,0.0,0.0,,3,6.0,.500,4.0,3.0,7.0,1.0,1.0,0.0,1.0,1.0,15.0,13.9,-2,9.0,6.0,0.6666666666666666,62,63,56,36,57,1,66,65,7,37,51,12,38,27,27,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.8115942028985508,0.8181818181818182,0.8382352941176471,0.3333333333333333,0.8354430379746836,0.8552631578947368,0.5833333333333334,0.5967741935483871,0.8225806451612904,0.5454545454545454,0.7916666666666666,0.8181818181818182,0.7297297297297297,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,8.0,74.0,4.625,12.699999999999996,90.5,5.65625
82,80,67,2023-04-04,24-348,CLE,@,ORL,W (+4),1,33:38,6.0,10.0,.600,0.0,0.0,,0,0.0,,3.0,4.0,7.0,2.0,0.0,2.0,1.0,4.0,12.0,10.9,+18,10.0,6.0,0.6,62,63,56,36,57,1,66,65,7,37,51,12,38,27,27,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.8115942028985508,0.8181818181818182,0.8382352941176471,0.3333333333333333,0.8354430379746836,0.8552631578947368,0.5833333333333334,0.5967741935483871,0.8225806451612904,0.5454545454545454,0.7916666666666666,0.8181818181818182,0.7297297297297297,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,12.0,67.0,4.1875,10.899999999999997,90.5,5.65625
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,62,63,56,36,57,1,66,65,7,37,51,12,38,27,27,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.8115942028985508,0.8181818181818182,0.8382352941176471,0.3333333333333333,0.8354430379746836,0.8552631578947368,0.5833333333333334,0.5967741935483871,0.8225806451612904,0.5454545454545454,0.7916666666666666,0.8181818181818182,0.7297297297297297,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,,0.0,0.0,0.0,0.0,0.0
84,81,,2023-04-06,24-350,CLE,@,ORL,W (+24),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,62,63,56,36,57,1,66,65,7,37,51,12,38,27,27,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.8115942028985508,0.8181818181818182,0.8382352941176471,0.3333333333333333,0.8354430379746836,0.8552631578947368,0.5833333333333334,0.5967741935483871,0.8225806451612904,0.5454545454545454,0.7916666666666666,0.8181818181818182,0.7297297297297297,0.0,7,11.0,74.0,0.6363636363636364,0.0,16,,67.0,4.1875,0.0,71.8,4.4875
