Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Caris LeVert,Shared Games with Cedi Osman,Shared Games with Darius Garland,Shared Games with Dean Wade,Shared Games with Donovan Mitchell,Shared Games with Dylan Windler,Shared Games with Isaac Okoro,Shared Games with Isaiah Mobley,Shared Games with Jarrett Allen,Shared Games with Kevin Love,Shared Games with Lamar Stevens,Shared Games with Mamadi Diakite,Shared Games with Raul Neto,Shared Games with Ricky Rubio,Shared Games with Robin Lopez,Caris LeVert,Cedi Osman,Darius Garland,Dean Wade,Donovan Mitchell,Dylan Windler,Isaac Okoro,Isaiah Mobley,Jarrett Allen,Kevin Love,Lamar Stevens,Mamadi Diakite,Raul Neto,Ricky Rubio,Robin Lopez,Sam Merrill,co_inf with Caris LeVert,co_inf with Cedi Osman,co_inf with Darius Garland,co_inf with Dean Wade,co_inf with Donovan Mitchell,co_inf with Dylan Windler,co_inf with Isaac Okoro,co_inf with Isaiah Mobley,co_inf with Jarrett Allen,co_inf with Kevin Love,co_inf with Lamar Stevens,co_inf with Mamadi Diakite,co_inf with Raul Neto,co_inf with Ricky Rubio,co_inf with Robin Lopez,co_inf with Sam Merrill,Shared Games with Danny Green,Danny Green,Dejounte Murray,co_inf with Danny Green,co_inf with Dejounte Murray,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,,0.0,0.0,0.0,0.0,0.0
21,21,21,2022-11-28,21-163,CLE,@,TOR,L (-12),1,32:30,7.0,14.0,.500,0.0,4.0,.000,4,6.0,.667,3.0,12.0,15.0,1.0,1.0,2.0,1.0,1.0,18.0,17.6,-8,10.0,7.0,0.7,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,16.0,43.0,2.6875,16.0,52.2,3.2625
22,22,22,2022-11-30,21-165,CLE,,PHI,W (+28),1,23:47,8.0,10.0,.800,0.0,1.0,.000,0,0.0,,0.0,8.0,8.0,3.0,0.0,1.0,1.0,4.0,16.0,14.8,+23,9.0,8.0,0.8888888888888888,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,17.0,83.0,5.1875,14.799999999999995,99.8,6.2375
23,23,23,2022-12-02,21-167,CLE,,ORL,W (+11),1,38:21,9.0,10.0,.900,1.0,1.0,1.000,0,0.0,,4.0,9.0,13.0,4.0,1.0,2.0,2.0,3.0,19.0,23.1,+15,9.0,8.0,0.8888888888888888,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,27.0,44.0,2.75,23.100000000000005,74.80000000000001,4.675000000000001
24,24,24,2022-12-04,21-169,CLE,@,NYK,L (-11),1,39:00,4.0,9.0,.444,0.0,1.0,.000,3,5.0,.600,5.0,5.0,10.0,3.0,0.0,4.0,1.0,1.0,11.0,14.0,+1,8.0,4.0,0.5,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,13.0,25.0,1.5625,12.800000000000002,44.5,2.78125
25,25,25,2022-12-06,21-171,CLE,,LAL,W (+14),1,29:46,3.0,6.0,.500,0.0,1.0,.000,1,2.0,.500,3.0,9.0,12.0,2.0,1.0,1.0,0.0,5.0,7.0,9.5,+14,5.0,3.0,0.6,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,15.0,66.0,4.125,9.099999999999998,88.50000000000001,5.531250000000001
26,26,26,2022-12-09,21-174,CLE,,SAC,L (-11),1,40:36,5.0,13.0,.385,0.0,3.0,.000,7,9.0,.778,2.0,5.0,7.0,4.0,1.0,0.0,4.0,3.0,17.0,10.6,-4,10.0,5.0,0.5,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,3.0,39.0,2.4375,7.800000000000001,46.3,2.89375
27,27,27,2022-12-10,21-175,CLE,,OKC,W (+8),1,36:50,8.0,14.0,.571,2.0,3.0,.667,3,5.0,.600,3.0,9.0,12.0,3.0,0.0,0.0,2.0,4.0,21.0,16.9,+9,11.0,6.0,0.5454545454545454,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,15.0,56.0,3.5,15.699999999999996,69.29999999999998,4.331249999999999
28,28,28,2022-12-12,21-177,CLE,@,SAS,L (-1),1,37:47,7.0,12.0,.583,0.0,0.0,,3,4.0,.750,4.0,9.0,13.0,4.0,0.0,1.0,3.0,2.0,17.0,16.2,+2,12.0,7.0,0.5833333333333334,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,16.0,48.0,3.0,15.0,65.10000000000001,4.0687500000000005
29,29,29,2022-12-14,21-179,CLE,@,DAL,W (+15),1,35:00,5.0,9.0,.556,0.0,1.0,.000,4,4.0,1.000,2.0,5.0,7.0,6.0,0.0,1.0,1.0,5.0,14.0,14.5,+11,8.0,5.0,0.625,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,14.0,57.0,3.5625,12.899999999999997,70.89999999999999,4.4312499999999995
30,30,30,2022-12-16,21-181,CLE,,IND,W (+6),1,31:06,6.0,10.0,.600,1.0,2.0,.500,3,4.0,.750,0.0,9.0,9.0,2.0,0.0,2.0,1.0,2.0,16.0,14.7,+10,8.0,5.0,0.625,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,14.0,50.0,3.125,13.499999999999996,71.6,4.475
31,31,31,2022-12-17,21-182,CLE,,DAL,W (+1),1,36:22,6.0,10.0,.600,1.0,1.0,1.000,4,5.0,.800,3.0,5.0,8.0,4.0,0.0,0.0,0.0,3.0,17.0,17.2,+3,9.0,5.0,0.5555555555555556,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,14.0,45.0,2.8125,15.6,55.2,3.45
32,32,32,2022-12-19,21-184,CLE,,UTA,W (+23),1,30:39,4.0,6.0,.667,0.0,1.0,.000,4,6.0,.667,0.0,8.0,8.0,3.0,0.0,0.0,1.0,2.0,12.0,11.3,+18,5.0,4.0,0.8,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,10.0,68.0,4.25,9.7,84.7,5.29375
33,33,33,2022-12-21,21-186,CLE,,MIL,W (+8),1,23:01,3.0,7.0,.429,0.0,3.0,.000,1,2.0,.500,0.0,3.0,3.0,1.0,1.0,1.0,2.0,5.0,7.0,2.2,-6,4.0,3.0,0.75,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,2.0,59.0,3.6875,1.799999999999999,91.6,5.725
34,34,34,2022-12-23,21-188,CLE,,TOR,L (-11),1,32:17,5.0,7.0,.714,0.0,0.0,,0,0.0,,1.0,7.0,8.0,3.0,0.0,1.0,2.0,0.0,10.0,10.7,-13,7.0,5.0,0.7142857142857143,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,13.0,42.0,2.625,10.7,67.39999999999999,4.2124999999999995
35,35,35,2022-12-26,21-191,CLE,,BRK,L (-8),1,38:59,5.0,11.0,.455,0.0,3.0,.000,2,2.0,1.000,0.0,6.0,6.0,2.0,1.0,1.0,3.0,3.0,12.0,7.0,-6,8.0,5.0,0.625,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,6.0,53.0,3.3125,6.199999999999999,87.3,5.45625
36,36,36,2022-12-29,21-194,CLE,@,IND,L (-9),1,31:56,5.0,10.0,.500,0.0,1.0,.000,3,3.0,1.000,5.0,2.0,7.0,7.0,2.0,1.0,3.0,2.0,13.0,15.9,-18,9.0,5.0,0.5555555555555556,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,14.0,78.0,4.875,14.7,99.4,6.2125
37,37,,2022-12-31,21-196,CLE,@,CHI,W (+1),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,,68.0,4.25,0.0,78.79999999999998,4.924999999999999
38,38,,2023-01-02,21-198,CLE,,CHI,W (+11),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,,69.0,4.3125,0.0,109.29999999999998,6.831249999999999
39,39,37,2023-01-04,21-200,CLE,,PHO,W (+2),1,31:46,2.0,9.0,.222,0.0,0.0,,2,2.0,1.000,1.0,7.0,8.0,1.0,2.0,0.0,4.0,1.0,6.0,1.6,-8,9.0,2.0,0.2222222222222222,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,2.0,49.0,3.0625,0.7999999999999989,66.0,4.125
40,40,38,2023-01-06,21-202,CLE,@,DEN,L (-13),1,34:02,6.0,13.0,.462,0.0,2.0,.000,0,6.0,.000,2.0,7.0,9.0,4.0,1.0,3.0,1.0,4.0,12.0,9.7,-3,11.0,6.0,0.5454545454545454,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,9.0,50.0,3.125,9.700000000000005,76.89999999999998,4.806249999999999
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,,0.0,0.0,0.0,0.0,0.0
42,41,39,2023-01-08,21-204,CLE,@,PHO,W (+14),1,34:26,7.0,10.0,.700,0.0,0.0,,0,0.0,,0.0,8.0,8.0,6.0,0.0,1.0,3.0,0.0,14.0,14.1,+13,10.0,7.0,0.7,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,16.0,68.0,4.25,14.099999999999998,82.4,5.15
43,42,40,2023-01-10,21-206,CLE,@,UTA,L (-2),1,37:03,5.0,8.0,.625,0.0,0.0,,2,4.0,.500,1.0,6.0,7.0,1.0,1.0,4.0,0.0,6.0,12.0,12.2,-8,8.0,5.0,0.625,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,13.0,59.0,3.6875,11.4,81.2,5.075
44,43,41,2023-01-12,21-208,CLE,@,POR,W (+6),1,24:57,6.0,12.0,.500,0.0,1.0,.000,5,6.0,.833,5.0,3.0,8.0,3.0,1.0,1.0,0.0,4.0,17.0,17.2,+6,11.0,6.0,0.5454545454545454,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,12.0,69.0,4.3125,15.199999999999998,93.5,5.84375
45,44,42,2023-01-14,21-210,CLE,@,MIN,L (-8),1,31:30,6.0,11.0,.545,0.0,2.0,.000,7,8.0,.875,2.0,6.0,8.0,1.0,0.0,0.0,3.0,3.0,19.0,13.0,-24,9.0,6.0,0.6666666666666666,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,6.0,64.0,4.0,10.2,80.6,5.0375
46,45,43,2023-01-16,21-212,CLE,,NOP,W (+10),1,39:43,8.0,10.0,.800,0.0,0.0,,3,4.0,.750,1.0,7.0,8.0,0.0,0.0,1.0,2.0,2.0,19.0,15.5,+8,10.0,8.0,0.8,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,12.0,64.0,4.0,14.299999999999995,87.70000000000002,5.481250000000001
47,46,44,2023-01-18,21-214,CLE,@,MEM,L (-1),1,38:51,9.0,15.0,.600,0.0,1.0,.000,0,2.0,.000,4.0,11.0,15.0,3.0,1.0,2.0,6.0,2.0,18.0,14.1,+2,14.0,9.0,0.6428571428571429,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,16.0,92.0,5.75,14.1,104.20000000000002,6.512500000000001
48,47,45,2023-01-20,21-216,CLE,,GSW,L (-6),1,36:49,7.0,12.0,.583,0.0,2.0,.000,3,4.0,.750,2.0,5.0,7.0,2.0,0.0,1.0,0.0,1.0,17.0,15.6,0,10.0,7.0,0.7,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,11.0,60.0,3.75,14.4,80.69999999999999,5.043749999999999
49,48,46,2023-01-21,21-217,CLE,,MIL,W (+12),1,37:58,19.0,27.0,.704,0.0,2.0,.000,0,1.0,.000,3.0,6.0,9.0,3.0,0.0,0.0,4.0,1.0,38.0,27.9,+20,25.0,19.0,0.76,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,18.0,71.0,4.4375,27.90000000000001,80.80000000000001,5.050000000000001
50,49,47,2023-01-24,21-220,CLE,@,NYK,L (-2),1,37:42,6.0,11.0,.545,0.0,1.0,.000,0,0.0,,1.0,6.0,7.0,3.0,1.0,2.0,3.0,4.0,12.0,9.1,0,10.0,6.0,0.6,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,11.0,63.0,3.9375,9.1,81.10000000000002,5.068750000000001
51,50,48,2023-01-26,21-222,CLE,@,HOU,W (+18),1,33:19,6.0,16.0,.375,0.0,3.0,.000,9,10.0,.900,5.0,5.0,10.0,3.0,1.0,2.0,3.0,3.0,21.0,17.1,+17,13.0,6.0,0.4615384615384615,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,8.0,82.0,5.125,13.5,95.69999999999996,5.9812499999999975
52,51,49,2023-01-27,21-223,CLE,@,OKC,L (-12),1,37:38,9.0,18.0,.500,2.0,2.0,1.000,3,4.0,.750,2.0,9.0,11.0,1.0,0.0,2.0,4.0,5.0,23.0,13.8,-3,16.0,7.0,0.4375,72,74,69,43,66,3,74,12,66,39,59,20,45,32,34,74.0,77.0,69.0,44.0,68.0,3.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.972972972972973,0.961038961038961,1.0,0.9772727272727272,0.9705882352941176,1.0,0.9736842105263158,1.0,0.9705882352941176,0.6290322580645161,0.9516129032258064,0.9090909090909092,0.9375,0.9696969696969696,0.918918918918919,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,11.0,78.0,4.875,12.599999999999994,99.0,6.1875
