Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Caris LeVert,Shared Games with Cedi Osman,Shared Games with Darius Garland,Shared Games with Dean Wade,Shared Games with Donovan Mitchell,Shared Games with Evan Mobley,Shared Games with Isaac Okoro,Shared Games with Jarrett Allen,Shared Games with Kevin Love,Shared Games with Lamar Stevens,Shared Games with Mamadi Diakite,Shared Games with Raul Neto,Shared Games with Ricky Rubio,Shared Games with Robin Lopez,Caris LeVert,Cedi Osman,Darius Garland,Dean Wade,Donovan Mitchell,Dylan Windler,Evan Mobley,Isaac Okoro,Jarrett Allen,Kevin Love,Lamar Stevens,Mamadi Diakite,Raul Neto,Ricky Rubio,Robin Lopez,Sam Merrill,co_inf with Caris LeVert,co_inf with Cedi Osman,co_inf with Darius Garland,co_inf with Dean Wade,co_inf with Donovan Mitchell,co_inf with Dylan Windler,co_inf with Evan Mobley,co_inf with Isaac Okoro,co_inf with Jarrett Allen,co_inf with Kevin Love,co_inf with Lamar Stevens,co_inf with Mamadi Diakite,co_inf with Raul Neto,co_inf with Ricky Rubio,co_inf with Robin Lopez,co_inf with Sam Merrill,Shared Games with Danny Green,Danny Green,Dejounte Murray,co_inf with Danny Green,co_inf with Dejounte Murray,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
63,61,,2023-02-13,23-142,CLE,,SAS,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,8,11,9,7,10,12,10,7,3,9,7,11,3,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.1081081081081081,0.1428571428571428,0.1304347826086956,0.1590909090909091,0.1470588235294117,0.0,0.1518987341772152,0.131578947368421,0.1029411764705882,0.0483870967741935,0.1451612903225806,0.3181818181818182,0.2291666666666666,0.0909090909090909,0.2702702702702703,0.0,1,11.0,74.0,0.0909090909090909,0.0,15,,83.0,5.533333333333333,0.0,112.00000000000004,7.4666666666666694
64,62,,2023-02-15,23-144,CLE,@,PHI,L (-6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,8,11,9,7,10,12,10,7,3,9,7,11,3,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.1081081081081081,0.1428571428571428,0.1304347826086956,0.1590909090909091,0.1470588235294117,0.0,0.1518987341772152,0.131578947368421,0.1029411764705882,0.0483870967741935,0.1451612903225806,0.3181818181818182,0.2291666666666666,0.0909090909090909,0.2702702702702703,0.0,1,11.0,74.0,0.0909090909090909,0.0,15,,69.0,4.6,0.0,90.8,6.053333333333333
65,63,,2023-02-23,23-152,CLE,,DEN,L (-6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,8,11,9,7,10,12,10,7,3,9,7,11,3,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.1081081081081081,0.1428571428571428,0.1304347826086956,0.1590909090909091,0.1470588235294117,0.0,0.1518987341772152,0.131578947368421,0.1029411764705882,0.0483870967741935,0.1451612903225806,0.3181818181818182,0.2291666666666666,0.0909090909090909,0.2702702702702703,0.0,1,11.0,74.0,0.0909090909090909,0.0,15,,85.0,5.666666666666667,0.0,116.4,7.760000000000001
66,64,,2023-02-24,23-153,CLE,@,ATL,L (-17),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,8,11,9,7,10,12,10,7,3,9,7,11,3,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.1081081081081081,0.1428571428571428,0.1304347826086956,0.1590909090909091,0.1470588235294117,0.0,0.1518987341772152,0.131578947368421,0.1029411764705882,0.0483870967741935,0.1451612903225806,0.3181818181818182,0.2291666666666666,0.0909090909090909,0.2702702702702703,0.0,1,11.0,74.0,0.0909090909090909,0.0,15,,94.0,6.266666666666667,0.0,102.0,6.8
67,65,,2023-02-26,23-155,CLE,,TOR,W (+25),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,8,11,9,7,10,12,10,7,3,9,7,11,3,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.1081081081081081,0.1428571428571428,0.1304347826086956,0.1590909090909091,0.1470588235294117,0.0,0.1518987341772152,0.131578947368421,0.1029411764705882,0.0483870967741935,0.1451612903225806,0.3181818181818182,0.2291666666666666,0.0909090909090909,0.2702702702702703,0.0,1,11.0,74.0,0.0909090909090909,0.0,15,,80.0,5.333333333333333,0.0,106.10000000000002,7.073333333333335
68,66,,2023-03-01,23-158,CLE,@,BOS,L (-4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,8,11,9,7,10,12,10,7,3,9,7,11,3,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.1081081081081081,0.1428571428571428,0.1304347826086956,0.1590909090909091,0.1470588235294117,0.0,0.1518987341772152,0.131578947368421,0.1029411764705882,0.0483870967741935,0.1451612903225806,0.3181818181818182,0.2291666666666666,0.0909090909090909,0.2702702702702703,0.0,1,11.0,74.0,0.0909090909090909,0.0,15,,89.0,5.933333333333334,0.0,104.29999999999998,6.953333333333332
69,67,,2023-03-04,23-161,CLE,,DET,W (+24),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,8,11,9,7,10,12,10,7,3,9,7,11,3,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.1081081081081081,0.1428571428571428,0.1304347826086956,0.1590909090909091,0.1470588235294117,0.0,0.1518987341772152,0.131578947368421,0.1029411764705882,0.0483870967741935,0.1451612903225806,0.3181818181818182,0.2291666666666666,0.0909090909090909,0.2702702702702703,0.0,1,11.0,74.0,0.0909090909090909,0.0,15,,88.0,5.866666666666666,0.0,100.4,6.693333333333333
70,68,,2023-03-06,23-163,CLE,,BOS,W (+4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,8,11,9,7,10,12,10,7,3,9,7,11,3,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.1081081081081081,0.1428571428571428,0.1304347826086956,0.1590909090909091,0.1470588235294117,0.0,0.1518987341772152,0.131578947368421,0.1029411764705882,0.0483870967741935,0.1451612903225806,0.3181818181818182,0.2291666666666666,0.0909090909090909,0.2702702702702703,0.0,1,11.0,74.0,0.0909090909090909,0.0,15,,67.0,4.466666666666667,0.0,85.7,5.713333333333334
71,69,,2023-03-08,23-165,CLE,@,MIA,W (+4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,8,11,9,7,10,12,10,7,3,9,7,11,3,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.1081081081081081,0.1428571428571428,0.1304347826086956,0.1590909090909091,0.1470588235294117,0.0,0.1518987341772152,0.131578947368421,0.1029411764705882,0.0483870967741935,0.1451612903225806,0.3181818181818182,0.2291666666666666,0.0909090909090909,0.2702702702702703,0.0,1,11.0,74.0,0.0909090909090909,0.0,15,,65.0,4.333333333333333,0.0,83.9,5.593333333333334
72,70,,2023-03-10,23-167,CLE,@,MIA,L (-4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,8,11,9,7,10,12,10,7,3,9,7,11,3,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.1081081081081081,0.1428571428571428,0.1304347826086956,0.1590909090909091,0.1470588235294117,0.0,0.1518987341772152,0.131578947368421,0.1029411764705882,0.0483870967741935,0.1451612903225806,0.3181818181818182,0.2291666666666666,0.0909090909090909,0.2702702702702703,0.0,1,11.0,74.0,0.0909090909090909,0.0,15,,60.0,4.0,0.0,84.4,5.626666666666667
73,71,,2023-03-12,23-169,CLE,@,CHO,W (+6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,8,11,9,7,10,12,10,7,3,9,7,11,3,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.1081081081081081,0.1428571428571428,0.1304347826086956,0.1590909090909091,0.1470588235294117,0.0,0.1518987341772152,0.131578947368421,0.1029411764705882,0.0483870967741935,0.1451612903225806,0.3181818181818182,0.2291666666666666,0.0909090909090909,0.2702702702702703,0.0,1,11.0,74.0,0.0909090909090909,0.0,15,,85.0,5.666666666666667,0.0,111.3,7.42
74,72,9,2023-03-14,23-171,CLE,@,CHO,W (+16),0,4:07,1.0,2.0,.500,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,-5,1.0,1.0,1.0,8,11,9,7,10,12,10,7,3,9,7,11,3,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.1081081081081081,0.1428571428571428,0.1304347826086956,0.1590909090909091,0.1470588235294117,0.0,0.1518987341772152,0.131578947368421,0.1029411764705882,0.0483870967741935,0.1451612903225806,0.3181818181818182,0.2291666666666666,0.0909090909090909,0.2702702702702703,0.0,1,11.0,74.0,0.0909090909090909,0.0,15,2.0,53.0,3.533333333333333,2.0,75.6,5.04
75,73,,2023-03-15,23-172,CLE,,PHI,L (-9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,8,11,9,7,10,12,10,7,3,9,7,11,3,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.1081081081081081,0.1428571428571428,0.1304347826086956,0.1590909090909091,0.1470588235294117,0.0,0.1518987341772152,0.131578947368421,0.1029411764705882,0.0483870967741935,0.1451612903225806,0.3181818181818182,0.2291666666666666,0.0909090909090909,0.2702702702702703,0.0,1,11.0,74.0,0.0909090909090909,0.0,15,,86.0,5.733333333333333,0.0,99.4,6.626666666666667
76,74,,2023-03-17,23-174,CLE,,WAS,W (+23),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,8,11,9,7,10,12,10,7,3,9,7,11,3,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.1081081081081081,0.1428571428571428,0.1304347826086956,0.1590909090909091,0.1470588235294117,0.0,0.1518987341772152,0.131578947368421,0.1029411764705882,0.0483870967741935,0.1451612903225806,0.3181818181818182,0.2291666666666666,0.0909090909090909,0.2702702702702703,0.0,1,11.0,74.0,0.0909090909090909,0.0,15,,75.0,5.0,0.0,98.80000000000004,6.58666666666667
77,75,,2023-03-21,23-178,CLE,@,BRK,W (+6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,8,11,9,7,10,12,10,7,3,9,7,11,3,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.1081081081081081,0.1428571428571428,0.1304347826086956,0.1590909090909091,0.1470588235294117,0.0,0.1518987341772152,0.131578947368421,0.1029411764705882,0.0483870967741935,0.1451612903225806,0.3181818181818182,0.2291666666666666,0.0909090909090909,0.2702702702702703,0.0,1,11.0,74.0,0.0909090909090909,0.0,15,,73.0,4.866666666666666,0.0,96.8,6.453333333333333
78,76,,2023-03-23,23-180,CLE,@,BRK,W (+2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,8,11,9,7,10,12,10,7,3,9,7,11,3,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.1081081081081081,0.1428571428571428,0.1304347826086956,0.1590909090909091,0.1470588235294117,0.0,0.1518987341772152,0.131578947368421,0.1029411764705882,0.0483870967741935,0.1451612903225806,0.3181818181818182,0.2291666666666666,0.0909090909090909,0.2702702702702703,0.0,1,11.0,74.0,0.0909090909090909,0.0,15,,93.0,6.2,0.0,124.79999999999998,8.319999999999999
79,77,10,2023-03-26,23-183,CLE,,HOU,W (+17),0,2:21,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,+1,0.0,0.0,,8,11,9,7,10,12,10,7,3,9,7,11,3,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.1081081081081081,0.1428571428571428,0.1304347826086956,0.1590909090909091,0.1470588235294117,0.0,0.1518987341772152,0.131578947368421,0.1029411764705882,0.0483870967741935,0.1451612903225806,0.3181818181818182,0.2291666666666666,0.0909090909090909,0.2702702702702703,0.0,1,11.0,74.0,0.0909090909090909,0.0,15,0.0,84.0,5.6,0.0,108.00000000000004,7.200000000000003
80,78,,2023-03-28,23-185,CLE,@,ATL,L (-2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,8,11,9,7,10,12,10,7,3,9,7,11,3,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.1081081081081081,0.1428571428571428,0.1304347826086956,0.1590909090909091,0.1470588235294117,0.0,0.1518987341772152,0.131578947368421,0.1029411764705882,0.0483870967741935,0.1451612903225806,0.3181818181818182,0.2291666666666666,0.0909090909090909,0.2702702702702703,0.0,1,11.0,74.0,0.0909090909090909,0.0,15,,94.0,6.266666666666667,0.0,106.9,7.126666666666667
81,79,,2023-03-31,23-188,CLE,,NYK,L (-14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,8,11,9,7,10,12,10,7,3,9,7,11,3,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.1081081081081081,0.1428571428571428,0.1304347826086956,0.1590909090909091,0.1470588235294117,0.0,0.1518987341772152,0.131578947368421,0.1029411764705882,0.0483870967741935,0.1451612903225806,0.3181818181818182,0.2291666666666666,0.0909090909090909,0.2702702702702703,0.0,1,11.0,74.0,0.0909090909090909,0.0,15,,82.0,5.466666666666667,0.0,103.2,6.88
82,80,,2023-04-02,23-190,CLE,,IND,W (+10),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,8,11,9,7,10,12,10,7,3,9,7,11,3,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.1081081081081081,0.1428571428571428,0.1304347826086956,0.1590909090909091,0.1470588235294117,0.0,0.1518987341772152,0.131578947368421,0.1029411764705882,0.0483870967741935,0.1451612903225806,0.3181818181818182,0.2291666666666666,0.0909090909090909,0.2702702702702703,0.0,1,11.0,74.0,0.0909090909090909,0.0,15,,79.0,5.266666666666667,0.0,101.4,6.760000000000001
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,8,11,9,7,10,12,10,7,3,9,7,11,3,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.1081081081081081,0.1428571428571428,0.1304347826086956,0.1590909090909091,0.1470588235294117,0.0,0.1518987341772152,0.131578947368421,0.1029411764705882,0.0483870967741935,0.1451612903225806,0.3181818181818182,0.2291666666666666,0.0909090909090909,0.2702702702702703,0.0,1,11.0,74.0,0.0909090909090909,0.0,15,,0.0,0.0,0.0,0.0,0.0
84,81,,2023-04-04,23-192,CLE,@,ORL,W (+4),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,8,11,9,7,10,12,10,7,3,9,7,11,3,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.1081081081081081,0.1428571428571428,0.1304347826086956,0.1590909090909091,0.1470588235294117,0.0,0.1518987341772152,0.131578947368421,0.1029411764705882,0.0483870967741935,0.1451612903225806,0.3181818181818182,0.2291666666666666,0.0909090909090909,0.2702702702702703,0.0,1,11.0,74.0,0.0909090909090909,0.0,15,,67.0,4.466666666666667,0.0,71.8,4.786666666666666
85,82,11,2023-04-06,23-194,CLE,@,ORL,W (+24),0,28:45,7.0,12.0,.583,2.0,3.0,.667,2,2.0,1.000,2.0,2.0,4.0,1.0,3.0,2.0,1.0,3.0,18.0,17.3,+17,9.0,5.0,0.5555555555555556,8,11,9,7,10,12,10,7,3,9,7,11,3,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.1081081081081081,0.1428571428571428,0.1304347826086956,0.1590909090909091,0.1470588235294117,0.0,0.1518987341772152,0.131578947368421,0.1029411764705882,0.0483870967741935,0.1451612903225806,0.3181818181818182,0.2291666666666666,0.0909090909090909,0.2702702702702703,0.0,1,11.0,74.0,0.0909090909090909,0.0,15,13.0,44.0,2.933333333333333,16.5,45.59999999999999,3.039999999999999
86,83,12,2023-04-09,23-197,CLE,,CHO,L (-11),0,22:58,0.0,6.0,.000,0.0,2.0,.000,2,2.0,1.000,1.0,3.0,4.0,2.0,0.0,0.0,0.0,3.0,2.0,-0.4,-7,4.0,0.0,0.0,8,11,9,7,10,12,10,7,3,9,7,11,3,10,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.1081081081081081,0.1428571428571428,0.1304347826086956,0.1590909090909091,0.1470588235294117,0.0,0.1518987341772152,0.131578947368421,0.1029411764705882,0.0483870967741935,0.1451612903225806,0.3181818181818182,0.2291666666666666,0.0909090909090909,0.2702702702702703,0.0,1,11.0,74.0,0.0909090909090909,0.0,15,0.0,0.0,0.0,-1.1999999999999995,0.0,0.0
