Unnamed: 0,Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Co_Points_Share
0,1.0,Tobias Harris,30.0,74,74.0,2436,423,845,0.501,126,324,0.389,297,521,0.57,0.575,113,129,0.876,67,357,424,186,68,40,89,149,1085,0.11483911939034716
1,2.0,Joel Embiid,28.0,66,66.0,2284,728,1328,0.548,66,200,0.33,662,1128,0.587,0.573,661,771,0.857,113,557,670,274,66,112,226,205,2183,0.23105419136325148
2,3.0,De'Anthony Melton,24.0,77,58.0,2150,277,651,0.425,157,403,0.39,120,248,0.484,0.546,69,87,0.793,69,243,312,197,126,41,102,191,780,0.0825571549534293
3,4.0,James Harden,33.0,58,58.0,2135,371,842,0.441,161,418,0.385,210,424,0.495,0.536,313,361,0.867,40,314,354,618,71,31,195,112,1216,0.12870448772226925
4,5.0,Tyrese Maxey,22.0,60,41.0,2016,439,913,0.481,160,369,0.434,279,544,0.513,0.568,180,213,0.845,23,153,176,212,49,8,80,132,1218,0.12891617273497036
5,6.0,P.J. Tucker,37.0,75,75.0,1920,96,225,0.427,55,140,0.393,41,85,0.482,0.549,19,23,0.826,95,200,295,60,39,15,44,180,266,0.0281541066892464
6,7.0,Shake Milton,26.0,76,11.0,1567,241,503,0.479,56,148,0.378,185,355,0.521,0.535,99,116,0.853,39,152,191,240,25,13,94,123,637,0.0674216765453006
7,8.0,Georges Niang,29.0,78,1.0,1512,222,502,0.442,154,384,0.401,68,118,0.576,0.596,39,45,0.867,19,166,185,77,30,14,54,145,637,0.0674216765453006
8,9.0,Danuel House Jr.,29.0,56,5.0,807,93,197,0.472,37,110,0.336,56,87,0.644,0.566,45,60,0.75,9,85,94,44,14,9,26,69,268,0.0283657917019475
9,10.0,Paul Reed,23.0,69,2.0,755,124,209,0.593,1,6,0.167,123,203,0.606,0.596,38,51,0.745,112,150,262,27,46,51,45,123,287,0.03037679932260796
10,11.0,Montrezl Harrell,29.0,57,7.0,681,125,209,0.598,0,6,0.0,125,203,0.616,0.598,70,101,0.693,67,92,159,33,17,25,35,75,320,0.03386960203217612
11,12.0,Matisse Thybulle,25.0,49,6.0,591,50,116,0.431,21,63,0.333,29,53,0.547,0.522,9,12,0.75,20,43,63,23,45,14,8,65,130,0.01375952582557155
12,13.0,Jalen McDaniels,25.0,24,3.0,419,60,123,0.488,12,30,0.4,48,93,0.516,0.537,28,34,0.824,19,57,76,19,17,5,13,51,160,0.01693480101608806
13,14.0,Furkan Korkmaz,25.0,37,0.0,353,48,111,0.432,18,46,0.391,30,65,0.462,0.514,26,36,0.722,6,36,42,22,10,3,24,18,140,0.014817950889077053
14,15.0,Jaden Springer,20.0,16,2.0,89,17,35,0.486,2,5,0.4,15,30,0.5,0.514,6,8,0.75,6,8,14,8,7,3,3,15,42,0.004445385266723116
15,16.0,Dewayne Dedmon,33.0,8,1.0,76,13,22,0.591,1,2,0.5,12,20,0.6,0.614,1,5,0.2,6,19,25,10,2,5,6,14,28,0.0029635901778154107
16,17.0,Mac McClung,24.0,2,0.0,41,9,20,0.45,4,11,0.364,5,9,0.556,0.55,3,5,0.6,3,7,10,9,0,0,3,3,25,0.0026460626587637595
17,18.0,Louis King,23.0,1,0.0,29,8,13,0.615,4,8,0.5,4,5,0.8,0.769,0,1,0.0,2,2,4,2,1,0,2,4,20,0.0021168501270110076
18,19.0,Saben Lee,23.0,2,0.0,10,3,4,0.75,0,1,0.0,3,3,1.0,0.75,0,0,,0,0,0,2,1,0,3,1,6,0.0006350550381033022
19,20.0,Julian Champagnie,21.0,2,0.0,7,0,2,0.0,0,1,0.0,0,1,0.0,0.0,0,0,,0,0,0,0,1,0,0,0,0,0.0
20,21.0,Michael Foster Jr.,20.0,1,0.0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0.0
21,,,,82,,19880,3347,6870,0.487,1035,2675,0.387,2312,4195,0.551,0.563,1719,2058,0.835,715,2641,3356,2063,635,389,1121,1675,9448,1.0
