,Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Andre Iguodala,26.0,82,82.0,3193,496,1120,0.443,94,303,0.31,402,817,0.492,0.485,315,430,0.733,82,447,529,472,141,55,218,145,1401
1,2.0,Elton Brand,30.0,76,57.0,2297,412,858,0.48,0,1,0.0,412,857,0.481,0.48,172,233,0.738,179,282,461,109,82,80,131,232,996
2,3.0,Thaddeus Young,21.0,67,45.0,2145,382,813,0.47,48,138,0.348,334,675,0.495,0.499,114,165,0.691,130,220,350,97,81,15,126,133,926
3,4.0,Samuel Dalembert,28.0,82,80.0,2124,285,523,0.545,0,0,,285,523,0.545,0.545,97,133,0.729,239,545,784,64,42,151,123,252,667
4,5.0,Lou Williams,23.0,64,38.0,1912,318,677,0.47,70,206,0.34,248,471,0.527,0.521,192,233,0.824,25,162,187,268,80,15,106,110,898
5,6.0,Jrue Holiday,19.0,73,51.0,1767,230,520,0.442,62,159,0.39,168,361,0.465,0.502,65,86,0.756,56,135,191,280,79,18,156,153,587
6,7.0,Willie Green,28.0,73,18.0,1553,248,543,0.457,47,136,0.346,201,407,0.494,0.5,95,114,0.833,20,109,129,152,32,11,67,135,638
7,8.0,Marreese Speights,22.0,62,1.0,1016,212,444,0.477,0,5,0.0,212,439,0.483,0.477,108,145,0.745,85,167,252,36,29,34,51,152,532
8,9.0,Jason Kapono,28.0,57,12.0,976,126,301,0.419,63,171,0.368,63,130,0.485,0.523,9,15,0.6,14,52,66,39,21,6,34,80,324
9,10.0,Rodney Carney,25.0,68,0.0,857,113,282,0.401,41,135,0.304,72,147,0.49,0.473,52,63,0.825,26,111,137,37,25,20,21,79,319
10,11.0,Allen Iverson,34.0,25,24.0,798,121,290,0.417,8,24,0.333,113,266,0.425,0.431,98,119,0.824,15,60,75,102,18,2,57,43,348
11,12.0,Jason Smith,23.0,56,2.0,658,75,174,0.431,10,29,0.345,65,145,0.448,0.46,29,42,0.69,54,81,135,33,21,28,35,110,189
12,13.0,Royal Ivey,28.0,26,0.0,236,26,55,0.473,12,24,0.5,14,31,0.452,0.582,6,7,0.857,5,21,26,17,10,2,5,25,70
13,14.0,Jodie Meeks,22.0,19,0.0,233,40,91,0.44,19,50,0.38,21,41,0.512,0.544,13,18,0.722,4,23,27,17,5,1,5,19,112
14,15.0,Primož Brezec,30.0,7,0.0,36,2,13,0.154,0,0,,2,13,0.154,0.154,1,2,0.5,6,6,12,0,1,1,0,9,5
15,16.0,Francisco Elson,33.0,1,0.0,4,1,2,0.5,0,0,,1,2,0.5,0.5,0,3,0.0,1,0,1,0,0,0,0,0,2
16,,,,82,,19805,3087,6706,0.46,474,1381,0.343,2613,5325,0.491,0.496,1366,1808,0.756,941,2421,3362,1723,667,439,1192,1677,8014
