,Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1,Jae'Sean Tate,25,70,58,2043,316,625,.506,60,195,.308,256,430,.595,.554,102,147,.694,132,242,374,178,85,36,98,222,794
1,2,Christian Wood,25,41,41,1326,329,640,.514,77,206,.374,252,434,.581,.574,125,198,.631,76,319,395,71,34,48,80,88,860
2,3,John Wall,30,40,40,1288,293,726,.404,79,249,.317,214,477,.449,.458,158,211,.749,17,112,129,275,42,31,141,46,823
3,4,Sterling Brown,25,51,14,1229,150,335,.448,91,215,.423,59,120,.492,.584,25,31,.806,38,186,224,72,38,12,41,97,416
4,5,Kenyon Martin Jr.,20,45,8,1068,162,318,.509,35,96,.365,127,222,.572,.564,60,84,.714,73,169,242,48,30,41,38,89,419
5,6,P.J. Tucker,35,32,32,959,48,131,.366,27,86,.314,21,45,.467,.469,18,23,.783,33,115,148,45,29,18,33,91,141
6,7,Danuel House Jr.,27,36,23,932,110,272,.404,54,156,.346,56,116,.483,.504,41,63,.651,18,114,132,69,20,16,36,67,315
7,8,Kelly Olynyk,29,27,24,840,175,321,.545,49,125,.392,126,196,.643,.621,114,135,.844,43,185,228,112,39,16,71,84,513
8,9,Kevin Porter Jr.,20,26,23,835,156,367,.425,50,161,.311,106,206,.515,.493,69,94,.734,20,79,99,164,19,8,91,61,431
9,10,Eric Gordon,32,27,13,789,159,367,.433,69,210,.329,90,157,.573,.527,94,114,.825,8,50,58,71,14,13,51,44,481
10,11,David Nwaba,28,30,9,679,106,218,.486,17,63,.270,89,155,.574,.525,47,68,.691,40,78,118,31,30,21,17,60,276
11,12,Victor Oladipo,28,20,20,669,155,381,.407,49,153,.320,106,228,.465,.471,65,83,.783,8,87,95,99,24,10,51,45,424
12,13,Ben McLemore,27,32,4,537,80,224,.357,55,166,.331,25,58,.431,.480,23,32,.719,11,55,66,28,20,3,28,51,238
13,14,Armoni Brooks,22,20,5,520,78,192,.406,60,157,.382,18,35,.514,.563,7,12,.583,10,58,68,30,12,5,22,34,223
14,15,DeMarcus Cousins,30,25,11,506,79,210,.376,39,116,.336,40,94,.426,.469,44,59,.746,30,161,191,60,21,18,39,74,241
15,16,D.J. Augustin,33,20,6,416,64,151,.424,34,88,.386,30,63,.476,.536,49,54,.907,9,35,44,78,8,0,31,23,211
16,17,Anthony Lamb,23,24,3,415,46,118,.390,23,71,.324,23,47,.489,.487,18,21,.857,27,43,70,23,6,5,19,34,133
17,18,Avery Bradley,30,17,5,391,33,105,.314,17,63,.270,16,42,.381,.395,5,6,.833,6,33,39,32,14,2,19,29,88
18,19,D.J. Wilson,24,23,1,328,52,125,.416,20,59,.339,32,66,.485,.496,16,23,.696,17,70,87,20,10,12,18,31,140
19,20,Mason Jones,22,26,1,307,47,114,.412,23,64,.359,24,50,.480,.513,35,57,.614,4,47,51,39,6,1,28,22,152
20,Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
21,21,James Harden,31,8,8,290,60,135,.444,25,72,.347,35,63,.556,.537,53,60,.883,5,36,41,83,7,6,34,14,198
22,22,DaQuan Jeffries,23,13,3,261,26,63,.413,11,39,.282,15,24,.625,.500,1,1,1.000,10,32,42,16,8,6,6,25,64
23,23,Justin Patton,23,13,6,247,29,70,.414,9,34,.265,20,36,.556,.479,3,4,.750,14,35,49,14,12,14,4,34,70
24,24,Khyri Thomas,24,5,2,153,32,66,.485,9,27,.333,23,39,.590,.553,9,9,1.000,7,11,18,25,9,6,6,8,82
25,25,Cameron Oliver,24,4,0,87,19,33,.576,4,13,.308,15,20,.750,.636,1,4,.250,5,16,21,5,2,4,3,11,43
26,26,Rodions Kurucs,22,11,0,75,5,21,.238,2,15,.133,3,6,.500,.286,1,2,.500,2,9,11,4,6,4,9,7,13
27,27,Bruno Caboclo,25,6,0,36,8,17,.471,0,5,.000,8,12,.667,.471,1,2,.500,3,11,14,1,0,2,4,6,17
28,28,Cameron Reynolds,25,2,0,34,5,16,.313,3,12,.250,2,4,.500,.406,0,0,,2,3,5,2,0,0,0,2,13
29,29,Brodric Thomas,24,4,0,24,2,7,.286,1,6,.167,1,1,1.000,.357,5,7,.714,1,3,4,4,1,1,4,5,10
30,30,Ray Spalding,23,2,0,19,2,4,.500,0,1,.000,2,3,.667,.500,0,2,.000,2,2,4,0,0,2,3,3,4
31,,,,72,,17305,2826,6372,.444,992,2923,.339,1834,3449,.532,.521,1189,1606,.740,671,2396,3067,1699,546,361,1060,1407,7833
