,Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Ty Lawson,24.0,61,61.0,2124,374,767,0.488,73,200,0.365,301,567,0.531,0.535,178,216,0.824,54,173,227,401,82,6,149,94,999
1,2.0,Arron Afflalo,26.0,62,62.0,2086,329,699,0.471,88,221,0.398,241,478,0.504,0.534,197,247,0.798,40,157,197,149,36,13,85,134,943
2,3.0,Andre Miller,35.0,66,7.0,1809,242,552,0.438,18,83,0.217,224,469,0.478,0.455,137,169,0.811,53,168,221,441,63,9,177,133,639
3,4.0,Al Harrington,31.0,64,1.0,1761,345,773,0.446,101,303,0.333,244,470,0.519,0.512,119,176,0.676,72,318,390,88,58,12,112,181,910
4,5.0,Danilo Gallinari,23.0,43,40.0,1351,193,466,0.414,60,183,0.328,133,283,0.47,0.479,182,209,0.871,28,174,202,116,42,23,68,86,628
5,6.0,Corey Brewer,25.0,59,17.0,1287,201,463,0.434,33,127,0.26,168,336,0.5,0.47,90,130,0.692,43,107,150,88,72,17,56,113,525
6,7.0,Kenneth Faried,22.0,46,39.0,1037,181,309,0.586,0,0,,181,309,0.586,0.586,109,164,0.665,142,210,352,36,34,47,54,116,471
7,8.0,Nenê,29.0,28,27.0,826,143,281,0.509,0,2,0.0,143,279,0.513,0.509,90,133,0.677,43,165,208,61,36,25,77,69,376
8,9.0,Kosta Koufos,22.0,48,24.0,792,115,192,0.599,0,0,,115,192,0.599,0.599,33,55,0.6,95,163,258,15,24,41,33,96,263
9,10.0,Rudy Fernández,26.0,31,1.0,710,99,225,0.44,40,122,0.328,59,103,0.573,0.529,30,43,0.698,9,56,65,75,31,3,40,37,268
10,11.0,Timofey Mozgov,25.0,44,35.0,687,100,190,0.526,0,0,,100,190,0.526,0.526,39,57,0.684,53,126,179,22,15,42,53,86,239
11,12.0,Chris Andersen,33.0,32,1.0,486,59,108,0.546,0,0,,59,108,0.546,0.546,50,82,0.61,48,100,148,6,19,46,17,52,168
12,13.0,JaVale McGee,24.0,20,5.0,411,93,152,0.612,0,0,,93,152,0.612,0.612,19,51,0.373,36,79,115,6,10,31,19,48,205
13,14.0,Jordan Hamilton,21.0,26,2.0,258,48,111,0.432,17,47,0.362,31,64,0.484,0.509,2,5,0.4,11,51,62,20,4,3,16,15,115
14,15.0,Wilson Chandler,24.0,8,6.0,215,31,79,0.392,3,12,0.25,28,67,0.418,0.411,10,12,0.833,6,35,41,17,6,6,18,18,75
15,16.0,Julyan Stone,23.0,22,2.0,179,13,31,0.419,2,11,0.182,11,20,0.55,0.452,8,11,0.727,5,20,25,37,8,6,11,18,36
16,17.0,DeMarre Carroll,25.0,4,0.0,21,6,6,1.0,0,0,,6,6,1.0,1.0,0,0,,0,3,3,3,0,0,2,1,12
17,,,,66,,16040,2572,5404,0.476,435,1311,0.332,2137,4093,0.522,0.516,1293,1760,0.735,738,2105,2843,1581,540,330,1015,1297,6872
