,Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Nick Van Exel,29.0,71,70.0,2688,460,1112,0.414,135,358,0.377,325,754,0.431,0.474,204,249,0.819,44,197,241,600,61,18,165,109,1259
1,2.0,Antonio McDyess,26.0,70,70.0,2555,577,1165,0.495,0,0,,577,1165,0.495,0.495,304,434,0.7,240,605,845,146,43,102,162,220,1458
2,3.0,Raef LaFrentz,24.0,78,74.0,2457,387,812,0.477,51,139,0.367,336,673,0.499,0.508,183,262,0.698,173,434,607,107,37,206,97,290,1008
3,4.0,Voshon Lenard,27.0,80,58.0,2331,336,846,0.397,147,382,0.385,189,464,0.407,0.484,153,192,0.797,47,184,231,190,65,18,102,170,972
4,5.0,James Posey,24.0,82,82.0,2255,243,590,0.412,65,217,0.3,178,373,0.477,0.467,115,141,0.816,125,306,431,163,93,40,102,226,666
5,6.0,George McCloud,33.0,76,8.0,2007,250,655,0.382,77,234,0.329,173,421,0.411,0.44,152,181,0.84,55,169,224,279,53,27,117,165,729
6,7.0,Robert Pack,31.0,74,11.0,1260,181,426,0.425,12,31,0.387,169,395,0.428,0.439,105,137,0.766,30,107,137,293,65,1,135,114,479
7,8.0,Kevin Willis,38.0,43,13.0,1059,180,421,0.428,1,4,0.25,179,417,0.429,0.429,52,66,0.788,109,200,309,29,38,31,47,138,413
8,9.0,Keon Clark,25.0,35,3.0,752,82,199,0.412,0,0,,82,199,0.412,0.412,63,105,0.6,58,128,186,34,16,44,48,101,227
9,10.0,Ryan Bowen,25.0,57,0.0,696,80,144,0.556,4,11,0.364,76,133,0.571,0.569,27,44,0.614,62,51,113,30,37,12,24,95,191
10,11.0,Mark Strickland,30.0,46,2.0,517,82,185,0.443,0,1,0.0,82,184,0.446,0.443,37,59,0.627,43,77,120,17,12,19,24,58,201
11,12.0,Tariq Abdul-Wahad,26.0,29,12.0,420,43,111,0.387,4,10,0.4,39,101,0.386,0.405,21,36,0.583,14,45,59,22,14,13,34,54,111
12,13.0,Terry Davis,33.0,19,1.0,228,12,25,0.48,0,0,,12,25,0.48,0.48,9,22,0.409,24,29,53,7,1,1,5,34,33
13,14.0,Anthony Goldwire,29.0,20,0.0,201,30,80,0.375,9,34,0.265,21,46,0.457,0.431,13,17,0.765,1,11,12,34,9,0,15,13,82
14,15.0,Calbert Cheaney,29.0,9,5.0,153,10,30,0.333,0,0,,10,30,0.333,0.333,1,2,0.5,5,15,20,9,4,2,5,14,21
15,16.0,Tracy Murray,29.0,13,0.0,135,17,55,0.309,7,23,0.304,10,32,0.313,0.373,9,10,0.9,4,18,22,9,4,1,6,8,50
16,17.0,Dan McClintock,23.0,6,1.0,58,9,18,0.5,0,0,,9,18,0.5,0.5,0,5,0.0,10,7,17,1,0,2,3,11,18
17,18.0,Garth Joseph,27.0,2,0.0,8,0,3,0.0,0,0,,0,3,0.0,0.0,0,2,0.0,0,0,0,0,0,1,1,0,0
18,,,,82,,19780,2979,6877,0.433,512,1444,0.355,2467,5433,0.454,0.47,1448,1964,0.737,1044,2583,3627,1970,552,538,1136,1820,7918
