,Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Michael Redd,24.0,82,82.0,3021,633,1439,0.44,127,363,0.35,506,1076,0.47,0.484,383,441,0.868,118,289,407,185,81,6,116,152,1776
1,2.0,Desmond Mason,26.0,82,31.0,2534,409,867,0.472,9,39,0.231,400,828,0.483,0.477,356,463,0.769,93,266,359,152,60,24,148,191,1183
2,3.0,Joe Smith,28.0,76,76.0,2254,311,708,0.439,1,5,0.2,310,703,0.441,0.44,207,241,0.859,230,413,643,78,47,94,82,209,830
3,4.0,Damon Jones,27.0,82,26.0,2016,210,524,0.401,98,273,0.359,112,251,0.446,0.494,55,72,0.764,15,155,170,478,30,4,103,92,573
4,5.0,Brian Skinner,27.0,56,54.0,1577,255,513,0.497,0,0,,255,513,0.497,0.497,79,138,0.572,119,292,411,49,30,61,78,165,589
5,6.0,Toni Kukoč,35.0,73,0.0,1522,211,506,0.417,49,168,0.292,162,338,0.479,0.465,145,199,0.729,60,211,271,200,59,21,110,110,616
6,7.0,T.J. Ford,20.0,55,55.0,1472,153,398,0.384,5,21,0.238,148,377,0.393,0.391,80,98,0.816,37,140,177,356,60,3,139,123,391
7,8.0,Tim Thomas,26.0,42,42.0,1343,226,510,0.443,47,130,0.362,179,380,0.471,0.489,93,122,0.762,38,167,205,90,40,15,73,127,592
8,9.0,Dan Gadzuric,25.0,75,0.0,1260,183,349,0.524,0,1,0.0,183,348,0.526,0.524,58,118,0.492,126,220,346,28,51,105,45,186,424
9,10.0,Keith Van Horn,28.0,25,15.0,766,137,290,0.472,33,72,0.458,104,218,0.477,0.529,86,91,0.945,51,107,158,37,16,15,50,64,393
10,11.0,Daniel Santiago,27.0,54,28.0,708,78,163,0.479,0,0,,78,163,0.479,0.479,61,90,0.678,35,97,132,24,19,21,32,98,217
11,12.0,Erick Strickland,30.0,43,0.0,571,79,196,0.403,29,66,0.439,50,130,0.385,0.477,44,51,0.863,13,58,71,90,26,2,54,63,231
12,13.0,Brevin Knight,28.0,21,1.0,420,46,105,0.438,1,3,0.333,45,102,0.441,0.443,30,38,0.789,3,45,48,98,29,0,25,56,123
13,14.0,Marcus Haislip,23.0,31,0.0,263,36,74,0.486,1,2,0.5,35,72,0.486,0.493,20,28,0.714,21,32,53,4,6,12,9,25,93
14,15.0,Joel Przybilla,24.0,5,0.0,33,0,0,,0,0,,0,0,,,1,2,0.5,1,9,10,3,0,0,2,5,1
15,16.0,Dan Langhi,26.0,2,0.0,20,3,8,0.375,1,2,0.5,2,6,0.333,0.438,0,0,,0,1,1,0,0,0,0,2,7
16,,,,82,,19780,2970,6650,0.447,401,1145,0.35,2569,5505,0.467,0.477,1698,2192,0.775,960,2502,3462,1872,554,383,1110,1668,8039
