,Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Gary Payton,32.0,79,79.0,3244,725,1591,0.456,102,272,0.375,623,1319,0.472,0.488,271,354,0.766,73,288,361,642,127,26,209,184,1823
1,2.0,Rashard Lewis,21.0,78,78.0,2720,426,887,0.48,123,285,0.432,303,602,0.503,0.55,176,213,0.826,143,398,541,125,91,45,129,191,1151
2,3.0,Vin Baker,29.0,76,27.0,2129,347,822,0.422,1,16,0.063,346,806,0.429,0.423,232,321,0.723,179,251,430,90,38,73,158,264,927
3,4.0,Patrick Ewing,38.0,79,79.0,2107,294,684,0.43,0,2,0.0,294,682,0.431,0.43,172,251,0.685,124,461,585,92,53,91,151,229,760
4,5.0,Ruben Patterson,25.0,76,22.0,2059,370,749,0.494,2,36,0.056,368,713,0.516,0.495,246,361,0.681,183,199,382,161,103,45,155,176,988
5,6.0,Brent Barry,29.0,67,20.0,1778,198,401,0.494,109,229,0.476,89,172,0.517,0.63,84,103,0.816,33,178,211,225,80,14,86,126,589
6,7.0,Desmond Mason,23.0,78,14.0,1522,189,439,0.431,18,67,0.269,171,372,0.46,0.451,67,91,0.736,72,177,249,63,39,20,53,146,463
7,8.0,Emanual Davis,32.0,62,39.0,1290,133,318,0.418,50,127,0.394,83,191,0.435,0.497,45,55,0.818,28,126,154,137,64,12,77,101,361
8,9.0,Shammond Williams,25.0,69,6.0,1238,161,368,0.438,61,133,0.459,100,235,0.426,0.52,84,96,0.875,34,98,132,190,31,4,82,83,467
9,10.0,Jelani McCoy,23.0,70,44.0,1143,138,264,0.523,0,0,,138,264,0.523,0.523,41,93,0.441,92,159,251,57,18,49,75,141,317
10,11.0,Rubén Wolkowyski,27.0,34,1.0,305,25,79,0.316,0,2,0.0,25,77,0.325,0.316,25,34,0.735,12,34,46,3,6,18,12,38,75
11,12.0,Olumide Oyedeji,19.0,30,1.0,221,18,37,0.486,0,0,,18,37,0.486,0.486,9,12,0.75,24,43,67,2,7,10,11,40,45
12,13.0,Pervis Ellison,33.0,9,0.0,40,2,7,0.286,0,0,,2,7,0.286,0.286,2,2,1.0,2,10,12,3,0,2,3,13,6
13,14.0,David Wingate,37.0,1,0.0,9,3,3,1.0,0,0,,3,3,1.0,1.0,0,0,,0,0,0,2,0,0,0,1,6
14,,,,82,,19805,3029,6649,0.456,466,1169,0.399,2563,5480,0.468,0.491,1454,1986,0.732,999,2422,3421,1792,657,409,1252,1733,7978
