,Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Miles Bridges,23.0,80,80.0,2837,596,1214,0.491,154,465,0.331,442,749,0.59,0.554,267,333,0.802,90,469,559,300,74,67,150,193,1613
1,2.0,Terry Rozier,27.0,73,73.0,2458,518,1167,0.444,222,593,0.374,296,574,0.516,0.539,150,176,0.852,56,259,315,326,93,25,96,119,1408
2,3.0,LaMelo Ball,20.0,75,75.0,2422,538,1254,0.429,220,565,0.389,318,689,0.462,0.517,212,243,0.872,108,393,501,571,119,30,245,237,1508
3,4.0,Kelly Oubre Jr.,26.0,76,13.0,1999,410,932,0.44,191,553,0.345,219,379,0.578,0.542,126,189,0.667,79,223,302,84,77,31,67,189,1137
4,5.0,Cody Martin,26.0,71,11.0,1866,204,423,0.482,61,159,0.384,143,264,0.542,0.554,75,107,0.701,82,203,285,179,88,32,61,116,544
5,6.0,Mason Plumlee,31.0,73,73.0,1793,205,320,0.641,0,2,0.0,205,318,0.645,0.641,67,171,0.392,176,389,565,226,61,52,100,224,477
6,7.0,P.J. Washington,23.0,65,28.0,1768,250,532,0.47,110,301,0.365,140,231,0.606,0.573,58,81,0.716,82,255,337,147,57,61,82,152,668
7,8.0,Gordon Hayward,31.0,49,48.0,1564,283,617,0.459,86,220,0.391,197,397,0.496,0.528,126,149,0.846,38,186,224,177,47,22,81,85,778
8,9.0,Jalen McDaniels,24.0,55,2.0,895,123,254,0.484,41,108,0.38,82,146,0.562,0.565,53,72,0.736,37,133,170,58,26,22,36,93,340
9,10.0,Montrezl Harrell,28.0,25,0.0,524,111,172,0.645,0,2,0.0,111,170,0.653,0.645,63,91,0.692,53,69,122,49,11,12,22,49,285
10,11.0,Ish Smith,33.0,37,1.0,511,73,185,0.395,10,25,0.4,63,160,0.394,0.422,12,19,0.632,11,46,57,98,20,10,36,34,168
11,12.0,Nick Richards,24.0,50,5.0,367,60,90,0.667,0,0,,60,90,0.667,0.667,30,43,0.698,34,52,86,13,9,21,24,51,150
12,13.0,James Bouknight,21.0,31,0.0,304,49,141,0.348,17,49,0.347,32,92,0.348,0.408,27,31,0.871,22,30,52,26,7,1,15,29,142
13,14.0,JT Thor,19.0,33,0.0,262,24,55,0.436,7,27,0.259,17,28,0.607,0.5,12,20,0.6,11,32,43,19,8,11,10,26,67
14,15.0,Isaiah Thomas,32.0,17,0.0,219,52,120,0.433,23,58,0.397,29,62,0.468,0.529,14,15,0.933,3,18,21,24,7,3,10,22,141
15,16.0,Kai Jones,21.0,21,0.0,63,9,14,0.643,1,2,0.5,8,12,0.667,0.679,3,8,0.375,3,8,11,4,1,2,6,8,22
16,17.0,Vernon Carey Jr.,20.0,4,1.0,17,3,6,0.5,0,0,,3,6,0.5,0.5,2,3,0.667,3,2,5,0,1,0,1,1,8
17,18.0,Scottie Lewis,21.0,2,0.0,7,0,0,,0,0,,0,0,,,1,2,0.5,0,0,0,1,1,0,0,0,1
18,19.0,Arnoldas Kulboka,24.0,2,0.0,5,0,1,0.0,0,1,0.0,0,0,,0.0,0,0,,0,0,0,0,0,0,0,1,0
19,,,,82,,19880,3508,7497,0.468,1143,3130,0.365,2365,4367,0.542,0.544,1298,1753,0.74,888,2767,3655,2302,707,402,1087,1629,9457
