,Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Hakeem Olajuwon,32.0,72,72.0,2853,798,1545,0.517,3,16,0.188,795,1529,0.52,0.517,406,537,0.756,172,603,775,255,133,242,237,250,2005
1,2.0,Robert Horry,24.0,64,61.0,2074,240,537,0.447,86,227,0.379,154,310,0.497,0.527,86,113,0.761,81,243,324,216,94,76,122,161,652
2,3.0,Vernon Maxwell,29.0,64,54.0,2038,306,777,0.394,143,441,0.324,163,336,0.485,0.486,99,144,0.688,18,146,164,274,75,13,137,157,854
3,4.0,Kenny Smith,29.0,81,81.0,2030,287,593,0.484,142,331,0.429,145,262,0.553,0.604,126,148,0.851,27,128,155,323,71,10,123,109,842
4,5.0,Mario Elie,31.0,81,13.0,1896,243,487,0.499,80,201,0.398,163,286,0.57,0.581,144,171,0.842,50,146,196,189,65,12,104,158,710
5,6.0,Sam Cassell,25.0,82,1.0,1882,253,593,0.427,63,191,0.33,190,402,0.473,0.48,214,254,0.843,38,173,211,405,94,14,167,209,783
6,7.0,Pete Chilcutt,26.0,68,17.0,1347,146,328,0.445,35,86,0.407,111,242,0.459,0.498,31,42,0.738,106,211,317,66,25,43,61,117,358
7,8.0,Carl Herrera,28.0,61,26.0,1331,171,327,0.523,0,2,0.0,171,325,0.526,0.523,73,117,0.624,98,180,278,44,40,38,71,136,415
8,9.0,Clyde Drexler,32.0,35,34.0,1300,266,526,0.506,60,168,0.357,206,358,0.575,0.563,157,194,0.809,68,178,246,154,62,23,89,89,749
9,10.0,Otis Thorpe,32.0,36,35.0,1188,206,366,0.563,0,3,0.0,206,363,0.567,0.563,67,127,0.528,113,209,322,58,22,13,76,102,479
10,11.0,Chucky Brown,26.0,41,14.0,814,105,174,0.603,1,3,0.333,104,171,0.608,0.606,38,62,0.613,64,125,189,30,11,14,29,105,249
11,12.0,Tim Breaux,24.0,42,2.0,340,45,121,0.372,6,25,0.24,39,96,0.406,0.397,32,49,0.653,16,18,34,15,11,4,16,25,128
12,13.0,Tracy Murray,23.0,25,0.0,203,32,80,0.4,19,45,0.422,13,35,0.371,0.519,5,8,0.625,2,20,22,5,7,3,15,31,88
13,14.0,Scott Brooks,29.0,28,0.0,186,35,65,0.538,8,17,0.471,27,48,0.563,0.6,18,21,0.857,1,12,13,22,8,1,14,14,96
14,15.0,Žan Tabak,24.0,37,0.0,182,24,53,0.453,0,1,0.0,24,52,0.462,0.453,27,44,0.614,23,34,57,4,2,7,18,37,75
15,16.0,Charles Jones,37.0,3,0.0,36,1,3,0.333,0,0,,1,3,0.333,0.333,1,2,0.5,2,5,7,0,0,1,0,8,3
16,17.0,Adrian Caldwell,28.0,7,0.0,30,1,4,0.25,0,0,,1,4,0.25,0.25,3,6,0.5,1,9,10,0,1,0,1,6,5
17,,,,82,,19730,3159,6579,0.48,646,1757,0.368,2513,4822,0.521,0.529,1527,2039,0.749,880,2440,3320,2060,721,514,1322,1714,8491
