,Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Dennis Scott,27.0,82,82.0,3041,491,1117,0.44,267,628,0.425,224,489,0.458,0.559,182,222,0.82,63,246,309,243,90,29,122,169,1431
1,2.0,Anfernee Hardaway,24.0,82,82.0,3015,623,1215,0.513,89,283,0.314,534,932,0.573,0.549,445,580,0.767,129,225,354,582,166,41,229,160,1780
2,3.0,Nick Anderson,28.0,77,77.0,2717,400,904,0.442,168,430,0.391,232,474,0.489,0.535,166,240,0.692,92,323,415,279,121,46,141,135,1134
3,4.0,Horace Grant,30.0,63,62.0,2286,347,677,0.513,1,6,0.167,346,671,0.516,0.513,152,207,0.734,178,402,580,170,62,74,64,144,847
4,5.0,Shaquille O'Neal,23.0,54,52.0,1946,592,1033,0.573,1,2,0.5,591,1031,0.573,0.574,249,511,0.487,182,414,596,155,34,115,155,193,1434
5,6.0,Brian Shaw,29.0,75,1.0,1679,182,486,0.374,41,144,0.285,141,342,0.412,0.417,91,114,0.798,58,166,224,336,58,11,173,160,496
6,7.0,Jon Koncak,32.0,67,35.0,1288,84,175,0.48,3,9,0.333,81,166,0.488,0.489,32,57,0.561,63,209,272,51,27,44,41,226,203
7,8.0,Anthony Bowie,32.0,74,4.0,1078,128,272,0.471,12,31,0.387,116,241,0.481,0.493,40,46,0.87,40,83,123,105,34,10,55,112,308
8,9.0,Joe Wolf,31.0,63,8.0,1047,135,262,0.515,0,6,0.0,135,256,0.527,0.515,21,29,0.724,49,136,185,63,13,5,40,161,291
9,10.0,Donald Royal,29.0,64,7.0,963,106,216,0.491,0,2,0.0,106,214,0.495,0.491,125,164,0.762,57,96,153,42,29,15,52,97,337
10,11.0,David Vaughn,22.0,33,0.0,266,27,80,0.338,0,1,0.0,27,79,0.342,0.338,10,18,0.556,33,47,80,8,6,15,18,68,64
11,12.0,Brooks Thompson,25.0,33,0.0,246,48,103,0.466,25,64,0.391,23,39,0.59,0.587,19,27,0.704,4,20,24,31,12,0,24,35,140
12,13.0,Jeff Turner,33.0,13,0.0,192,18,51,0.353,9,27,0.333,9,24,0.375,0.441,2,2,1.0,10,18,28,6,2,1,11,33,47
13,14.0,Anthony Bonner,27.0,4,0.0,43,5,15,0.333,0,0,,5,15,0.333,0.333,3,7,0.429,6,13,19,4,3,0,3,11,13
14,15.0,Darrell Armstrong,27.0,13,0.0,41,16,32,0.5,6,12,0.5,10,20,0.5,0.594,4,4,1.0,0,2,2,5,6,0,6,4,42
15,16.0,Geert Hammink,26.0,3,0.0,7,1,2,0.5,0,0,,1,2,0.5,0.5,2,4,0.5,2,1,3,0,0,0,2,1,4
16,,,,82,,19855,3203,6640,0.482,622,1645,0.378,2581,4995,0.517,0.529,1543,2232,0.691,966,2401,3367,2080,663,406,1160,1709,8571
