,Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Trae Young,20.0,81,81.0,2503,525,1256,0.418,156,482,0.324,369,774,0.477,0.48,343,414,0.829,64,237,301,653,72,15,308,140,1549
1,2.0,Kevin Huerter,20.0,75,59.0,2048,275,657,0.419,136,353,0.385,139,304,0.457,0.522,41,56,0.732,60,185,245,214,65,25,109,155,727
2,3.0,DeAndre' Bembry,24.0,82,15.0,1931,275,616,0.446,50,173,0.289,225,443,0.508,0.487,87,136,0.64,54,304,358,202,105,41,142,190,687
3,4.0,John Collins,21.0,61,59.0,1829,465,831,0.56,55,158,0.348,410,673,0.609,0.593,203,266,0.763,219,376,595,121,22,39,120,199,1188
4,5.0,Kent Bazemore,29.0,67,35.0,1643,278,691,0.402,96,300,0.32,182,391,0.465,0.472,127,175,0.726,37,224,261,152,89,42,121,170,779
5,6.0,Dewayne Dedmon,29.0,64,52.0,1609,259,526,0.492,83,217,0.382,176,309,0.57,0.571,92,113,0.814,105,375,480,90,69,71,84,214,693
6,7.0,Taurean Prince,24.0,55,47.0,1552,262,594,0.441,123,315,0.39,139,279,0.498,0.545,95,116,0.819,22,177,199,118,53,19,100,141,742
7,8.0,Alex Len,25.0,77,31.0,1544,320,648,0.494,74,204,0.363,246,444,0.554,0.551,140,216,0.648,158,266,424,86,27,69,97,200,854
8,9.0,Vince Carter,42.0,76,9.0,1330,196,468,0.419,123,316,0.389,73,152,0.48,0.55,47,66,0.712,31,163,194,87,44,27,48,141,562
9,10.0,Jeremy Lin,30.0,51,1.0,1003,180,386,0.466,44,132,0.333,136,254,0.535,0.523,142,168,0.845,16,103,119,181,38,7,98,96,546
10,11.0,Omari Spellman,21.0,46,11.0,805,98,244,0.402,44,128,0.344,54,116,0.466,0.492,32,45,0.711,72,122,194,47,26,25,31,67,272
11,12.0,Justin Anderson,25.0,48,4.0,463,64,157,0.408,24,77,0.312,40,80,0.5,0.484,26,35,0.743,24,60,84,23,22,13,23,48,178
12,13.0,Jaylen Adams,22.0,34,1.0,428,38,110,0.345,25,74,0.338,13,36,0.361,0.459,7,9,0.778,11,49,60,65,14,5,28,45,108
13,14.0,Alex Poythress,25.0,21,1.0,305,40,81,0.494,9,23,0.391,31,58,0.534,0.549,18,29,0.621,29,47,76,17,4,10,13,47,107
14,15.0,Tyler Dorsey,22.0,27,0.0,251,32,89,0.36,10,39,0.256,22,50,0.44,0.416,16,26,0.615,9,34,43,17,7,1,10,20,90
15,16.0,Daniel Hamilton,23.0,19,3.0,204,23,60,0.383,8,23,0.348,15,37,0.405,0.45,3,6,0.5,10,37,47,22,6,1,16,19,57
16,17.0,Miles Plumlee,30.0,18,0.0,173,32,48,0.667,0,0,,32,48,0.667,0.667,16,30,0.533,16,23,39,17,6,4,10,14,80
17,18.0,Deyonta Davis,22.0,9,0.0,118,15,22,0.682,0,1,0.0,15,21,0.714,0.682,6,10,0.6,10,26,36,5,3,5,3,12,36
18,19.0,Isaac Humphries,21.0,5,1.0,56,6,21,0.286,3,11,0.273,3,10,0.3,0.357,0,0,,4,7,11,0,1,0,0,7,15
19,20.0,B.J. Johnson,23.0,6,0.0,43,8,16,0.5,3,6,0.5,5,10,0.5,0.594,2,2,1.0,2,6,8,0,2,0,2,3,21
20,21.0,Tyler Zeller,29.0,2,0.0,11,0,2,0.0,0,1,0.0,0,1,0.0,0.0,0,0,,2,4,6,1,0,0,0,4,0
21,22.0,Jordan Sibert,26.0,1,0.0,4,1,1,1.0,1,1,1.0,0,0,,1.5,0,0,,0,0,0,0,0,0,0,0,3
22,,,,82,,19855,3392,7524,0.451,1067,3034,0.352,2325,4490,0.518,0.522,1443,1918,0.752,955,2825,3780,2118,675,419,1397,1932,9294
