,Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Buddy Hield,26.0,82,82.0,2615,623,1360,0.458,278,651,0.427,345,709,0.487,0.56,171,193,0.886,106,306,412,205,58,33,146,202,1695
1,2.0,De'Aaron Fox,21.0,81,81.0,2546,505,1102,0.458,86,232,0.371,419,870,0.482,0.497,303,417,0.727,43,261,304,590,133,45,227,204,1399
2,3.0,Willie Cauley-Stein,25.0,81,81.0,2213,412,741,0.556,1,2,0.5,411,739,0.556,0.557,140,254,0.551,181,497,678,194,96,51,84,227,965
3,4.0,Bogdan Bogdanović,26.0,70,17.0,1947,361,863,0.418,134,372,0.36,227,491,0.462,0.496,134,162,0.827,40,203,243,267,72,15,117,142,990
4,5.0,Nemanja Bjelica,30.0,77,70.0,1788,284,593,0.479,103,257,0.401,181,336,0.539,0.566,70,92,0.761,125,319,444,147,54,56,82,197,741
5,6.0,Marvin Bagley III,19.0,62,4.0,1567,356,706,0.504,30,96,0.313,326,610,0.534,0.525,181,262,0.691,162,309,471,62,33,59,98,120,923
6,7.0,Iman Shumpert,28.0,42,40.0,1099,133,348,0.382,74,202,0.366,59,146,0.404,0.489,34,41,0.829,19,110,129,91,47,20,38,92,374
7,8.0,Justin Jackson,23.0,52,3.0,1083,125,295,0.424,55,159,0.346,70,136,0.515,0.517,41,50,0.82,25,121,146,68,23,13,22,67,346
8,9.0,Yogi Ferrell,25.0,71,3.0,1067,153,352,0.435,54,149,0.362,99,203,0.488,0.511,60,67,0.896,13,96,109,137,36,4,40,64,420
9,10.0,Harrison Barnes,26.0,28,28.0,949,141,310,0.455,53,130,0.408,88,180,0.489,0.54,64,80,0.8,21,133,154,53,17,2,30,43,399
10,11.0,Harry Giles,20.0,58,0.0,820,175,348,0.503,0,6,0.0,175,342,0.512,0.503,58,91,0.637,66,156,222,85,31,22,73,150,408
11,12.0,Kosta Koufos,29.0,42,1.0,502,73,153,0.477,0,0,,73,153,0.477,0.477,10,24,0.417,52,125,177,36,15,18,27,68,156
12,13.0,Frank Mason III,24.0,38,0.0,435,71,169,0.42,14,64,0.219,57,105,0.543,0.462,39,57,0.684,6,37,43,84,16,4,36,34,195
13,14.0,Corey Brewer,32.0,24,0.0,352,33,74,0.446,10,30,0.333,23,44,0.523,0.514,22,30,0.733,22,37,59,29,20,5,11,47,98
14,15.0,Troy Williams,24.0,21,0.0,312,44,98,0.449,14,44,0.318,30,54,0.556,0.52,9,15,0.6,12,47,59,11,10,8,9,37,111
15,16.0,Ben McLemore,25.0,19,0.0,158,25,64,0.391,17,41,0.415,8,23,0.348,0.523,8,12,0.667,3,14,17,4,6,3,5,22,75
16,17.0,Alec Burks,27.0,13,0.0,127,9,20,0.45,0,6,0.0,9,14,0.643,0.45,4,5,0.8,2,20,22,10,8,1,4,7,22
17,18.0,Skal Labissière,22.0,13,0.0,113,13,30,0.433,4,11,0.364,9,19,0.474,0.5,6,11,0.545,4,20,24,6,2,3,7,21,36
18,19.0,Caleb Swanigan,21.0,3,0.0,33,4,9,0.444,0,2,0.0,4,7,0.571,0.444,0,2,0.0,4,8,12,4,2,1,2,6,8
19,20.0,B.J. Johnson,23.0,1,0.0,6,1,2,0.5,0,1,0.0,1,1,1.0,0.5,0,0,,0,0,0,0,0,0,0,1,2
20,,,,82,,19730,3541,7637,0.464,927,2455,0.378,2614,5182,0.504,0.524,1354,1865,0.726,906,2819,3725,2083,679,363,1095,1751,9363
