,Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Shareef Abdur-Rahim,24.0,81,81.0,3241,604,1280,0.472,12,64,0.188,592,1216,0.487,0.477,443,531,0.834,175,560,735,250,90,77,231,238,1663
1,2.0,Mike Bibby,22.0,82,82.0,3190,525,1157,0.454,108,285,0.379,417,872,0.478,0.5,143,188,0.761,47,257,304,685,107,12,248,148,1301
2,3.0,Michael Dickerson,25.0,70,69.0,2618,425,1020,0.417,86,230,0.374,339,790,0.429,0.459,206,270,0.763,70,159,229,233,62,27,162,207,1142
3,4.0,Bryant Reeves,27.0,75,48.0,1832,254,552,0.46,1,4,0.25,253,548,0.462,0.461,113,142,0.796,132,320,452,80,43,54,90,243,622
4,5.0,Grant Long,34.0,66,27.0,1507,140,319,0.439,4,15,0.267,136,304,0.447,0.445,112,157,0.713,76,198,274,83,72,15,62,160,396
5,6.0,Damon Jones,24.0,71,10.0,1415,170,416,0.409,84,231,0.364,86,185,0.465,0.51,37,52,0.712,16,108,124,224,36,1,76,58,461
6,7.0,Stromile Swift,21.0,80,6.0,1312,153,339,0.451,0,4,0.0,153,335,0.457,0.451,85,141,0.603,109,175,284,28,62,82,64,160,391
7,8.0,Othella Harrington,27.0,44,40.0,1267,180,386,0.466,0,3,0.0,180,383,0.47,0.466,120,154,0.779,102,187,289,36,19,26,104,136,480
8,9.0,Isaac Austin,31.0,52,16.0,845,96,270,0.356,6,24,0.25,90,246,0.366,0.367,28,40,0.7,50,172,222,58,20,23,54,94,226
9,10.0,Tony Massenburg,33.0,52,20.0,823,92,199,0.462,0,0,,92,199,0.462,0.462,49,70,0.7,75,135,210,9,10,28,48,122,233
10,11.0,Kevin Edwards,35.0,46,5.0,634,56,170,0.329,5,19,0.263,51,151,0.338,0.344,43,53,0.811,23,59,82,52,29,8,37,46,160
11,12.0,Mahmoud Abdul-Rauf,31.0,41,0.0,486,120,246,0.488,4,14,0.286,116,232,0.5,0.496,22,29,0.759,5,20,25,76,9,1,26,50,266
12,13.0,Erick Strickland,27.0,22,0.0,409,41,136,0.301,14,48,0.292,27,88,0.307,0.353,44,51,0.863,9,67,76,66,22,1,27,42,140
13,14.0,Doug West,33.0,15,6.0,171,11,38,0.289,0,2,0.0,11,36,0.306,0.289,6,7,0.857,4,11,15,14,3,4,4,21,28
14,15.0,Brent Price,32.0,6,0.0,30,3,11,0.273,1,4,0.25,2,7,0.286,0.318,6,7,0.857,1,3,4,5,2,0,4,8,13
15,,,,82,,19780,2870,6539,0.439,325,947,0.343,2545,5592,0.455,0.464,1457,1892,0.77,894,2431,3325,1899,586,359,1291,1733,7522
