,Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Rashard Lewis,23.0,77,77.0,3044,519,1149,0.452,75,217,0.346,444,932,0.476,0.484,283,345,0.82,152,351,503,133,99,35,143,205,1396
1,2.0,Brent Barry,31.0,75,68.0,2480,264,577,0.458,118,293,0.403,146,284,0.514,0.56,128,161,0.795,48,253,301,384,113,15,142,199,774
2,3.0,Gary Payton,34.0,52,52.0,2123,444,992,0.448,34,114,0.298,410,878,0.467,0.465,162,234,0.692,56,192,248,457,93,12,131,117,1084
3,4.0,Predrag Drobnjak,27.0,82,69.0,1984,325,789,0.412,30,85,0.353,295,704,0.419,0.431,91,115,0.791,111,209,320,86,48,38,65,180,771
4,5.0,Vladimir Radmanović,22.0,72,16.0,1910,274,668,0.41,104,293,0.355,170,375,0.453,0.488,72,102,0.706,76,247,323,97,64,22,100,136,724
5,6.0,Desmond Mason,25.0,52,15.0,1811,291,667,0.436,16,55,0.291,275,612,0.449,0.448,134,181,0.74,88,247,335,95,47,21,74,136,732
6,7.0,Reggie Evans,22.0,67,60.0,1365,66,140,0.471,0,0,,66,140,0.471,0.471,80,154,0.519,167,278,445,34,38,11,52,173,212
7,8.0,Ray Allen,27.0,29,29.0,1197,247,560,0.441,78,222,0.351,169,338,0.5,0.511,138,150,0.92,49,114,163,170,46,3,81,71,710
8,9.0,Kevin Ollie,30.0,29,1.0,770,82,186,0.441,1,1,1.0,81,185,0.438,0.444,66,87,0.759,13,70,83,110,32,1,36,51,231
9,10.0,Jerome James,27.0,51,16.0,766,111,232,0.478,0,0,,111,232,0.478,0.478,54,92,0.587,78,138,216,27,12,82,75,166,276
10,11.0,Kenny Anderson,32.0,38,1.0,689,102,232,0.44,0,5,0.0,102,227,0.449,0.44,29,35,0.829,17,70,87,121,40,1,33,63,233
11,12.0,Calvin Booth,26.0,47,0.0,575,52,119,0.437,0,2,0.0,52,117,0.444,0.437,34,47,0.723,32,77,109,12,11,33,22,74,138
12,13.0,Ansu Sesay,26.0,45,4.0,448,41,107,0.383,0,0,,41,107,0.383,0.383,12,21,0.571,34,39,73,23,14,5,25,62,94
13,14.0,Vitaly Potapenko,27.0,26,2.0,403,41,93,0.441,0,0,,41,93,0.441,0.441,22,29,0.759,25,64,89,4,9,8,25,46,104
14,15.0,Elden Campbell,34.0,15,0.0,184,16,48,0.333,0,0,,16,48,0.333,0.333,16,21,0.762,13,26,39,9,9,8,8,27,48
15,16.0,Joseph Forte,21.0,17,0.0,86,10,35,0.286,0,3,0.0,10,32,0.313,0.286,4,6,0.667,4,7,11,11,4,0,10,6,24
16,17.0,Ronald Murray,23.0,2,0.0,20,2,5,0.4,0,1,0.0,2,4,0.5,0.4,0,0,,0,3,3,2,0,0,4,0,4
17,,,,82,,19855,2887,6599,0.437,456,1291,0.353,2431,5308,0.458,0.472,1325,1780,0.744,963,2385,3348,1775,679,295,1085,1712,7555
