,Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Nerlens Noel,20.0,75,71.0,2311,302,653,0.462,0,0,,302,653,0.462,0.462,140,230,0.609,185,426,611,128,133,142,146,208,744
1,2.0,Robert Covington,24.0,70,49.0,1956,299,756,0.396,167,446,0.374,132,310,0.426,0.506,178,217,0.82,65,251,316,105,97,31,128,189,943
2,3.0,Luc Mbah a Moute,28.0,67,61.0,1916,251,636,0.395,62,202,0.307,189,434,0.435,0.443,96,163,0.589,82,246,328,106,81,21,99,104,660
3,4.0,Hollis Thompson,23.0,71,23.0,1776,224,543,0.413,115,287,0.401,109,256,0.426,0.518,63,89,0.708,53,145,198,85,57,26,66,141,626
4,5.0,Henry Sims,24.0,73,32.0,1399,238,502,0.474,4,22,0.182,234,480,0.488,0.478,106,137,0.774,121,238,359,79,39,30,99,135,586
5,6.0,Michael Carter-Williams,23.0,41,38.0,1391,232,611,0.38,32,125,0.256,200,486,0.412,0.406,117,182,0.643,43,211,254,302,60,18,174,103,613
6,7.0,Jerami Grant,20.0,65,11.0,1377,124,352,0.352,49,156,0.314,75,196,0.383,0.422,114,193,0.591,49,149,198,79,40,68,85,144,411
7,8.0,K.J. McDaniels,21.0,52,15.0,1319,167,419,0.399,43,147,0.293,124,272,0.456,0.45,99,131,0.756,64,131,195,70,44,68,104,121,476
8,9.0,JaKarr Sampson,21.0,74,32.0,1131,146,346,0.422,31,127,0.244,115,219,0.525,0.467,63,94,0.67,35,128,163,77,38,26,76,135,386
9,10.0,Tony Wroten,21.0,30,15.0,895,175,434,0.403,37,142,0.261,138,292,0.473,0.446,120,180,0.667,22,64,86,157,48,8,113,72,507
10,11.0,Ish Smith,26.0,25,14.0,677,128,322,0.398,17,55,0.309,111,267,0.416,0.424,28,48,0.583,10,63,73,152,32,5,69,38,301
11,12.0,Isaiah Canaan,23.0,22,12.0,569,93,247,0.377,59,162,0.364,34,85,0.4,0.496,33,39,0.846,7,47,54,69,15,3,39,55,278
12,13.0,Furkan Aldemir,23.0,41,9.0,540,40,78,0.513,0,5,0.0,40,73,0.548,0.513,13,27,0.481,78,98,176,28,17,16,17,96,93
13,14.0,Jason Richardson,34.0,19,15.0,416,62,178,0.348,31,96,0.323,31,82,0.378,0.435,17,22,0.773,13,53,66,38,13,3,16,28,172
14,15.0,Thomas Robinson,23.0,22,0.0,407,79,169,0.467,0,2,0.0,79,167,0.473,0.467,35,58,0.603,62,108,170,24,16,9,26,50,193
15,16.0,Brandon Davies,23.0,20,6.0,379,49,119,0.412,7,30,0.233,42,89,0.472,0.441,21,33,0.636,35,38,73,28,17,4,25,54,126
16,17.0,Alexey Shved,26.0,17,0.0,285,52,130,0.4,17,57,0.298,35,73,0.479,0.465,48,57,0.842,8,14,22,46,14,1,18,21,169
17,18.0,Larry Drew II,24.0,12,1.0,219,20,58,0.345,4,26,0.154,16,32,0.5,0.379,2,3,0.667,1,14,15,45,6,0,25,13,46
18,19.0,Malcolm Thomas,26.0,17,0.0,194,18,40,0.45,0,7,0.0,18,33,0.545,0.45,9,13,0.692,16,40,56,7,3,1,13,17,45
19,20.0,Chris Johnson,24.0,9,2.0,187,19,60,0.317,10,39,0.256,9,21,0.429,0.4,6,8,0.75,3,23,26,3,9,5,9,19,54
20,21.0,Tim Frazier,24.0,6,3.0,171,13,43,0.302,3,11,0.273,10,32,0.313,0.337,5,15,0.333,4,15,19,43,6,0,18,16,34
21,22.0,Glenn Robinson III,21.0,10,1.0,153,18,43,0.419,4,13,0.308,14,30,0.467,0.465,4,8,0.5,11,14,25,8,3,1,8,10,44
22,23.0,Drew Gordon,24.0,9,0.0,71,8,19,0.421,0,3,0.0,8,16,0.5,0.421,1,2,0.5,7,11,18,2,1,0,8,7,17
23,24.0,JaVale McGee,27.0,6,0.0,61,8,18,0.444,0,0,,8,18,0.444,0.444,2,4,0.5,4,9,13,2,0,1,5,2,18
24,25.0,Malcolm Lee,24.0,1,0.0,2,0,1,0.0,0,0,,0,1,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0
25,,,,82,,19805,2765,6777,0.408,692,2160,0.32,2073,4617,0.449,0.459,1320,1953,0.676,978,2536,3514,1683,789,487,1453,1778,7542
