,Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Corey Brewer,23.0,82,82.0,2482,409,949,0.431,82,237,0.346,327,712,0.459,0.474,166,256,0.648,70,209,279,193,117,29,164,224,1066
1,2.0,Al Jefferson,25.0,76,76.0,2463,560,1125,0.498,0,4,0.0,560,1121,0.5,0.498,181,266,0.68,180,523,703,137,63,98,136,205,1301
2,3.0,Jonny Flynn,20.0,81,81.0,2339,397,952,0.417,77,215,0.358,320,737,0.434,0.457,223,270,0.826,24,167,191,356,82,2,233,98,1094
3,4.0,Ryan Gomes,27.0,76,64.0,2210,327,732,0.447,74,199,0.372,253,533,0.475,0.497,104,126,0.825,76,272,348,124,62,16,95,155,832
4,5.0,Ramon Sessions,23.0,82,1.0,1732,253,555,0.456,1,15,0.067,252,540,0.467,0.457,167,233,0.717,58,156,214,258,55,5,137,137,674
5,6.0,Kevin Love,21.0,60,22.0,1714,291,646,0.45,35,106,0.33,256,540,0.474,0.478,225,276,0.815,227,431,658,136,43,23,117,136,842
6,7.0,Damien Wilkins,30.0,80,31.0,1585,165,381,0.433,18,61,0.295,147,320,0.459,0.457,103,129,0.798,72,177,249,135,66,25,76,144,451
7,8.0,Wayne Ellington,22.0,76,1.0,1384,190,448,0.424,64,162,0.395,126,286,0.441,0.496,61,70,0.871,33,126,159,74,20,5,74,72,505
8,9.0,Ryan Hollins,25.0,73,27.0,1223,169,303,0.558,0,1,0.0,169,302,0.56,0.558,109,158,0.69,79,128,207,51,19,38,95,199,447
9,10.0,Sasha Pavlović,26.0,71,0.0,877,109,300,0.363,35,118,0.297,74,182,0.407,0.422,10,26,0.385,12,105,117,58,23,6,53,84,263
10,11.0,Darko Miličić,24.0,24,18.0,614,92,187,0.492,0,1,0.0,92,186,0.495,0.492,15,28,0.536,42,91,133,43,18,33,33,75,199
11,12.0,Oleksiy Pecherov,24.0,44,5.0,447,77,188,0.41,14,52,0.269,63,136,0.463,0.447,29,32,0.906,32,92,124,11,9,14,32,55,197
12,13.0,Nathan Jawai,23.0,39,2.0,412,49,111,0.441,0,1,0.0,49,110,0.445,0.441,26,38,0.684,49,55,104,24,10,9,27,58,124
13,14.0,Brian Cardinal,32.0,29,0.0,267,14,36,0.389,3,9,0.333,11,27,0.407,0.431,17,18,0.944,7,22,29,24,9,3,7,56,48
14,15.0,Alando Tucker,25.0,4,0.0,25,4,9,0.444,0,0,,4,9,0.444,0.444,0,0,,1,2,3,1,0,0,1,1,8
15,16.0,Jason Hart,31.0,1,0.0,5,0,1,0.0,0,0,,0,1,0.0,0.0,0,0,,0,0,0,1,1,0,0,0,0
16,,,,82,,19780,3106,6923,0.449,403,1181,0.341,2703,5742,0.471,0.478,1436,1926,0.746,962,2556,3518,1626,597,306,1333,1699,8051
