,Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Jamaal Magloire,25.0,82,82.0,2777,383,809,0.473,0,1,0.0,383,808,0.474,0.473,353,470,0.751,268,579,847,86,43,101,201,278,1119
1,2.0,P.J. Brown,34.0,80,80.0,2753,339,712,0.476,0,1,0.0,339,711,0.477,0.476,158,185,0.854,237,453,690,155,78,73,101,203,836
2,3.0,Baron Davis,24.0,67,66.0,2686,554,1402,0.395,187,582,0.321,367,820,0.448,0.462,237,352,0.673,66,221,287,501,158,27,215,178,1532
3,4.0,Darrell Armstrong,35.0,79,22.0,2247,291,736,0.395,135,429,0.315,156,307,0.508,0.487,123,144,0.854,63,163,226,311,133,16,155,148,840
4,5.0,David Wesley,33.0,61,60.0,2001,311,800,0.389,92,285,0.323,219,515,0.425,0.446,137,182,0.753,28,106,134,175,71,14,100,147,851
5,6.0,George Lynch,33.0,78,51.0,1701,149,375,0.397,43,139,0.309,106,236,0.449,0.455,34,51,0.667,96,216,312,117,48,18,64,159,375
6,7.0,Stacey Augmon,35.0,69,24.0,1416,143,347,0.412,1,7,0.143,142,340,0.418,0.414,110,139,0.791,52,122,174,85,55,15,76,114,397
7,8.0,Robert Traylor,26.0,71,0.0,942,145,287,0.505,2,5,0.4,143,282,0.507,0.509,70,128,0.547,106,156,262,43,39,37,62,161,362
8,9.0,David West,23.0,71,1.0,930,108,228,0.474,0,2,0.0,108,226,0.478,0.474,57,80,0.713,117,180,297,60,27,28,48,117,273
9,10.0,Steve Smith,34.0,71,4.0,929,119,293,0.406,43,107,0.402,76,186,0.409,0.48,77,83,0.928,27,54,81,56,15,6,42,91,358
10,11.0,Jamal Mashburn,31.0,19,18.0,730,156,398,0.392,19,67,0.284,137,331,0.414,0.416,65,80,0.813,19,98,117,47,14,5,37,42,396
11,12.0,Sean Rooks,34.0,35,0.0,325,34,94,0.362,0,0,,34,94,0.362,0.362,12,15,0.8,10,40,50,11,9,5,15,48,80
12,13.0,Shammond Williams,28.0,16,2.0,238,28,81,0.346,5,26,0.192,23,55,0.418,0.377,11,13,0.846,0,17,17,52,14,1,21,22,72
13,14.0,Bryce Drew,29.0,15,0.0,78,4,18,0.222,1,7,0.143,3,11,0.273,0.25,3,3,1.0,0,6,6,13,4,0,8,1,12
14,15.0,Maurice Carter,27.0,6,0.0,60,6,21,0.286,3,8,0.375,3,13,0.231,0.357,5,8,0.625,2,6,8,2,0,0,3,5,20
15,16.0,Tierre Brown,24.0,3,0.0,17,2,4,0.5,0,0,,2,4,0.5,0.5,2,4,0.5,0,1,1,2,0,0,7,1,6
16,,,,82,,19830,2772,6605,0.42,531,1666,0.319,2241,4939,0.454,0.46,1454,1937,0.751,1091,2418,3509,1716,708,346,1228,1715,7529
