Unnamed: 0,Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Co_Points_Share
0,1.0,Dorian Finney-Smith,28.0,80,80.0,2644,326,692,0.471,172,435,0.395,154,257,0.599,0.595,56,83,0.675,122,253,375,150,88,39,80,183,880,0.09934522465567848
1,2.0,Jalen Brunson,25.0,79,61.0,2524,506,1008,0.502,94,252,0.373,412,756,0.545,0.549,179,213,0.84,43,266,309,377,66,3,124,151,1285,0.1450666064574396
2,3.0,Luka Dončić,22.0,65,65.0,2301,641,1403,0.457,201,569,0.353,440,834,0.528,0.529,364,489,0.744,56,537,593,568,75,36,292,145,1847,0.20851207947617972
3,4.0,Reggie Bullock,30.0,68,37.0,1902,201,501,0.401,141,392,0.36,60,109,0.55,0.542,40,48,0.833,33,208,241,83,41,14,40,111,583,0.06581621133438699
4,5.0,Dwight Powell,30.0,82,71.0,1798,269,401,0.671,13,37,0.351,256,364,0.703,0.687,166,212,0.783,173,231,404,97,37,39,64,220,717,0.08094377963422894
5,6.0,Maxi Kleber,30.0,59,21.0,1450,141,354,0.398,83,255,0.325,58,99,0.586,0.516,46,65,0.708,70,280,350,68,30,58,47,137,411,0.04639873560623165
6,7.0,Tim Hardaway Jr.,29.0,42,20.0,1245,209,530,0.394,102,304,0.336,107,226,0.473,0.491,78,103,0.757,13,143,156,92,38,6,34,74,598,0.06750959584556333
7,8.0,Josh Green,21.0,67,3.0,1039,130,256,0.508,28,78,0.359,102,178,0.573,0.563,31,45,0.689,52,109,161,79,45,14,44,115,319,0.03601264393768345
8,9.0,Kristaps Porziņģis,26.0,34,34.0,1002,229,508,0.451,49,173,0.283,180,335,0.537,0.499,147,170,0.865,64,197,261,69,25,59,53,88,654,0.07383156468728833
9,10.0,Frank Ntilikina,23.0,58,5.0,685,89,223,0.399,38,111,0.342,51,112,0.455,0.484,24,25,0.96,12,67,79,69,27,7,31,61,240,0.027094152178821405
10,11.0,Spencer Dinwiddie,28.0,23,7.0,650,121,243,0.498,42,104,0.404,79,139,0.568,0.584,79,109,0.725,9,63,72,90,17,6,31,43,363,0.04097990517046737
11,12.0,Sterling Brown,26.0,49,3.0,628,59,155,0.381,28,92,0.304,31,63,0.492,0.471,14,15,0.933,26,123,149,34,14,7,23,56,160,0.01806276811921427
12,13.0,Trey Burke,29.0,42,0.0,441,84,215,0.391,26,82,0.317,58,133,0.436,0.451,20,23,0.87,4,29,33,57,12,0,26,39,214,0.024158952359449086
13,14.0,Marquese Chriss,24.0,34,0.0,346,62,134,0.463,8,25,0.32,54,109,0.495,0.493,22,33,0.667,33,70,103,17,13,12,17,64,154,0.017385414314743733
14,15.0,Dāvis Bertāns,29.0,22,0.0,306,39,104,0.375,31,86,0.36,8,18,0.444,0.524,8,10,0.8,6,50,56,15,6,6,5,30,117,0.013208399187175434
15,16.0,Willie Cauley-Stein,28.0,18,2.0,177,16,35,0.457,1,2,0.5,15,33,0.455,0.471,1,2,0.5,13,25,38,9,6,3,7,17,34,0.0038383382253330323
16,17.0,Moses Brown,22.0,26,1.0,169,27,50,0.54,0,0,,27,50,0.54,0.54,27,43,0.628,16,45,61,1,3,9,14,28,81,0.009144276360352224
17,18.0,Theo Pinson,26.0,19,0.0,148,14,39,0.359,10,30,0.333,4,9,0.444,0.487,10,10,1.0,2,19,21,17,5,2,5,12,48,0.005418830435764281
18,19.0,Boban Marjanović,33.0,23,0.0,128,42,70,0.6,1,4,0.25,41,66,0.621,0.607,13,22,0.591,8,31,39,3,0,3,15,24,98,0.01106344547301874
19,20.0,Brandon Knight,30.0,5,0.0,65,10,25,0.4,4,17,0.235,6,8,0.75,0.48,8,8,1.0,0,8,8,8,1,0,4,5,32,0.003612553623842854
20,21.0,Carlik Jones,24.0,3,0.0,19,0,7,0.0,0,1,0.0,0,6,0.0,0.0,2,2,1.0,1,2,3,5,1,0,3,0,2,0.00022578460149017836
21,22.0,George King,28.0,4,0.0,19,0,5,0.0,0,4,0.0,0,1,0.0,0.0,1,2,0.5,0,5,5,0,0,0,1,4,1,0.00011289230074508918
22,23.0,Eugene Omoruyi,24.0,4,0.0,18,2,5,0.4,1,2,0.5,1,3,0.333,0.5,2,4,0.5,2,5,7,2,0,0,0,2,7,0.0007902461052156243
23,24.0,Charlie Brown Jr.,24.0,3,0.0,15,1,5,0.2,0,3,0.0,1,2,0.5,0.2,0,0,,0,1,1,1,2,1,0,2,2,0.00022578460149017836
24,25.0,Isaiah Thomas,32.0,1,0.0,13,3,8,0.375,0,3,0.0,3,5,0.6,0.375,0,0,,0,0,0,4,0,0,0,0,6,0.0006773538044705351
25,26.0,Moses Wright,23.0,3,0.0,13,1,4,0.25,0,1,0.0,1,3,0.333,0.25,3,3,1.0,1,2,3,1,0,1,0,0,5,0.000564461503725446
26,27.0,JaQuori McLaughlin,24.0,4,0.0,11,0,2,0.0,0,1,0.0,0,1,0.0,0.0,0,0,,0,0,0,2,0,0,0,1,0,0.0
27,,,,82,,19755,3222,6982,0.461,1073,3063,0.35,2149,3919,0.548,0.538,1341,1739,0.771,759,2769,3528,1918,552,325,1025,1612,8858,1.0
