,Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Rod Higgins,28.0,68,67.0,2188,381,725,0.526,19,39,0.487,362,686,0.528,0.539,273,322,0.848,94,199,293,188,70,31,111,188,1054
1,2.0,Winston Garland,23.0,67,62.0,2122,340,775,0.439,13,39,0.333,327,736,0.444,0.447,138,157,0.879,68,159,227,429,116,7,167,188,831
2,3.0,Ben McDonald,25.0,81,41.0,2039,258,552,0.467,9,35,0.257,249,517,0.482,0.476,87,111,0.784,133,202,335,138,39,8,93,246,612
3,4.0,Chris Mullin,24.0,60,55.0,2033,470,926,0.508,34,97,0.351,436,829,0.526,0.526,239,270,0.885,58,147,205,290,113,32,156,136,1213
4,5.0,Tellis Frank,22.0,78,29.0,1597,242,565,0.428,0,1,0.0,242,564,0.429,0.428,150,207,0.725,95,235,330,111,53,23,109,267,634
5,6.0,Otis Smith,24.0,57,12.0,1358,288,569,0.506,13,41,0.317,275,528,0.521,0.518,157,201,0.781,110,107,217,144,86,36,95,137,746
6,7.0,Jerome Whitehead,31.0,72,27.0,1221,174,360,0.483,0,0,,174,360,0.483,0.483,59,82,0.72,109,212,321,39,32,21,49,209,407
7,8.0,Dave Feitl,25.0,70,19.0,1128,182,404,0.45,0,4,0.0,182,400,0.455,0.45,94,134,0.701,83,252,335,53,15,9,87,146,458
8,9.0,Terry Teagle,27.0,47,4.0,958,248,546,0.454,1,9,0.111,247,537,0.46,0.455,97,121,0.802,41,40,81,61,32,4,80,95,594
9,10.0,Ralph Sampson,27.0,29,25.0,958,180,411,0.438,0,5,0.0,180,406,0.443,0.438,86,111,0.775,82,208,290,85,24,55,109,101,446
10,11.0,Steve Harris,24.0,44,16.0,885,189,401,0.471,0,6,0.0,189,395,0.478,0.471,74,97,0.763,41,64,105,70,42,6,50,74,452
11,12.0,Sleepy Floyd,27.0,18,18.0,680,132,301,0.439,1,20,0.05,131,281,0.466,0.44,116,139,0.835,26,65,91,178,27,2,67,46,381
12,13.0,Dave Hoppen,23.0,36,8.0,607,80,172,0.465,0,1,0.0,80,171,0.468,0.465,51,59,0.864,54,113,167,30,13,6,35,84,211
13,14.0,Larry Smith,30.0,20,10.0,499,58,123,0.472,0,1,0.0,58,122,0.475,0.472,11,27,0.407,79,103,182,25,12,11,36,63,127
14,15.0,Tony White,22.0,35,0.0,462,94,203,0.463,0,5,0.0,94,198,0.475,0.463,30,41,0.732,11,17,28,49,19,2,34,43,218
15,16.0,Joe Barry Carroll,29.0,14,14.0,408,79,209,0.378,0,1,0.0,79,208,0.38,0.378,59,74,0.797,21,72,93,19,13,25,43,46,217
16,17.0,Dirk Minniefield,27.0,11,0.0,202,25,48,0.521,1,5,0.2,24,43,0.558,0.531,14,23,0.609,8,13,21,38,15,0,16,26,65
17,18.0,Kevin Henderson,23.0,12,2.0,170,19,48,0.396,0,1,0.0,19,47,0.404,0.396,10,14,0.714,6,11,17,21,8,0,15,24,48
18,19.0,Mark Wade,22.0,11,0.0,123,3,20,0.15,0,2,0.0,3,18,0.167,0.15,2,4,0.5,3,12,15,34,7,1,13,13,8
19,20.0,Chris Washburn,22.0,8,0.0,86,14,32,0.438,0,0,,14,32,0.438,0.438,5,8,0.625,9,11,20,3,1,0,7,10,33
20,21.0,Kermit Washington,36.0,6,1.0,56,7,14,0.5,0,0,,7,14,0.5,0.5,2,2,1.0,9,10,19,0,4,4,4,13,16
21,,,,82,,19780,3463,7404,0.468,91,312,0.292,3372,7092,0.475,0.474,1754,2204,0.796,1140,2252,3392,2005,741,283,1395,2155,8771
