,Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Kevin Garnett,25.0,81,81.0,3175,659,1401,0.47,37,116,0.319,622,1285,0.484,0.484,359,448,0.801,243,738,981,422,96,126,229,184,1714
1,2.0,Wally Szczerbiak,24.0,82,82.0,3117,609,1200,0.508,87,191,0.455,522,1009,0.517,0.544,226,272,0.831,120,271,391,257,66,21,181,188,1531
2,3.0,Chauncey Billups,25.0,82,54.0,2355,348,823,0.423,124,315,0.394,224,508,0.441,0.498,207,234,0.885,35,191,226,450,66,17,138,169,1027
3,4.0,Rasho Nesterović,25.0,82,82.0,2218,324,657,0.493,0,1,0.0,324,656,0.494,0.493,39,71,0.549,200,334,534,75,45,109,94,262,687
4,5.0,Anthony Peeler,32.0,82,0.0,2060,288,684,0.421,111,283,0.392,177,401,0.441,0.502,50,58,0.862,37,169,206,177,61,11,76,137,737
5,6.0,Joe Smith,26.0,72,63.0,1922,297,581,0.511,2,3,0.667,295,578,0.51,0.513,171,206,0.83,152,301,453,82,39,59,86,250,767
6,7.0,Gary Trent,27.0,64,10.0,1140,193,381,0.507,0,2,0.0,193,379,0.509,0.507,92,144,0.639,104,166,270,60,21,27,58,160,478
7,8.0,Terrell Brandon,31.0,32,28.0,962,155,365,0.425,4,23,0.174,151,342,0.442,0.43,83,84,0.988,17,76,93,264,52,6,43,49,397
8,9.0,Sam Mitchell,38.0,74,10.0,726,98,227,0.432,10,35,0.286,88,192,0.458,0.454,38,49,0.776,18,64,82,45,12,4,26,79,244
9,10.0,Felipe López,27.0,67,0.0,581,59,156,0.378,14,33,0.424,45,123,0.366,0.423,37,55,0.673,29,51,80,39,18,1,36,73,169
10,11.0,Loren Woods,23.0,60,0.0,516,33,96,0.344,0,2,0.0,33,94,0.351,0.344,44,60,0.733,46,76,122,22,17,34,36,60,110
11,12.0,Marc Jackson,27.0,22,0.0,326,38,99,0.384,0,1,0.0,38,98,0.388,0.384,26,32,0.813,31,54,85,7,6,3,18,44,102
12,13.0,William Avery,22.0,28,0.0,258,26,90,0.289,6,35,0.171,20,55,0.364,0.322,13,19,0.684,4,20,24,36,7,0,19,17,71
13,14.0,Robert Pack,32.0,16,0.0,252,25,68,0.368,1,4,0.25,24,64,0.375,0.375,11,15,0.733,7,16,23,49,13,0,20,32,62
14,15.0,Dean Garrett,35.0,29,0.0,152,14,40,0.35,0,0,,14,40,0.35,0.35,0,3,0.0,13,34,47,4,5,9,7,26,28
15,16.0,Maurice Evans,23.0,10,0.0,45,9,19,0.474,0,3,0.0,9,16,0.563,0.474,3,4,0.75,3,1,4,4,0,0,2,9,21
16,,,,82,,19805,3175,6887,0.461,396,1047,0.378,2779,5840,0.476,0.49,1399,1754,0.798,1059,2562,3621,1993,524,427,1097,1739,8145
