,Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Antoine Walker,23.0,82,82.0,3003,648,1506,0.43,73,285,0.256,575,1221,0.471,0.455,311,445,0.699,199,453,652,305,117,32,259,263,1680
1,2.0,Kenny Anderson,29.0,82,82.0,2593,434,986,0.44,85,220,0.386,349,766,0.456,0.483,196,253,0.775,55,170,225,420,139,8,130,230,1149
2,3.0,Paul Pierce,22.0,73,72.0,2583,486,1099,0.442,96,280,0.343,390,819,0.476,0.486,359,450,0.798,83,313,396,221,152,62,178,237,1427
3,4.0,Adrian Griffin,25.0,72,47.0,1927,175,413,0.424,16,57,0.281,159,356,0.447,0.443,119,158,0.753,128,244,372,177,116,15,93,222,485
4,5.0,Vitaly Potapenko,24.0,79,72.0,1797,307,615,0.499,0,1,0.0,307,614,0.5,0.499,109,160,0.681,182,317,499,77,41,29,145,239,723
5,6.0,Tony Battie,23.0,82,4.0,1505,219,459,0.477,1,8,0.125,218,451,0.483,0.478,102,151,0.675,152,258,410,63,47,70,67,249,541
6,7.0,Eric Williams,27.0,68,17.0,1378,165,386,0.427,25,72,0.347,140,314,0.446,0.46,134,169,0.793,55,101,156,93,44,16,66,165,489
7,8.0,Calbert Cheaney,28.0,67,19.0,1309,120,273,0.44,18,54,0.333,102,219,0.466,0.473,9,21,0.429,23,115,138,80,44,14,46,158,267
8,9.0,Dana Barros,32.0,72,0.0,1139,196,435,0.451,59,144,0.41,137,291,0.471,0.518,66,76,0.868,13,86,99,133,31,4,66,80,517
9,10.0,Walter McCarty,25.0,61,5.0,879,78,230,0.339,34,110,0.309,44,120,0.367,0.413,39,54,0.722,33,77,110,70,24,23,67,83,229
10,11.0,Danny Fortson,23.0,55,5.0,856,140,265,0.528,0,0,,140,265,0.528,0.528,139,189,0.735,141,225,366,29,20,5,67,180,419
11,12.0,Doug Overton,30.0,48,0.0,432,61,154,0.396,10,28,0.357,51,126,0.405,0.429,20,21,0.952,14,19,33,53,10,0,20,46,152
12,13.0,Pervis Ellison,32.0,30,5.0,269,19,43,0.442,0,0,,19,43,0.442,0.442,15,21,0.714,29,38,67,13,10,8,13,67,53
13,14.0,Wayne Turner,23.0,3,0.0,41,1,6,0.167,0,0,,1,6,0.167,0.167,2,6,0.333,1,2,3,5,0,0,3,4,4
14,15.0,Jamel Thomas,26.0,3,0.0,19,5,10,0.5,0,1,0.0,5,9,0.556,0.5,1,1,1.0,0,2,2,2,0,0,1,0,11
15,,,,82,,19730,3054,6880,0.444,417,1260,0.331,2637,5620,0.469,0.474,1621,2175,0.745,1108,2420,3528,1741,795,286,1259,2223,8146
