,Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Tom Gugliotta,23.0,81,81.0,2795,484,1135,0.426,38,135,0.281,446,1000,0.446,0.443,181,281,0.644,219,562,781,306,134,35,230,195,1187
1,2.0,Harvey Grant,27.0,72,72.0,2667,560,1149,0.487,1,10,0.1,559,1139,0.491,0.488,218,300,0.727,133,279,412,205,72,44,90,168,1339
2,3.0,Michael Adams,30.0,70,70.0,2499,365,831,0.439,68,212,0.321,297,619,0.48,0.48,237,277,0.856,52,188,240,526,100,4,175,146,1035
3,4.0,Larry Stewart,24.0,81,8.0,1823,306,564,0.543,0,2,0.0,306,562,0.544,0.543,184,253,0.727,154,229,383,146,47,29,153,191,796
4,5.0,Pervis Ellison,25.0,49,48.0,1701,341,655,0.521,0,4,0.0,341,651,0.524,0.521,170,242,0.702,138,295,433,117,45,108,110,154,852
5,6.0,LaBradford Smith,23.0,69,33.0,1546,261,570,0.458,8,23,0.348,253,547,0.463,0.465,109,127,0.858,26,80,106,186,58,9,103,178,639
6,7.0,Rex Chapman,25.0,60,23.0,1300,287,602,0.477,43,116,0.371,244,486,0.502,0.512,132,163,0.81,19,69,88,116,38,10,79,119,749
7,8.0,Buck Johnson,29.0,73,19.0,1287,193,403,0.479,0,3,0.0,193,400,0.483,0.479,92,126,0.73,78,117,195,89,36,18,70,187,478
8,9.0,Charles Jones,35.0,67,21.0,1206,33,63,0.524,0,1,0.0,33,62,0.532,0.524,22,38,0.579,87,190,277,42,38,77,38,144,88
9,10.0,Doug Overton,23.0,45,13.0,990,152,323,0.471,3,13,0.231,149,310,0.481,0.475,59,81,0.728,25,81,106,157,31,6,72,81,366
10,11.0,Brent Price,24.0,68,9.0,859,100,279,0.358,8,48,0.167,92,231,0.398,0.373,54,68,0.794,28,75,103,154,56,3,85,90,262
11,12.0,Don MacLean,23.0,62,4.0,674,157,361,0.435,3,6,0.5,154,355,0.434,0.439,90,111,0.811,33,89,122,39,11,4,42,82,407
12,13.0,Mark Acres,30.0,12,7.0,246,24,40,0.6,0,0,,24,40,0.6,0.6,10,14,0.714,24,37,61,5,3,6,11,32,58
13,14.0,Greg Foster,24.0,10,0.0,93,11,25,0.44,0,0,,11,25,0.44,0.44,2,3,0.667,8,19,27,11,0,5,9,17,24
14,15.0,Byron Irvin,26.0,4,2.0,45,9,18,0.5,1,1,1.0,8,17,0.471,0.528,3,6,0.5,2,2,4,2,1,0,4,5,22
15,16.0,Steve Burtt,30.0,4,0.0,35,10,26,0.385,1,3,0.333,9,23,0.391,0.404,8,10,0.8,2,1,3,6,2,0,4,5,29
16,17.0,Larry Robinson,25.0,4,0.0,33,6,16,0.375,0,1,0.0,6,15,0.4,0.375,3,5,0.6,1,2,3,3,1,1,1,0,15
17,18.0,Chris Corchiani,24.0,1,0.0,3,1,1,1.0,0,0,,1,1,1.0,1.0,0,0,,0,0,0,0,0,0,0,1,2
18,19.0,Alan Ogg,25.0,3,0.0,3,2,4,0.5,0,0,,2,4,0.5,0.5,1,2,0.5,2,2,4,0,0,0,0,0,5
19,,,,82,,19805,3302,7065,0.467,174,578,0.301,3128,6487,0.482,0.48,1575,2107,0.748,1031,2317,3348,2110,673,359,1323,1795,8353
