,Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Wesley Matthews,29.0,78,78.0,2644,331,854,0.388,189,525,0.36,142,329,0.432,0.498,126,146,0.863,27,211,238,151,78,17,78,179,977
1,2.0,Dirk Nowitzki,37.0,75,75.0,2364,498,1112,0.448,126,342,0.368,372,770,0.483,0.504,250,280,0.893,52,437,489,132,52,52,84,161,1372
2,3.0,Raymond Felton,31.0,80,31.0,2192,277,682,0.406,60,213,0.282,217,469,0.463,0.45,149,176,0.847,36,222,258,284,68,15,121,141,763
3,4.0,Deron Williams,31.0,65,63.0,2106,321,775,0.414,97,282,0.344,224,493,0.454,0.477,179,206,0.869,19,171,190,378,61,14,150,155,918
4,5.0,Zaza Pachulia,31.0,76,69.0,2004,219,470,0.466,0,3,0.0,219,467,0.469,0.466,212,276,0.768,249,469,718,128,64,22,119,181,650
5,6.0,Chandler Parsons,27.0,61,51.0,1799,320,651,0.492,104,251,0.414,216,400,0.54,0.571,93,136,0.684,29,256,285,169,46,21,95,114,837
6,7.0,J.J. Barea,31.0,74,16.0,1667,317,711,0.446,100,260,0.385,217,451,0.481,0.516,74,96,0.771,26,126,152,302,26,2,113,110,808
7,8.0,Devin Harris,32.0,64,0.0,1280,167,374,0.447,52,158,0.329,115,216,0.532,0.516,101,140,0.721,18,120,138,118,60,13,66,124,487
8,9.0,Dwight Powell,24.0,69,2.0,992,146,296,0.493,2,16,0.125,144,280,0.514,0.497,105,142,0.739,84,189,273,44,36,24,40,118,399
9,10.0,Charlie Villanueva,31.0,62,4.0,665,125,327,0.382,47,172,0.273,78,155,0.503,0.454,22,24,0.917,24,128,152,24,18,15,31,71,319
10,11.0,Justin Anderson,22.0,55,9.0,647,71,175,0.406,22,83,0.265,49,92,0.533,0.469,44,55,0.8,18,114,132,29,19,25,24,45,208
11,12.0,David Lee,32.0,25,1.0,433,91,143,0.636,0,0,,91,143,0.636,0.636,31,42,0.738,60,115,175,30,10,15,28,63,213
12,13.0,Salah Mejri,29.0,34,6.0,397,49,78,0.628,0,1,0.0,49,77,0.636,0.628,27,46,0.587,41,82,123,10,8,36,23,54,125
13,14.0,JaVale McGee,28.0,34,2.0,370,77,134,0.575,0,1,0.0,77,133,0.579,0.575,18,36,0.5,53,80,133,3,5,26,21,49,172
14,15.0,Jeremy Evans,28.0,30,2.0,251,26,48,0.542,4,16,0.25,22,32,0.688,0.583,15,21,0.714,11,43,54,2,6,9,7,19,71
15,16.0,John Jenkins,24.0,21,1.0,193,29,70,0.414,3,19,0.158,26,51,0.51,0.436,8,9,0.889,4,18,22,9,3,0,11,11,69
16,,,,82,,20005,3064,6900,0.444,806,2342,0.344,2258,4558,0.495,0.502,1454,1831,0.794,751,2781,3532,1813,560,306,1047,1595,8388
